index,source,edge,target,edge-comments
1028,measles vaccine,appears to prevent some,opportunistic infections,
712,measles vaccine,has,public health benefits,says William Moss
914,measles vaccine,24% higher,sales,says Merck
1031,measles vaccine,benefits are not,transient,
64,measles vaccination,for hesitant parents should try,small nudges,
1073,measles virus,elimination has,bad news,
636,autism rate,higher among,high-risk children,
70,measles virus,"has trouble finding victims, even the unvaccinated at",herd immunity,that immunization level
1037,measles virus,"for England and Wales, led to",immunosuppression,for an average of 28.3 months
74,measles virus,shown by,models of disease,
72,measles virus,has trouble finding,unvaccinated,
71,measles virus,has trouble finding,victims,
73,measles virus ,shown by,measles experience,
721,medical exemption,includes,allergies,to vaccine components
722,medical exemption,includes,immune system disorder,
1092,medical exemption,permitted by,SB 277,
256,medical issue,can make dangerous,vaccination,
177,meningitis,is,important vaccine,
559,meningococcal conjugate vaccine booster dose,recommended at,16 years of age,
583,meningococcal disease,can be treated with effective,antibiotics,
548,meningococcal disease,people can be,carrier,
550,meningococcal disease,most cases appear to be random and aren't linked to other,cases,
616,meningococcal disease,will often cause,confusion,
536,meningococcal disease,can be devastating and often and unexpectedly strikes otherwise,healthy people,
545,meningococcal disease,spread especially among people who share a room or live in the same,household,
535,meningococcal disease,very serious and not very common,illnesses,in the United States
614,meningococcal disease,will often cause,increased sensitivity to light,
585,meningococcal disease,11 to 19 out of every 100 survivors will have,long-term disabilities,11 to 19 out of every 100 survivors
612,meningococcal disease,will often cause,nausea,
582,meningococcal disease,refers to any illness caused by,Neisseria meningitidis bacteria,
552,meningococcal disease,very few cases occur as part of an,outbreak,
597,meningococcal disease,97 or 98 out of 100 cases appear to be,random cases,
615,meningococcal disease,will often cause,rash,
544,meningococcal disease,spread from person to person by sharing,respiratory secretions,"(such as saliva, by kissing or coughing), during close or lengthy contact"
556,meningococcal disease,is a very,serious illness,
613,meningococcal disease,will often cause,vomiting,
607,meningococcal disease cases,very few (2 or 3 out of 100) occur as part of,meningococcal outbreak,
598,meningococcal disease cases,most aren't linked to,other meningococcal disease cases,
609,meningococcal disease symptoms,may include sudden onset of,headache,
608,meningococcal disease symptoms,may include sudden onset of,high fever,
611,meningococcal disease symptoms,can start similar to,influenza symptoms,
610,meningococcal disease symptoms,may include sudden onset of,stiff neck,
604,meningococcal outbreak,can occur in,colleges,
602,meningococcal outbreak,can occur in,community,
606,meningococcal outbreak,can occur in,other populations,
605,meningococcal outbreak,can occur in,prisons,
603,meningococcal outbreak,can occur in,schools,
558,meningococcal vaccine,recommended at,ages 11 or 12,
563,meningococcal vaccine,routinely recommended for all,11-18 year olds,
534,meningococcal vaccine,protects against,meningococcal disease,
555,meningococcal vaccine,protects against,meningococcal disease,
561,meningococcal vaccine,recommended for all,preteens,
538,meningococcal vaccine,is,safe,
567,meningococcal vaccine,does not protect against,serogroup B,
565,meningococcal vaccine,protects against,serogroup C,
566,meningococcal vaccine,protects against,serogroup Y,
562,meningococcal vaccine,recommended for all,teens,
915,Merck,had 24% higher sales in 2015 than in 2014 for,measles vaccine,
678,Michael Mina,is,medical student,at Emory University
677,Michael Mina,is postdoc in biology at,Princeton University,
689,Mina study,used,computer models,
688,Mina study,used,epidemiological data,"from United States, Denmarck, Wales, and Englad dating back to 1940s"
705,Mina study,provides compelling,evidence,says William Moss
709,Mina study,should give more motivation to vaccinate kids to,parents,says William Moss
711,Mina study,will provide additional evidence of,public health benefits,says William Moss
704,Mina study,provides compelling evidence says,William Moss,provides compelling evidence1
341,minor symptoms,should be,expected,
339,minor symptoms,such as,fever,
333,minor symptoms,are normal and should be expected as the body builds,immunity,
340,minor symptoms,are,normal,
1064,miscarriage,rubella can cause in,pregnant women,
472,misguided claims,persist thanks to ongoing,activism,
474,misguided claims,persist thanks to ongoing activism of groups,anti-vaccination,
477,misguided claims,persist thanks to,conspiracy,theories
470,misguided claims,persist that,vaccines cause autism,
471,misguided claims,persist that,vaccines cause neurological problems,
625,misplaced fear of autism,can be traced back to,Wakefield study,
875,Mississippi,has limited,medical exemption,for MMR vaccine
876,Mississippi,limits vaccine exemptions for,MMR vaccine,
832,Mississippi,does not have,religious exemptions,
377,MMR vaccine,is probably not protective against,autism,said Dr. Bryan King
433,MMR vaccine,researchers were unable to find any association with,autism,
443,MMR vaccine,doesn't cause,autism,
514,MMR vaccine,no link between,autism,
925,MMR vaccine,link does not exist to,autism,
993,MMR vaccine,has nothing to do with,autism,any child at any time at any place in the universe
464,MMR vaccine,no harmful association with,autism,
978,MMR vaccine,unequivocally proven not associated with,autism,says Dr. Mark Schleiss
425,MMR vaccine,massive study finds no link to,autism,
342,MMR vaccine,no evidence it raises,autism risk,april 21 issue of J of Am Med Assoc
373,MMR vaccine,no evidence that it raised,autism risk,in either group of children
444,MMR vaccine,may lower,autism risk,
460,MMR vaccine,was not associated with increased,autism risk,Jain study
930,MMR vaccine,might trigger,developmental disability,
372,MMR vaccine,is not that,environmental trigger,say health experts
1068,MMR vaccine,widespread use partly to thank for,rubella elimination,
465,harmful association,none even for,high-risk children,children at higher risk for ASD
966,money,for study came from,National Institutes of Health,
968,money,could have gone to any number of,other projects,
967,money,came from handful of major,universities,
694,monkey studies,show measles erases,immune protection,says Michael Mina
682,mortality rate decrease,following introduction of measles vaccine is,mystery,
826,religions,most actively encourage members to get,vaccinated,
413,multi-site protection,includes,infection of anus,
412,multi-site protection,includes,infection of cervix,
414,multi-site protection,includes,infection of mouth,
409,multi-site protection,"also observed, though at lower levels, in",women previously exposed to HPV,
778,Muslim fundamentalists,belief that polio vaccination is,conspiracy,to sterilize Muslims
762,Muslim fundamentalists,are,opposed,to getting vaccinated
774,Muslim fundamentalists,have,polio vaccine opposition,
823,Muslim leaders,say immunization is consistent with,Islamic principles,
801,Muslims,support,vaccination,
1117,myths,have led to,false concerns,Senator Jeff Stone
265,National Infant Immunization Week,celebrate achievements,immunization programs,
264,National Infant Immunization Week,highlight importance of protecting,infants,from vaccine-preventable diseases
590,Neisseria meningitidis bacteria,spread by sharing,respiratory secretions,
843,Nepal,has high,vaccination rate,
125,new strategies,can push past,herd immunity,
235,new version of Gardasil,similar to,Gardasil,
237,new version of Gardasil,targets nine,HPV strains,
236,new version of Gardasil,approved for use in,United States,
667,NIH and partners,large effort to develop more effective,behavioral interventions,for children with ASD
665,NIH and partners,large effort to understand,environmental risk factors for ASD,
664,NIH and partners,large effort to understand,genetic risk factors for ASD,
666,NIH and partners,large effort to develop more effective,pharmacological interventions,for children with ASD
344,no evidence,MMR vaccine raises,autism risk,
7,non-medical reasons for exemption,such as,religion,religious reasons
396,Northern Hemisphere flu vaccine,approved for use in the United States might provide,suboptimal protection,against flu viruses expected to circulate in the Southern Hemisphere
644,anti-vaccination,has,serious consequences,
347,numerous international studies,have found no evidence for,vaccine-autism link,MMR
1126,officials,only thing can do is educate about,personal belief exemption,"Lisa Bakshi, mother from Placer Count"
85,Ohio,has 86%,vaccination coverage,
54,one child,if there's a bulk of children unvaccinated then it is potentially catastrophic,whooping cough,said Samantha Page
531,opponent of sanity-oriented legislation,anti-vaxxer is effective despite,minority views,
755,opposed,does not mean,absolute objection,to getting vaccinated
15,opting out of immunization,should not be solely as a matter of,personal preference,
783,orthodox Hasidic Jews,most other are,fully vaccinated,in New York
784,orthodox Hasidic Jews,some have participated in trials for,hepatitis A vaccine,
782,orthodox Hasidic Jews,were at the center,measles outbreak,in New York
785,orthodox Hasidic Jews,some have participated in trials for,mumps vaccine,
492,other good reasons,Jain study authors noted for apparent,protective effect of vaccines,
728,outbreaks,many in,religious communities,
1071,overseas infections,responsible for several in Western Hempishere,rubella cases,in Western Hemisphere
1051,Pan American Health Organization,announced,promising news,
926,vaccine-autism link,does not exist even for,high-risk children,MMR
652,parental responsibility,to,community,
349,parents,who already have a child with autism seem even more concerned,autism,parents of kids with ASD
315,Parents,are encouraged to talk to,child's doctor,to ensure that their baby is up-to-date on immunizations
46,parents,are being denied,childcare,due to their child's vaccination status
499,parents of autistic children,who withheld vaccines from their children could contribute to the apparently lower,lower rate of autism in vaccinated children,
921,parents,driving factors to opt out of recommended vaccine schedule vary significantly at,community-level,
149,parents,have been delaying vaccination for,daughters,
213,parents,are putting at risk,daughters' health,researchers say
212,parents,believe no harm in,delaying Gardasil,researchers say
622,parents,many for young children,delaying vaccination,
114,parents,some (roughly 23 percent of reluctant group) have,distrust of medical establishment,
208,parents,many have no sense of urgency about,Gardasil,
641,parents,critical they protect their children against,infectious disease,
1124,parents,who claim personal belief exemption do it for,legitimate reasons,
1127,parents,who do personal belief exemption now do it for,legitimate reasons,
640,parents,critical they protect their children against,measles,
63,parents,hesitant can be nudged to use,measles vaccine,
249,parents,can choose to exempt their children from required childcare and school vaccinations for,medical exemption,in Arizona
623,parents,refuse based on,misplaced fear of ASD,
624,parents,delay based on,misplaced fear of ASD,
1102,parents,concerns over asserting,parental rights,angry California
1125,parents,are not uninformed who claim,personal belief exemptions,
247,parents,can choose to exempt their children from required childcare and school vaccinations for,personal beliefs,in Arizona
57,parents,"if choose to send their children to a service which is not subject to any regulation, need to be aware of the",potential risks,Morrisson said
183,parents,fail to grasp that HPV vaccine is first to,prevent cancer,
162,parents,are not running to get kids,protection,
919,parents,opt out of,recommended vaccine schedule,
621,parents,many for young children,refuse vaccinations,
248,parents,can choose to exempt their children from required childcare and school vaccinations for,religious reasons,in Arizona
1100,parents,have staged rallies and jammed hearing rooms,SB 277,angry California
113,parents,more likely to go through with it when informing them their child would receive vaccine at their next,scheduled appointment,than if they were merely asked which vaccines they wanted their child to receive
727,parents,can always choose to not send children to,school,
209,parents,many have no,sense of urgency,about Gardasil
150,parents,don't think daughters are,sexually active,
181,parents,many are hung up on fact that vaccine is for,sexually transmitted virus,
1128,parents,who do personal belief exemption don't do it because they are,uninformed,
36,parents,are opening,unvaccinated-friendly day care centres,"in response to Australian federal government's no jab, no pay policy"
1101,parents,have concerns over vaccine,side effects,angry California
290,parents,have not heard of today's vaccines because of,vaccine success,
452,parents,have fear of,vaccine-autism link,
995,parents,will still fear,vaccine-autism link,MMR
104,parents,many more do not vaccinate their kids because they are just unsure about,vaccine-autism link,
451,parents,have fear of,vaccine-autism link,
60,parents,are urged against sending their children to,vaccine-free day care centres,Jill Hennessy urged
35,parents,are opening,vaccine-free day care centres,"in response to Australian federal government's no jab, no pay policy"
996,parents,unfortunately there still will be with reservations about,vaccines,says Dr. Mark Schleiss
348,parents,still some remain,worried,
498,parents of autistic children,withheld vaccines because of fears spread by movement,anti-vaccination,
352,parents of autistic children,are more likely,delaying vaccination,Dr. Bryan King said research has shown
500,protective effect of vaccines,was shown by,lower rate of autism in vaccinated children,in Jain study
493,parents of autistic children,could explain apparent,protective effect of vaccines,
632,parents of autistic children,among most likely for,vaccine avoidance,
494,parents of autistic children,could explain apparent protective effect of vaccines by,withholding vaccines,
384,parents who noticed developmental delays,may have,opted-out of vaccination,
43,parents who refuse to vaccinate their children,would no longer receive,childcare benefits,
44,parents who refuse to vaccinate their children,would no longer receive,childcare rebate,
41,parents who refuse to vaccinate their children,are,conscientious objectors,says Scott Morrison
45,parents who refuse to vaccinate their children,would no longer receive,family tax benefit,part A end-of-year supplement
52,parents who refuse to vaccinate their children,are being driven away by,government policy,
81,parents who refuse to vaccinate their children,in the U.S. have not,met the bar,previously stated vaccination coverage
42,parents who refuse to vaccinate their children,would no longer receive,tax benefits,in Australia
101,parents who vehemently oppose vaccines,Fortunately make up only about 9 percent of,adults,according to Gallup poll
100,parents who vehemently oppose vaccines,become even less likely to vaccinate when confronted by insistence on,vaccine safety,researchers have found
99,parents' hesitant attitudes,a better way is to change with,little nudges,
401,partial protection,provided for,women previously exposed to HPV,
324,partners,in Massachusetts are working to insure,high immunization rates,
110,pediatricians,are the best route to reach,hesitant parents,
109,pediatricians,are one of the most important,vaccine information sources,
118,peer pressure,is strongest influence on,decision to vaccinate,scientists reported in 2014 Proceedings of the Royal Society B
117,peers,recruiting to pass on the message could be more effective for,parents,whose distrust of the medical establishment fuesl hesitancy about vaccines
891,people,must be inoculated against,idea,
594,people,can carry without getting sick,Neisseria meningitidis bacteria,without getting sick
845,people,have long been trying to get,vaccine exemptions,
1129,personal belief exemption,is for,legitimate reasons,
1130,personal belief exemption,not because they are,uninformed,
1093,personal belief exemption,not permitted,SB 277,
846,philosophical exemption,also called,personal belief exemption,
239,physicians,can use findings to substantiate arguments against,delaying vaccination,
674,pneumonia deaths,cut in half after,measles vaccine,
238,policy makers,can use findings to substantiate arguments against,delaying vaccination,
89,policy makers,some have called for new,laws requiring MMR vaccination,for all school-age children
14,policy makers,should not permit individuals from,opting out of immunization,solely as a matter of personal preference
90,policy makers,some have called for,vaccine mandates,new laws
292,polio,was America's most feared,disease,
1058,polio,has been declared,eliminated virus,in Western Hemisphere
293,polio,no reports in U.S. thanks to,vaccination,
291,polio,example of great impact in U.S.,vaccines,
779,polio vaccination effort,some Muslim fundamentalists believe is,sterilization attempt,"in Afghanistan, Nigeria, Pakistan"
767,polio vaccination effort,has much,opposition,"in Afghanistan, Nigeria, Pakistan"
768,polio vaccine opposition,much in,Afghanistan,
775,polio vaccine opposition,comes from,conspiracy,
769,polio vaccine opposition,much in,Nigeria,
770,polio vaccine opposition,much in,Pakistan,
772,polio vaccine opposition,has had much to do with,political issues,"in Afghanistan, Nigeria, Pakistan"
771,polio vaccine opposition,has had much to do with,social issues,"in Afghanistan, Nigeria, Pakistan"
777,polio vaccine opposition,because of conspiracy belief to,sterilize Muslims,by Muslim fundamentalists
773,polio vaccine opposition,had nothing to do with,theological issues,"in Afghanistan, Nigeria, Pakistan"
730,religious groups,popular because of many VPD outbreaks make you think are against,vaccines,
814,population health,if danger exists then it is lawful to use,vaccines,says the Church
53,government policy,would provide less opportunity to engage with,parents who refuse to vaccinate their children,feared Samantha Page
80,United States,vaccination coverage dragged down by,parents who refuse to vaccinate their children,
653,population immunity,high level required to,prevent outbreaks,
232,positive health impact,of,Gardasil,on teens
284,pregnant women,recommended to receive,Tdap vaccine,
303,pregnant women,during third trimester should recieve,Tdap vaccine,
380,prenatal development,is,critical period,researchers suspect
23,presidential candidates,were asked for their position in,vaccine debate,
537,preteens,should get the first dose at their 11-12 year old check-up,meningococcal vaccine,
553,preteens,need,meningococcal vaccine,
466,previous studies,have already settled,vaccine-autism link,
895,private schools,in New Jersey have lower rates of vaccination than,public schools,in New Jersey
128,pro-vaccination,parents are trained to be,community advocates,
129,pro-vaccination,parents spread,vaccine message,pro-vaccine message
323,Programs,in Massachusetts are working to insure,high immunization rates,
1052,promising news,is that there have been no new transmission of,rubella virus,in Western Hemisphere
1016,proponents of alternative vaccine strategies,write,best-sellers,says Dr. Mark Schleiss
1015,proponents of alternative vaccine strategies,seek,celebrity status,says Dr. Mark Schleiss
218,protection,from Gardasil kicks in,fast,study results show
165,protection,girls receive with a few years of inoculation with,HPV vaccine,
1086,protection,has been eroding for,vaccines,
491,protective effect of vaccines,may protect children from,autism,
986,Dr. Bryan King,is psychiatrist and autism specialist at,Seattle Children's Hospital,
502,protective effect of vaccines,is scientifically,unlikely,
495,protective effect of vaccines,may be explained by parents of autistic children,withholding vaccines,
263,public health,will keep watching and working to help our state reach ,herd immunity,against all vaccine-preventable diseases
1105,public health,is a major,responsibility,
714,public health benefits,is,important message,
322,Public health officials,must work to help protect entire,community,
860,public health officials,still worry about,measles,
429,public health organizations,agree that,vaccines do not cause autism,
296,rare diseases,are,transmitted around the world,
579,reactions,usually last,short amount of time,
932,developmental disability,might be triggered only in certain susceptible,children,
952,reassurance,is about vaccinating ,siblings,of children with neurodevelopmental issues
393,reduced vaccine potency,does not necessarily mean people vaccinated received,reduced benefit,
708,reduction in child mortality,overall is much greater than previously believed following,measles vaccine,says William Moss
716,reduction in child mortality,following introduction of measles vaccine is,mystery,why do children stop dying at such high rates from all these different infections following introduction of the measles vaccine
679,reduction in mortality,up to 80% in,developing countries,says Michael Mina
680,reduction in mortality,occurred after the introduction of,measles vaccine,
56,regulation of childcare services,was responsibility of,state and territory governments,
8,religion,is used to dodge crucial,immunization,
10,religion,is used to dodge crucial immunizations against diseases such as,measles,
754,religion,that are opposed to vaccination help explain,outbreaks,opposed does not mean absolute objection
738,religion,none seem to prohibit members,vaccinated,
11,religion,is used to dodge crucial immunizations against diseases such as,whooping cough,
825,religions,few oppose,vaccines,
742,religions with absolute objection,include,Church of the First Born,
743,religions with absolute objection,include,End Time Ministries,
744,religions with absolute objection,include,Faith Assembly,
741,religions with absolute objection,believe in,faith healing,
745,religions with absolute objection,include,Faith Tabernacle,
746,religions with absolute objection,include,First Century Gospel Church,
729,religious communities,have had many recent outbreaks of ,vaccine-preventable diseases,
786,religious exemption,become more of a,personal-belief exemption,
723,religious exemption,includes,tenets of organized religion,that prohibits vaccinating members
1094,religious exemption,not permitted,SB 277,
757,religious groups,opposed to getting vaccinated include some,Amish,
794,religious groups,in support of vaccination include,Catholics,
758,religious groups,opposed to getting vaccinated include some,Dutch reformed churches,
791,religious groups,have no,formal advice,from the church
795,religious groups,in support of vaccination include,Jehovah's Witnesses,
796,religious groups,in support of vaccination include,Jews,
854,religious groups,most actively encourage to get vaccinated,members,
759,religious groups,opposed to getting vaccinated include some,Muslim fundamentalists,
797,religious groups,in support of vaccination include,Muslims,
739,religious groups,are often claiming,personal-belief exemptions,
781,religious groups,avoid vaccines not because of,religious doctrine,
740,religious groups,are not claiming,religious exemptions,
792,religious groups,have no formal advice from the church regarding,vaccination,
793,religious groups,have clear positions that support,vaccination,
780,religious groups,avoid vaccines because of,vaccine safety fears,
1112,republicans,concerned about opportunities for equal,education,in California
1111,republicans,most in California voted against,SB 277,the measure
253,required vaccinations,can be exempt if child has,medical issue,
251,required vaccinations,can be exempt for,personal belief reasons,
252,required vaccinations,can be exempt for,religious reasons,
976,research,need to keep studying,measles,says Dr. Mark Schleiss
977,research,need to keep studying,measles vaccine,says Dr. Mark Schleiss
984,research,can always work to make better,measles vaccine,
982,research,needs to focus on making easier,vaccine delivery,
633,research,once again found no,vaccine-autism link,
975,resources,must now be focused on legitimate scientific,hypotheses about autism,says Dr. Mark Schleiss
969,resources,were invested in proving,what we already knew,precious resources
21,right to personal exemptions,quickly became lightening rod of,controversy,
22,right to personal exemptions,controversy extended to potential,presidential candidates,
167,risk of cervical dysplasia,reduced by 44% for girls who received,vaccines,
581,risk of fainting,after getting any,any shot,
580,risk of fainting,after getting,meningococcal vaccine,
141,risk of precancerous changed,dropped after,immunization,
479,Robert F. Kennedy Jr.,was campaigning against,vaccines,in Vermont
1063,rubella,can cause in pregnant women,birth defects,
1059,rubella,is commonly called,German measles,
1062,rubella,can cause in pregnant women,miscarriage,
1061,rubella,can cause in,pregnant women,
1060,rubella,doesn't cause,severe symptoms,in vast majority
836,rubella,387 rubella cases in an,unvaccinated religious community,in Netherlands
1049,rubella cases,keep coming in from,elsewhere in the globe,
1072,rubella elimination effort,also targeted,measles virus,
1067,rubella outbreak,"last major in the United States also saw up to 20,000 a year children with rubella-related",birth defects,
810,rubella vaccine,are cultured cells originally derived from,aborted fetuses,
807,rubella vaccine,are,cultured cells,
1054,rubella virus,in the Western Hemisphere declared,eliminated virus,in Western Hemisphere
1053,rubella virus,none in 2009,new transmission,in Western Hemisphere
1055,rubella virus,has been declared eliminated in,Western Hemisphere,
51,Samantha Page,is,Early Childhood Australia's chief executive,
1079,SB 277,won overwhelming approval in,California Senate,
1081,SB 277,is,controversial bill,
1114,SB 277,tells that the government thinks it knows better to deeply devout,families,Senator Mike Morrell
1090,SB 277,is required before entering,kindergarten,
1080,SB 277,supporters hope that it will clear the Assembly and be signed into,law,
1123,SB 277,impact of difficulty of acquiring,medical exemption,
1077,SB 277,abolishing most,opt-outs,
1115,SB 277,vote and debate often crossed,party lines,
1078,SB 277,abolishes,personal belief exemptions,in CA
1097,SB 277,most significant compromise was to grandfather in students whose parents have claimed,personal belief exemptions,
1095,SB 277,agreed to limit number to 10 of,required vaccines,
1122,SB 277,would have impact on,schools,California Coalition for Health Choice
1096,SB 277,critics concerns of ever-expanding list of,shots,
1091,SB 277,require children before entering kindergarten,vaccinated,
886,schools,with low rates of vaccination tend to,cluster,
902,schools,with low vaccination rates,cluster,California
900,schools,are below the WHO standard for,herd immunity,against measles
898,schools,"615 of 5,775 had fewer than 94%",vaccinated students,
899,schools,111 of 615 had fewer than 83%,vaccinated students,below the WHO standard for herd immunity against measles
994,science,is settled on,vaccine-autism link,MMR
1087,science,is clear about,vaccines,
435,scientific paper,there has never been a single high-quality to suggest,vaccine-autism link,MMR
675,scientists,saw same phenomenon of,measles vaccine,in England and in parts of Europe
668,scientists,crack a 50-year old,mystery,about the measles vaccine
927,scientists,you may have thought were done studying,vaccine-autism link,MMR
40,Scott Morrison,is,Australian social services minister,
1116,Senator Jeff Stone,denounced,myth,
1110,Senator Pan,made changes that should improve bill's chances in,Assembly,Pitney
1109,Senator Pan,made changes that made bill more acceptable to,critics,Pitney
25,Senator Rand Paul,suggested immunization could lead to profound,mental disorders,
24,Senator Rand Paul,said,vaccinations should be voluntary,
278,serious childhood diseases,like,measles,
277,serious childhood diseases,like,whooping cough,
152,sexually active,ages 14 to 17 are,at-risk,
142,sexually transmitted virus,causes,cervical cancer,
571,side effects,most common take place in,arm,
570,side effects,most do not affect,daily activities,
575,side effects,in arm can include,hardness of the skin,
578,side effects,common include,headache,
539,side effects,occur from,meningococcal vaccine,
540,side effects,most are mild and moderate,meningococcal vaccine,
541,side effects,do not affect daily activities,meningococcal vaccine,
568,side effects,do occur with,meningococcal vaccine,
569,side effects,most are,mild,
576,side effects,common include,nausea,
572,side effects,in arm can include,pain,
577,side effects,common include,run down feeling,
574,side effects,in arm can include,swelling,
573,side effects,in arm can include,tenderness,
1057,smallpox,has been declared,eliminated virus,in Western Hemisphere
119,social norms,is strongest influence on,decision to vaccinate,
865,state vaccination rates,vary but remain generally,high,
5,state legislatures,American Medical Association members persuaded to end,personal exemption,
873,state vaccination rates,variation is driven by variation in,government policy,
872,state vaccination rates,has,variation,
881,state-level,only tell part of the story,immunization rates,
882,state vaccination rates,only tell,part of the story,
918,state-level policies,could address issues driving low vaccination rates for other,infectious diseases,
916,state-level policies,could address issues driving,low vaccination rates,for measles and other communicable diseases
917,state-level policies,could address issues driving low vaccination rates for,measles,
869,states,all have,immunization rates,for MMR vaccine
122,states,begin implementing such,interventions,
19,states,others also reported,measles outbreak,
870,states,all have immunization rates for,MMR vaccine,
874,states,require children to receive,MMR vaccine,
123,states,search for,new strategies,if
880,states,most allow,personal exemptions,
879,states,most allow,religious exemptions,
231,strong evidence,of,positive health impact,
958,studies,had expected,findings,said Dr. Paul Offit
944,studies,provides further evidence of,MMR vaccine safety,
965,studies,still cost,money,
946,studies,dispels,myth,
950,studies,is very useful because it provides to parents,reassurance,to parents
441,studies,from several countries proved that,thimerosal is safe,
928,studies,numerous show no,vaccine-autism link,MMR
437,studies,numerous have found,vaccines are effective,
436,studies,numerous have found,vaccines are safe,over past 15 years
76,Tanzania,has 99 percent,measles vaccination rate,
78,Tanzania,has passed 92 to 94%,vaccination coverage,
286,Tdap vaccine,encouraged before meeting,babies,
288,Tdap vaccine,encouraged,caregivers,
289,Tdap vaccine,encouraged,close contacts,
174,Tdap vaccine,is other,important vaccine,
287,Tdap vaccine,encouraged,parents,
285,Tdap vaccine,help protects baby from whooping cough for ,pregnant women,
173,Tdap vaccine,is,tetanus/diphtheria/pertussis,
169,teen girls,eligible for free HPV vaccine ended up with fewer cases of,genital warts,
140,teen girls,are receiving important,health benefits,
139,teen girls,are receiving important health benefits from,HPV vaccine,
564,teens,recommended to get,booster dose,
546,teens,are at increased risk for ,meningococcal disease,
592,teens,at increased risk for,meningococcal disease,
533,teens,make sure they get,meningococcal vaccine,
554,teens,need,meningococcal vaccine,
724,tenets of organized religion,for religious exemption includes,prohibits vaccinating members,
815,The Church,says it is lawful to use,vaccines,
431,The Lancet,agree that,vaccines do not cause autism,
368,theory,of autism is,triple hit,said Dr. Bryan King
370,triple hit,includes,environmental trigger,
369,triple hit,includes,genetic predisposition,
356,United States,in recent years has seen a rising rate of,autism rate,
687,United States,has seen since 1960s,health care improvement,
645,United States,688 people in 27 states in 2014 contracted,measles,
713,United States,is continuing to see,measles outbreak,says William Moss
935,Dr. Paul Offit,is pediatrician at,The Children's Hospital of Philadelphia,
79,United States,has not passed 92 to 94%,vaccination coverage,
955,unvaccinated children,had no increased,autism risk,
787,unvaccinated children,people become clustered,church,
49,unvaccinated children,still would not qualify for,government rebates,in Australia
1113,unvaccinated children,kindergarteners would require,home schooling,
55,unvaccinated children,has been a concern to some providers for some time because diseases pose,risk to pregnant women,as a lot of women work in the industry
788,unvaccinated clusters,fuel large,outbreaks,of vaccine-preventable diseases
789,unvaccinated clusters,fuel large outbreaks of,vaccine-preventable diseases,
841,unvaccinated workers,may contract VPDs and spread to,church congregation,
847,unvaccinated workers,can spread measles and pertussis after returning from,overseas,
39,unvaccinated-friendly day care centres,have been described as potentially catastrophic by,Early Childhood Australia,
47,unvaccinated-friendly day care centres,lady is opening in,"Sydney, Australia",
221,vaccinated,few girls vaccinated if not eligible for,free vaccine,
485,vaccinated children,are somewhat less likely to be diagnosed with,autism,than unvaccinated children
954,vaccinated children,had no increased,autism risk,
62,vaccinated children,can be enrolled in,childcare,
484,vaccinated children,are somewhat less likely to be diagnosed with autism than unvaccinated children indicated findings of,Jain study,
442,Disneyland measles outbreak,was caused by,unvaccinated children,
225,vaccinated girls,5.7 fewer cases per 1000,cervical dysplasia,than unvaccinated girls
230,vaccinated girls,.83 fewer cases,genital warts,than unvaccinated girls
488,vaccinated high-risk children,are less likely to be diagnosed with,autism,than unvaccinated high-risk children
486,vaccinated children,less likely to be diagnosed with autism than,unvaccinated children,indicated findings of Jain study
395,vaccinated people,may be,revaccinated,of 2014-2015 FLULAVAL QUADRIVALENT flu vaccine
938,vaccination,no one would suggest reduces,autism risk,
1035,vaccination,"in Europe and the U.S., against measles was followed by reduction in",childhood mortality,
1042,vaccination,of measles infections was largest factor in reducing overall,childhood mortality,
275,vaccination,will prevent,deaths,
939,vaccination,reduces,disease,
1045,vaccination,can provide a robust,herd immunity,against subsequent epidemics
274,vaccination,will prevent,hospitalizations,
313,vaccination,among children born during 1994-2013 will prevent 21 million,hospitalizations,
273,vaccination,will prevent,illnesses,
817,vaccination,does not appear to be in violation for,Jehovah's Witnesses,
86,vaccination,86% is,low vaccination coverage,
913,vaccination,calls may have paid off after multi-state,measles outbreak,
295,vaccination,neccesary to protect everyone from,potential outbreaks,
276,vaccination,is best way to protect by age 2 from,serious childhood diseases,14 serious childhood diseases
378,vaccination,was not associated with an increased risk in children with or without an affected,sibling,
888,vaccination,is a,social-network phenomenon,
855,vaccination,prevents harm from,vaccine-preventable diseases,
903,vaccination exemption,rates increased in,California,
254,vaccination exemption,rates went down in Arizona for 2014-2015 in,childcare,
255,vaccination exemption,rates went down in Arizona for 2014-2015 in,kindergarten,
717,vaccination exemption,types include,medical exemption,
720,vaccination exemption,types include,personal belief,
719,vaccination exemption,types include,philosophical,
904,vaccination exemption,rates increased by 26% from 2011-2012 to 2013-2014,preschoolers,reaching 9.1%
718,vaccination exemption,types include,religious exemption,
906,vaccination exemption,increased rates in,wealthier regions,of Los Angeles
316,vaccination of pregnant women,helps protect from whooping cough,babies,until baby is vaccinated at 2 months
764,vaccination rates,have been on the rise for subset,Dutch reformed churches,
763,vaccination rates,have been on the rise for some,religious communities,
27,vaccinations,could lead to profound,mental disorders,
30,vaccinations,are a,no brainer,said AMA member Dr. James Felsen
31,vaccinations,said AMA member Dr. James Felsen,protect the kid next to you,
29,vaccinations,remain contentious,state-level issue,
26,vaccinations,should be,voluntary,
1048,vaccine campaign,leads to,elimination of rubella,in the Americas
1047,vaccine campaign,for,rubella elimination effort,
