index,source,edge,target,edge-comments
6,UK government,agreed to pay $90 million in,financial compensation,
247,doctors,may have,financial influence,
90,mainstream media,refuses to cover stories because of,financial influence,
35,vaccine doctrine,was,First do no harm,
38,U.S.,give more vaccines than other,first-world nations,
42,shingles vaccine ingredients,virtually the same as,flu shot ingredients,
80,adverse effects,experienced after,flu shots,
22,CDC,recommends,flu shots,
27,compromised immunity,thanks to,flu shots,
64,control group,when they researched the effects of giving 2 flu shots in 2009 when the H1N1 strain came out was 11 people,flu shots,are you kidding me?
50,elderly,I found this comparison interesting given the number of getting,flu shots,
22,mercury,is still added to,flu shots,
9,neurotoxin,remains in 60 percent of,flu shots,
92,pharmaceutical companies,selling vaccines have proved safety and efficacy of,flu shots,
127,questionable ingredient,many found in,flu shots,
126,solid evidence,none that actually work,flu shots,
16,thimerosal,still in,flu shots,
99,people who refuse flu shots,have known for a long time that,flu shots do not work,
104,flu shots,no studies have conclusively proven that flu shots prevent,flu-related deaths,among the elderly
100,flu shots,have no impact on,flu-related doctor visits,for young children; Archives of Pediatric & Adolescent Medicine
101,flu shots,have no impact on,flu-related hospitalizations,for young children; Archives of Pediatric & Adolescent Medicine
53,controlled trials,there have been none adequately demonstrating decrease in influenza disease after vaccination with,FLULAVAL,
54,influenza,there have been no controlled trials adequately demonstrating decrease after vaccination with,FLULAVAL,
128,folic acid,cheap synthetic form of,folate,
127,MTHFR C677T defect,never take,folic acid,
130,MTHFR C677T defect,cannot break down,folic acid,
81,children,could not afford,food,
36,FDA,has,Food and Drug Administration Modernization Act,
41,additives,variety are added into,food supply,
39,chemicals,variety are added into,food supply,
40,toxic preservatives,variety are added into,food supply,
226,Dr. Paul Offit,is also known as,For Profit Offit,
137,science,is,for sale,
6,Gardasil injury claims information,comes from,foreign countries,
7,Gardasil lawsuit claims information,comes from,foreign countries,
130,flu shots,contain questionable ingredients such as,formaldehyde,
120,rational doctor,cannot believe it is somehow safe injecting infants and children with,formaldehyde,
124,rational scientist,cannot believe it is somehow safe injecting infants and children with,formaldehyde,
107,vaccine additives,include,formaldehyde,
28,vaccine additives,include even,formaldehyde,
14,vaccines,contain,formaldehyde,admitted by CDC
263,pharmaceutical companies,hire,former cheerleaders,According to ABC News Story (2010)
141,Marcia Angell,is,former editor,of The New Englland Journal of Medicine
70,babies,in 1958 and 1959 almost all drinking,formula,
63,Baby Boomers,were highly susceptible beause they were almost exclusively fed,formula,
62,highly susceptible,were Baby Boomers because they were almost exclusively fed,formula,
43,scientific fraud,is criminal,fraud,
13,vaccine industry,is,fraudulent,
281,NVIC,one of the top goals is preserving your,freedom of choice,about if and when to use vaccines
211,vaccine manufacturers,want to take away,freedom of choice,
78,USDA food donations,rather than whatever was at surplus include variety of,fresh foods,
35,Merck,remains confident,Gardasil,
67,mothers,causes acute respiratory illness in babies who have been vaccinated with,Gardasil,
20,shingles vaccine,contains,gelatin,
110,genetic defects,affect large number of,general population,letter from concerned citizen
109,vaccine industry,is destroying,generation of children,
48,National Vaccine Injury Compensation Program,was created to be,generous,
85,vaccine industry,does not want anyone to be aware of vaccine damage with,genetic correlation,
132,inexpensive test,for,genetic defects,
64,vaccines,caused a spike in adverse events for those with,genetic predisposition,
27,SB 277,does not require before vaccination,genetic screening,
57,SB 277,does not require,genetic screening,
26,SB 277,makes no mention of,genetic susceptibility,
20,autism rise,CDC claims due to,genetic tendencies,
25,genetically susceptible adults,are,genetic ticking time bombs,of vaccine damage
24,genetically susceptible children,are,genetic ticking time bombs,of vaccine damage
108,families,have right to know about children's,genetic weaknesses,
93,vaccines,containing,genetically engineered human protein,
107,medical genocide,against California's,genetically susceptible children,
48,SB 277,attempts to coerce into being vaccinated,genetically susceptible children,
3,SB 277,targets,genetically susceptible children,
10,SB 277,poses grave risk to,genetically susceptible children,
124,senators,asking to think this through before more harmed,genetically weakened children,
76,disturbing ingredients,like,genetically-modified human albumin,
53,politicians,commit against humanity,genocide,
2,parent,no sane mom would,get child vaccinated,if doctors offered truthful consent forms
50,children with autism,excessively,get lost,
106,death,from the very strain of flu she was just vaccinated against in five-year old,girl,
95,personalized vaccine decisions,such as,giving children fewer vaccines on the same day,
93,young doctors,making personalized vaccine decisions such as,giving children fewer vaccines on the same day,
59,Pandemrix,is produced by,GlaxoSmithKline,
225,mercury,is not the only toxin that can affect,glutathione levels,although this study shows relationship between loewr glutathione levels and greater severity of autism
115,immunity,compromised by killing,good bacteria,
19,independent media websites,now favored on,GoodGopher.com,
167,vaccine industry,there is an alliance between,government,
56,lab results,were fabricated by Merck to continue receiving,government contracts,
51,Merck,fabricated lab results to continue receiving,government contracts,
13,government,is telling,government propaganda,
28,vaccine messages,involving Elmo are,government propaganda,
12,vaccines are safe,telling children is unethical,government propaganda,vaccine safety
89,military records,kept,great records,
224,lower glutahione levels,related to,greater severity of autism,
50,waves of vaccination,began to curl with,greater social size,
51,waves of vaccination,began to break with,greater social size,
125,toxic and ineffective flu shots,are sold in,grocery stores,
52,public health officials,promoting forced use of,growing list of vaccines,
115,swine flu vaccine,federal oversight committee found possible link to,Guillain-Barre syndrome,GBS
89,adverse effects,experienced after flu shot vaccines include,Guillian-Barre Syndrome,
13,government,did not want to admit,guilt,
58,people,shouldn't be treated like,guinea pigs,
35,narcolepsy,can lead to,hallucinations,reports International Business Times
69,post,descriptions of,harassment,
9,swine flu vaccine,causes no,harm,
59,vaccine,people ignore,harm,
57,vaccine products,cause,harm,
48,children with autism,49 percent put themselves in,harm's way,
50,genetically susceptible children,are far more likely to be,harmed by vaccines,
103,vaccine additives,are,harmful toxins,
71,Gardasil,causes,headache,
62,children,are moving in the opposite direction of,health,
49,misguided notion,that more is always better when it comes to,health,in U.S.
20,vaccines are effective,people are told by,health authorities,
19,vaccines are safe,people are told by,health authorities,
170,federal government representatives,large chunk of money coming from,health care sector,
10,right,critical to make independent,health choices,
193,discrimination,could come soon when it comes to,health insurance,
203,mandatory vaccines,possibility that they may be required to qualify for,health insurance,
197,prejudice,could come soon when it comes to,health insurance,
186,exposures,need to know what they mean in combination for,health of children,
74,harassment,by,health officials,
78,sanctions,by,health officials,
69,vaccine industry,refuses to conduct scientific tests on the,health outcomes,of vaccinated children versus unvaccinated children
119,toxins,cause all sorts of,health problems,
47,more vaccination,dramatically increasing the number during the past 30 years may not have led to,healthier children,may not have
9,SV40,can suppress in humans,healthy genes,
35,antibiotics,destroy,healthy gut flora,
38,cataplexy,causes,heightened emotion,
89,Pandemrix,causes,heightened risk of narcolepsy,in vaccinated children
129,incidence,in 0-1 age group was 0.001 percent of,hepatitis B,
115,IV drug abuse,real risk of acquiring,hepatitis B,
114,promiscuous sexual behavior,real risk of acquiring,hepatitis B,
131,deaths,47 reported from,hepatitis B vaccine,"1996 CDC, in 0-1 age group"
18,Matthew Downing,had been given an extra dose of the,hepatitis B vaccine,
104,newborns,really do not need,hepatitis B vaccine,
178,thimerosal-free pediatric formulations,were licensed of,hepatitis B vaccine,according to FDA
5,Church of Vaccines,love to throw around the concept of,herd immunity,
3,vaccine agenda,has,herd mentality,
6,vaccine agenda,is based on mindless,herd mentality,
15,shingles,or,Herpes Zoster,
16,case facts,were,hidden,
23,diabetes deaths,1.26 million each year yet they're still pushing in school lunches,high fructose corn syrup,in [school lunches]
59,flu shot while pregnant,I never took because I knew flu shots had,high levels of thimerosal,
161,Prevnar,added despite,high price,
21,CDC,informed internally in 2000 of,high risk of autism,
22,CDC,informed internally in 2000 of,high risk of non-organic sleep disorder,
23,CDC,informed internally in 2000 of,high risk of speech disorder,
260,profitable drugs,instructed to push at,higher doses,to maximize profits
84,larger campaign,in future may end up dictating whether you will be allowed,higher education,
43,U.S.,has some of the,highest vaccine rates,on earth
58,Baby Boomers,were,highly susceptible,
97,vaccine apologists,are like,Hitler's minions,
111,"Robert F. Kennedy, Jr.",correctly compared vaccine industry to a,holocaust,
112,sellout media,is covering up,holocaust,
98,vaccine apologists,relish in aiding and abetting a real-life,holocaust,that's harming millions of children around the globe
110,vaccine industry,is committing a,holocaust,
123,serious reactions,involving,hospitalization,VAERS hepatitis B reports
105,quackery,must be maintained or else comes tumbling down,house of cards,
59,people,should be treated like,human beings,
114,aluminum,toxic when injected to,human biology,
115,formaldehyde,toxic when injected to,human biology,
113,mercury,toxic when injected to,human biology,
116,monosodium glutamate,toxic when injected to,human biology,
99,public,has no idea where they come from,human blood,
107,vaccine package insert,does not contain any information about where is sourced,human blood,
97,Western medicine,is injecting Americans with,human blood,
28,thimerosal,is a known,human carcinogen,
3,shingles vaccine,is made with residual components of,human DNA,
66,MRC-5,inherently dangerous to inject into,human muscle tissue,
62,SB 277,is gross violation of,human rights,
119,vaccine industry,has no sense of,humanity,
7,special care,costing,hundreds of thousands of dollars,for children with vaccine injuries
8,therapies,costing,hundreds of thousands of dollars,for children with vaccine injuries
47,shingles vaccine ingredients,include,hydrolyzed porcine gelatin,
63,I believe in vaccines,but,I do not believe in thimerosal,
205,government partnership with Big Pharma,based on,ideology,
116,swine flu vaccine,federal oversight committee found possible link to,idiopathic thrombocytopenia purpura,ITP
50,U.S.,has a fascination with believing that,"if a little is good, a lot must be better",
14,doctors,who says the level of mercury in a vaccine is safe to inject into a child is only demonstrating their outrageous,ignorance of scientific facts,
15,mercury is safe,demonstrates outrageous,ignorance of scientific facts,doctors
147,vaccination schedule,is,ignorant,
5,vaccine bullying curriculum,is for all intents and purposes,illegal,
146,vaccination schedule,is,illogical,
12,unvaccinated children,developed naturally without vaccines,immune system,
73,vaccines,more and more is atypical manipulation of,immune system,
71,children,more than twice as many as 1970s with,immune system dysfunction,
31,thimerosal,is a known,immune-system disruptor,at levels below 1 ppm
114,antibiotic neomycin,compromises,immunity,
36,antibiotics,severly compromise,immunity,
43,measles vaccine,does not confer,immunity,
60,vaccines,do not confer real-world functional,immunity,
103,vaccines,do not achieve absolute,immunity,
46,vaccines,destroy,immunity,
47,vaccines,do not support,immunity,
129,medical holocaust,doctors are calling,immunization,
130,vaccination,doctors fraudulently call,immunization,
131,vaccination ,does not equal,immunization,
103,hepatitis B vaccine,should never have been included in,immunization schedule,
68,endangered children,are those who are,immunocompromised children,
12,people,daring to ask intelligent questions are now being threatened with,imprisonment,
41,infectious diseases,drop thanks to,improved living conditions,
66,evidence,no good scientific that demonstrates not contributing to increasing,incidence,
69,trace amounts of thimerosal,how many have caused an issue due to,increased number of vaccines,
72,Pandemrix victims,have,incurable condition,said Peter Todd
18,Attkisson's website,is one of thousands of,independent media websites,
172,drug companies,cozy lobbying arrangements with,individual doctors,
90,young doctors,at least 15 percent admit starting to adopt,individualized approach,to vaccinations
213,group of top government scientists and health officials,plotting how to protect,industry,
188,studies,dispute,industry-funded findings,
59,vaccines,are,ineffective,vaccines do not work
2,hepatitis B vaccine,triples risk of developing ASD in,infant boys,
14,parents,are often told to just accept as a random event,infant death,even after their infant was injected with multiple toxic substances
8,Matthew Downing,was,infant who died from simultaneous vaccinations,
7,parents,were never allowed to see their son before he was cremated,infant who died from simultaneous vaccinations,
2,doctors,kill,infants,
18,flu shots,administered to,infants,
4,simultaneous vaccinations,kill,infants,
40,first-world nations,experiencing similar drop in,infectious diseases,
48,people,more than 500 million have died as a result of,infectious diseases,
102,vaccinated children,as many as 97 percent struck by,infectious diseases,
112,monosodium glutamate,used to cause,inflammation of immune system,
110,aluminum,used as,inflammatory adjuvant,
109,2009 swine flu pandemic,turned out to be one of the mildest in recent years,influenza season,
46,National Vaccine Injury Compensation Program,was created to be,informal,
42,CDC website,scrubbed,information,
4,CDC website,was caught for removing page with,information,
36,Dr. William Thompson,omitted ,information,in 2004 article published in journal Pediatrics
32,parents,making decisions about their children's health deserve to have the best,information,said Rep. Bill Posey
107,mainstream media,"claims to report honest, unbiased",information about vaccines,
4,children,cannot make decisions of,informed consent,
28,doctors,many fail to give,informed consent,because they believe in vaccine science as if it's a religion
27,patients,should be allowed,informed consent,of the dangers of vaccines
21,people,have,informed consent,
11,right,to exercise to vaccination is critical,informed consent,
49,SB 277,attempts to coerce children into being vaccinated without,informed consent,
15,stand up and fight,to protect and expand,informed consent,
25,pushing vaccines on sick children,violates,informed consent protocols,
208,government partnership with Big Pharma,moving closer to discriminating against those who want to exercise,informed consent rights,
138,vaccine-autism link,studies examine just one type of,ingredient,
83,Kennedy,continued to support until his death in November 1963,initiatives that helped minorities,
82,Kennedy,continued to support until his death in November 1963,initiatives that helped the poor,
26,ethylmercury,should not under any circumstances at any dose be deliberately,injected,into child
27,mercury,should not under any circumstances at any dose be deliberately,injected,into child
11,trace levels of mercury,is not safe for,injecting,into child
117,rational doctor,cannot believe it is safe,injecting children,with mercury
118,rational scientist,cannot believe it is safe,injecting children,with mercury
10,ACIP,recommends,injection of carcinogenic chemicals,
65,adults,have suffered,injury,
62,children,have suffered,injury,
77,fall,from loss of consciousness result in,injury,
40,family member,please talk about it if suffered,injury,from vaccines
56,one-size-fits-all mandatory vaccination policies,put way too many people at risk for,injury,
37,you,please talk about it if suffered,injury,from vaccines
8,Gardasil,information comes from foreign countries for,injury claims,
96,vaccine apologists,are despicable,intellectual bullies,
3,blockade,medical dictatorship enforced against,intelligent questions,
20,mainstream media,will never ask censored,intelligent questions,
1,medical dictatorship,surest sign is an aggressively enforced blockade against,intelligent questions,
10,people,are being threatened daring to ask,intelligent questions,
7,threat,to vaccine delusions are,intelligent questions,
6,vaccine industry,characterizes as dangerous,intelligent questions,
23,FETCH.news,is,internet's truth-based alternative,to Google News
72,formula,in 1958 and 1959 finally fortified with,iron,commerical infant formulas
102,public,wonders why they have,irritable bowels,
7,government lies,about using,IRS,as a political weapon
41,Hollywood celebrities,has been another,issue,for the anti-vaccination stance
107,hepatitis B risk factors,are,IV drug abusers,
192,discrimination,could come soon when it comes to,job,
85,larger campaign,in future may end up dictating whether you will be allowed,job,
196,prejudice,could come soon when it comes to,job,
84,Kennedy,work continued after,Kennedy's death,
50,Merck,routinely fabricated,lab results,
17,parents,walking into the,labor and delivery floor,
83,flu shot campaign,can only be viewed as prelude to much,larger campaign,
39,heightened emotion,includes,laughing,
258,Eli Lily drug company reps,instructed to give to doctors,lavish gifts,to doctors
16,doctors,not required by,law,to report vaccine adverse reactions
118,reporting,not mandated by,law,
6,Nichole Rolfe,has filed,lawsuit,against Baker College
9,Gardasil,information comes from foreign countries for,lawsuit claims,
20,vaccine manufacturers,in 1980s threatened to pull of U.S. in face of growing number of,lawsuits,
22,vaccine manufacturers,Congress pledged to protect from,lawsuits,
70,Peter Todd,is,lawyer of Pandemrix victims,reports International Business Times
41,U.S. government,tells us is BAD,lead,in water
4,pharmaceutical companies,have been granted,legal immunity,
56,vaccine industry,has absolute,legal immunity,
20,everyone,in standing up for,legal right,
32,critical thinking,about curriculum,legality,of what she was being taught
29,lobbyists,trying to persuade,legislators,
33,America,is,lemming society,
34,critical thinking,simply isn't acceptable in a,lemming society,
35,evaluating the science independently,simply isn't acceptable in a,lemming society,
104,U.S. public,pharma controlled press hopes U.S. public is stupid enough to believe the,lie,
105,vaccines are safe,is a,lie,
11,vaccines are safe,is a,lie,vaccine safety
22,Baker College nursing school instructors,told Nichole Rolfe to,lie about vaccine safety,
73,Pandemrix victims,have,lifelong condition,said Peter Todd
60,vaccines,do not provide,lifelong immunity,in the same way that natural disease contraction and recovery does
43,autism,results in,lifetime need,for special services
91,adverse effects,experienced after flu shot vaccines include,limb paralysis,
7,people,are expected to just,line up,in herd mentality
31,CDC,obscure an existing,link,vaccine-autism link
49,compensation claims,have become increasingly,litigious,
28,National Vaccine Injury Compensation Program,is,litigious,
111,formaldehyde,used to deactivate,live viruses,
37,CDC,knowingly endangers,lives of children,and covers it up with scientific fraud
171,millions of dollars,spent at state level,lobbying,
22,vaccine choices,are being threatened by,lobbyists,
158,citizens,must be for,logic,If we want a healthier world
28,behavior changes,such as,loss of cognitive functions,
75,Gardasil,causes,loss of consciousness,
27,behavior changes,such as,loss of coordination,
26,behavior changes,such as,loss of language,
84,NHS medical staff,will be suing for millions in,lost earnings,reports International Business Times
23,SV40,carried by half of humans with,lung cancer,1994 by Dr. Michele Carbone
68,MRC-5 cells,derived from,lung tissue,
83,researchers,extracted 20 years ago,lung tissue,
61,bovine calf serum,causes,lupus,when injected into humans
25,Merck,exposed for,lying,about vaccine safety and vaccine efficacy
29,vaccine companies,exposed for,lying about vaccine efficacy,
28,vaccine companies,exposed for,lying about vaccine safety,
25,SV40,found in,lymphatic cancer,
26,polio vaccine,"every year is responsible for half of 55,000",lymphoma,study published by Lancet in 2002
90,idea,that vaccines harm children not allowed to surface in,mainstream media,
12,New York Times,is outlet of U.S.,mainstream media,
91,vaccine damage,idea isn't allowed to surface,mainstream media,
10,Washington Post,is quack science section outlet of U.S.,mainstream media,
30,measles,can be deadly with,malnourishment,
156,government,constantly trying more shots for children,mandate,
177,vaccine industry,successfully pushed through,mandate,
174,vaccine industry,has vested interest in trying to make sure there are more,mandatory doses,
176,vaccine industry,continually spends big money on trying to make sure there are more,mandatory doses,
133,genetic testing,through doctor's office should be a required covered test under,mandatory Health Law,
6,SB 277,is,mandatory vaccination law,
20,California government,says yes to poisoning more children with mercury and aluminum in,mandatory vaccines,
134,disclosure,needs to be mandated prior to,mandatory vaccines,
227,Dr. Paul Offit,is fairly well-known and frequent proponent of,mandatory vaccines,
122,genetic counseling,needs to be mandatory requirement prior to,mandatory vaccines,
58,genetic screening,does not require genetic screening before,mandatory vaccines,
123,genetic testing,needs to be mandatory requirement prior to,mandatory vaccines,
135,genetic testing,need to be done prior to,mandatory vaccines,
109,genetic weaknesses,families must know about before,mandatory vaccines,letter from concerned citizen
190,government healthcare reform,may include trying to make,mandatory vaccines,according to WebMD
18,poisoning children,with mercury and aluminum in,mandatory vaccines,California government
173,vaccine industry,has vested interest in trying to make sure there are more,mandatory vaccines,
175,vaccine industry,continually spends big money on trying to make sure there are more,mandatory vaccines,
98,vaccine injury denialism,is present-day,mantra of pharma-controlled press,
142,former editor,of The New England Journal of Medicine is,Marcia Angell,
183,drug companies,"are going to want stable, predictable",market,in the U.S.
164,desire by Big Pharma,is to improve,market share,
29,pro vaccination camp,has gotten strong in terms of,marketing,and using distractions
6,Surgeon General Vivek Murthy,is,marketing vaccines to children,
26,Surgeon General Vivek Murthy,is,marketing vaccines to children,
11,people,daring to ask intelligent questions are now being threatened with,mass arrest,
9,Crystal Downing,is mother of,Matthew Downing,
218,unfair market practices,interfere with vaccine industry ability to,maximize profits,
89,RA 27/3,similar line to,MCR-5,
85,researchers,developed,MCR-5,
57,autism,some parents feel more dangerous than,measles,
17,children,"197,000 did not die from",measles,
35,children,none in U.S. have died in over ten years from,measles,
38,cod-liver oil,used beginning in 1932 to treat,measles,
42,essential oils,would be interesting to know impact on,measles,
45,homeopathy,would be interesting to know impact on,measles,
15,U.S. population,low percentage died from,measles,prior to [measles vaccine]
64,Baby Boomers,during infancy from mother's milk did not get,measles antibodies,
10,CDC,claims that around 1 or 2 out of a thousand,measles cases,will become [measles deaths]
55,population increase,brought plateaued,measles cases,
2,United States,had 3-4 million,measles cases,prior to [measles vaccine]
3,United States,had high number of,measles cases,prior to [measles vaccine]
40,vitamin A supplements,confirmed to reduce significantly,measles complications,1990 NEJM
56,population increase,not considered when presenting,measles data,
29,death from car accident,more common than,measles deaths,before [measles vaccine]
32,death from congenital disease,more likely than,measles deaths,before [measles vaccine]
33,death from congenital malformation,more likely than,measles deaths,before [measles vaccine]
30,death from heart disease,more common than,measles deaths,before [measles vaccine]
31,death from murder,more likely than,measles deaths,before [measles vaccine]
28,death from stomach ulcers,more common than,measles deaths,before [measles vaccine]
34,death from suicide,more likely than,measles deaths,before [measles vaccine]
7,measles cases,.015% became,measles deaths,before [measles vaccine]
8,measles cases,low percentage became,measles deaths,before [measles vaccine]
11,measles cases,around 1 or 2 out of a thousand will become,measles deaths,CDC claims
14,U.S. population,.000237% died from,measles deaths,prior to [measles vaccine]
4,United States,only about 450,measles deaths,prior to [measles vaccine]
5,United States,had low number of,measles deaths,prior to [measles vaccine]
36,CDC,shows,measles decline,before measles vaccine
87,military records,show before measles vaccine,measles decline,
95,Royal Navy records,also showed,measles decline,
49,parents,were being told that,measles is deadly,
39,cod-liver oil,ended up lowering significantly,measles mortality rate,
25,measles vaccine,very small decline in,measles mortality rate,
41,vitamin A supplements,confirmed to reduce significantly,measles mortality rate,1990 NEJM
44,vaccinated children,have something to fear from,measles outbreak,
41,CDC,says about 2 weeks,measles recovery period,
63,measles,was almost completely eradicated before the arrival of the,measles vaccine,
35,measles,would have gone away without,measles vaccine,
86,measles decline,had been before,measles vaccine,
27,measles mortality rate,in U.S. was lower before,measles vaccine,than [global measles death rate] after [measles vaccine]
11,United States,administered in mid-1980s,measles vaccine,
35,CDC study,examined the possibility of a relationship between,"measles, mumps, rubella vaccine and autism",
54,science of genetics,cast aside when it suits,media,
34,vaccine story,share yours with,media,
18,vaccines are effective,people are told by,media,
17,vaccines are safe,people are told by,media,
45,vaccine industry,instead of making vaccines safer engages in,media infiltration,
15,Sharyl Attkisson,is fearless indy,media journalist,
194,discrimination,could come soon when it comes to,medical care,
198,prejudice,could come soon when it comes to,medical care,
60,SB 277,is gross violation of,medical ethics,
49,nursing students,today are being brainwashed into,medical fascism propaganda,
102,vaccine industry,has,medical fraud,
106,California Governor Jerry Brown,will soon have to decide if he's going to commit,medical genocide,
145,people,no longer possible to rely on the judgment of authoritative,medical guidelines,writes Marcia Angell
128,doctors,who inject children with vaccines are practicing against humanity a,medical holocaust,who inject children with vaccines
21,doctors,who injects mercury into a child at any dose should be immediately stripped of their,medical license,who injects mercury into a child
4,intelligent questions,can destroy,medical police state,
5,intelligent questions,expose the fraud of,medical police state,
66,vaccination dangers,are rarely discussed by,medical professionals,
63,SB 277,is gross violation of,medical science,
27,lobbyists,representing,medical trade associations,
24,vaccine choices,are being threatened by lobbyists representing,medical trade associations,
63,human right,is to accept or reject any,medical treatment,
62,vaccine damage,is route to selling more,medications,
49,vaccine-resistant,will automatically be labeled a,member of the lunatic fringe,
50,vaccine-resistant,will likely also be ostracized by,members of the herd,
34,narcolepsy,damages,mental function,reports International Business Times
36,narcolepsy,can lead to,mental illness,reports International Business Times
45,flu shot toxins,result in status,mentally challenged,
44,vaccine toxins,result in status,mentally challenged,
279,Children's Hospital,research chair funded by,Merck,
232,Dr. Paul Offit,recipient of grant from,Merck,
233,Dr. Paul Offit,is consultant to,Merck,
39,Hilleman,is,Merck vaccine scientist,
231,Dr. Paul Offit,is a listed inventor on cluster of patents that protect,Merck's RotaTeq vaccine,
242,value,of Offit's stake skyrocketed,Merck's RotaTeq vaccine,
184,aluminum,may be even worse than,mercury,
21,California government,poisoning more children with,mercury,
7,CDC,admits still used in vaccines,mercury,
220,children with severe ASDs,found to have significantly higher levels of intoxication of,mercury,in comparison to children with mild ASDs
37,Food and Drug Administration Modernization Act,requiring study of,mercury,in FDA-approved products
222,glutathione,key biochemical in body's pathway for detoxification of,mercury,
24,mandatory vaccines,poison children with,mercury,
38,person,each processes differently,mercury,
163,proof,there is enough to ban any level of,mercury,
119,rational doctor,cannot believe it is somehow safe injecting infants and children with,mercury,there is no rational doctor or scientist who can say they believe injecting infants and children is somehow safe
123,rational scientist,cannot believe it is somehow safe injecting infants and children with,mercury,
218,swine flu vaccines,many will contain 25 mcg of,mercury,
173,thimerosal,contains,mercury,
27,thimerosal,is a known,mercury,
42,U.S. government,tells us is GOOD,mercury,in vaccines
105,vaccine additives,include,mercury,
24,vaccine additives,include,mercury,
21,vaccine agenda,hides,mercury,that mercury is still added to flu shots
38,vaccine industry,refuses to remove from vaccines,mercury,
43,vaccine manufacturers,requested to eliminate,mercury,
12,vaccines,contain,mercury,admitted by CDC
7,thimerosal,is,mercury based preservative,
13,doctors,is demonstrating ignorance of scientific facts who says the level of,mercury is safe,
199,thimerosal,found to be significantly more toxic than other,metal compounds,
125,MTHFR C677T defect,can be overridden by taking,methylfolate,
7,vaccine court,awarded,millions of dollars,
12,herd mentality,is,mindless,
134,science,on a regular basis makes enormous,mistake,
194,thimerosal-induced cellular damage,led to,mitochondrial damage,concentration-dependent
35,African American males,were at increased risk for autism who received before age 36 months,MMR,
87,MCR-5,used for,MMR,
92,RA 27/3,still used today in,MMR,
32,vaccination,condemns,modern medicine,
82,harassment,is becoming,modus operandi,of medical establishment
83,intimidation,is becoming,modus operandi,of medical establishment
84,refusal of medical care,is becoming,modus operandi,of medical establishment
11,SV40,found in,monkey kidney cells,in 1960s
132,flu shots,contain questionable ingredients such as,monosodium glutamate,monosodium glutamate
121,rational doctor,cannot believe it is somehow safe injecting infants and children with,monosodium glutamate,
125,rational scientist,cannot believe it is somehow safe injecting infants and children with,monosodium glutamate,
2,shingles vaccine,is made with,monosodium glutamate,
16,shingles vaccine,contains,monosodium glutamate,
49,shingles vaccine ingredients,include,monosodium glutamate,
108,vaccine additives,include,monosodium glutamate,
26,vaccine additives,include,monosodium glutamate,
13,vaccines,contain,monosodium glutamate,admitted by CDC
47,measles mortality rate,not as scary as,monster under the bed,
45,more vaccination,has not led to,more health,
46,more vaccination,has led to,more health,
37,social campaigns,have shamed,mothers,who choose not to vaccinate
67,shocking dangers,of injecting,MRC-5 cells,
117,toxins,body can only excrete 20-30% with,MTHFR C677T defects,
115,French Canadian descent,approximately 40% have inherited both,MTHFR C677T defects,letter from concerned citizen
114,Italian descent,approximately 30% have inherited both,MTHFR C677T defects,letter from concerned citizen
113,Mexican descent,approximately 40% have inherited both,MTHFR C677T defects,letter from concerned citizen
128,thimerosal,still included in,multi-dose flu vaccine,
15,mercury,used to stabilize,multi-dose vaccines,
216,thimerosal,is still used in some,multi-dose vials,
181,GlaxoSmithKine's Energix B,tripled risk of developing,multiple sclerosis,in genetically susceptible people
54,efficacy,was fabricated for,mumps vaccine,
55,lab results,fabricated to claim 95% efficacy rate for,mumps vaccine,
53,Merck,fabricated lab results to claim 95% efficacy rate in order to continue receiving government contracts on,mumps vaccine,
12,United States,administered in mid-1980s,mumps vaccine,
29,thimerosal,is a known,mutagen,
111,general population,15% have 2,mutations in MTHFR C677T enzyme,
176,hepatitis B vaccine,can still damage those with certain genetic factors,myelin,
42,children,more than 170 cases in Norway developed,narcolepsy,reports Global Post
29,International Business Times,reports it affects sleeping cycle,narcolepsy,
31,International Business Times,reports it leaves unable to sleep for more than 90 minutes at a time,narcolepsy,
18,swine flu vaccine,causes,narcolepsy,in hundreds of children
119,drug companies,astoundingly effective at manipulating,national health policy,
54,patients,are uninformed about,National Vaccine Injury Compensation Program,
32,Renee Gentry,says no part is easy,National Vaccine Injury Compensation Program,
121,vitamin D,greatly boosts,natural immunity,
73,Gardasil,causes,nausea,
88,evidence,may not prove the flu shot is,necessary,
52,shingles vaccine ingredients,include,neomycin,
22,children,"240,000 die each year in low income countries from",neonatal infection,
24,ethylmercury,extremely toxic to the human,nervous system,
25,mercury,extremely toxic to the human,nervous system,
191,thimerosal,induces,neural damage,study published in journal Toxicological & Environmental Chemistry in June this year
20,thimerosal,can cause,neurodevelopmental disorders,
78,autism cases,include,neurological damage,
22,narcolepsy,is sign of,neurological damage,
4,CDC,has been shunning for a very long time correlation between thimerosal and,neurological disorders,
168,hepatitis B vaccine,increased risk of,neurological disorders,
5,thimerosal,has correlation with,neurological disorders,
211,thimerosal,appeared to be responsible for drastic increase among children other,neurological disorders,
16,mercury,is arguably the most,neurotoxic,element
37,mercury,is a chemical,neurotoxic,
104,vaccine additives,are known to be potent chemicals,neurotoxic,The CDC openly admits that
175,thimerosal,has potent effects,neurotoxic,
17,monosodium glutamate,is known,neurotoxin,
8,thimerosal,is,neurotoxin,
15,aluminum,are,neurotoxin,
18,formaldehyde,are,neurotoxin,
16,mercury,are,neurotoxin,
17,monosodium glutamate,are,neurotoxin,
