,u,v,adamic_adar
21209,children,nervous system,0.288539008178
21211,children,risk of pneumonia,0.296974204373
21213,children,disclosure,0.314657980444
21214,children,criminal mafia,0.417032391424
21216,children,pharmaceutical companies,0.296974204373
21218,children,Chocks,1.44269504089
21225,children,endotoxins,0.279055313276
21229,children,delusional,0.274907577742
21232,children,statistics,0.258317766807
21233,children,conflict of interest,0.258317766807
21234,children,state level,0.258317766807
21238,children,heavy metals,0.219089332814
21246,children,thimerosal,2.59819110834
21252,children,human biology,0.288539008178
21255,children,children with severe ASDs,0.288539008178
21256,children,rational doctor,0.288539008178
21257,children,elderly,0.296974204373
21271,children,infants,1.47596866493
21273,children,problem,0.219089332814
21279,children,serious reactions,1.30011047188
21280,children,health care professionals,0.721347520444
21281,children,adults,1.38466793458
21284,children,unsafe,0.219089332814
21286,children,health insurance,0.314657980444
21288,children,New York Times,0.417032391424
21289,children,male neonates,0.279055313276
21291,children,dangerous medical intervention,0.219089332814
21292,children,link,0.279055313276
21295,children,vaccines are safe,0.53322534455
21300,children,Polysorbate 80,0.296974204373
21301,children,vaccination decisions,0.328458738753
21302,children,fraudulent,0.258317766807
21305,children,Jimmy Kimmel,0.314657980444
21309,children,you,2.07660790375
21311,children,immunity,0.219089332814
21313,children,Bell's Palsy,0.345976256261
21321,children,vaccine-injured children,0.49814464609
21324,children,social size,0.314657980444
21336,children,number of shots,0.417032391424
21340,children,African women,0.219089332814
21341,children,unable to sleep,0.417032391424
21342,children,genetic testing,0.314657980444
21345,children,Every Child by Two,0.258317766807
21346,children,students,0.219089332814
21347,children,profits,0.417032391424
21582,heightened emotion,pandemic H1N1 swine flu vaccine,0.721347520444
21986,heightened emotion,unconscious,0.721347520444
23035,carpet,thousands of children,0.417032391424
23044,carpet,vaccine reaction,0.417032391424
23190,carpet,statistically acceptable collateral damage,0.417032391424
23322,carpet,real,0.417032391424
23324,carpet,victims,0.417032391424
23344,carpet,toxic chemical ingredients,0.417032391424
23358,carpet,vaccine-injured families,0.417032391424
23364,carpet,people,0.417032391424
23470,carpet,heavy metals,0.417032391424
23613,Dr. Paul Offit,polio vaccine,0.339623271895
23627,Dr. Paul Offit,California government,0.314657980444
23696,Dr. Paul Offit,violation of basic human rights,0.314657980444
23715,Dr. Paul Offit,Gardasil,0.339623271895
23736,Dr. Paul Offit,injury,0.314657980444
23777,Dr. Paul Offit,lobbying,0.314657980444
23791,Dr. Paul Offit,genetic counseling,0.314657980444
23792,Dr. Paul Offit,HIV,0.339623271895
23835,Dr. Paul Offit,Nichole Rolfe,0.37892318169
23842,Dr. Paul Offit,False Claims Act,0.339623271895
23851,Dr. Paul Offit,scientific fraud,0.339623271895
23896,Dr. Paul Offit,vaccine results,0.339623271895
23985,Dr. Paul Offit,shocking revelations,0.339623271895
24014,Dr. Paul Offit,doctors,1.4179321552
24016,Dr. Paul Offit,annual flu shot,0.314657980444
24022,Dr. Paul Offit,government healthcare reform,0.314657980444
24037,Dr. Paul Offit,lab results,0.339623271895
24040,Dr. Paul Offit,violation of Hippocratic Oath,0.314657980444
24081,Dr. Paul Offit,scientifically irresponsible assertion,0.558110626551
24090,Dr. Paul Offit,flu shots,0.558110626551
24117,Dr. Paul Offit,Secretary of U.S. Department of Health and Human Services,0.721347520444
24128,Dr. Paul Offit,Children's Hospital,0.339623271895
24147,Dr. Paul Offit,whistle,0.339623271895
24151,Dr. Paul Offit,genetic predisposition,0.314657980444
24158,Dr. Paul Offit,aluminum,0.314657980444
24175,Dr. Paul Offit,FDA,0.339623271895
24229,Dr. Paul Offit,mercury,0.314657980444
24246,Dr. Paul Offit,government contracts,0.339623271895
24254,Dr. Paul Offit,genetic screening,0.314657980444
24279,Dr. Paul Offit,hepatitis B vaccine,0.558110626551
24285,Dr. Paul Offit,efficacy,0.339623271895
24298,Dr. Paul Offit,statistically acceptable collateral damage,0.314657980444
24311,Dr. Paul Offit,value,1.44269504089
24327,Dr. Paul Offit,vaccine industry,1.1744795091
24339,Dr. Paul Offit,clinical trials,0.37892318169
24357,Dr. Paul Offit,parents of vaccine-injured children,1.1744795091
24372,Dr. Paul Offit,vaccination issue,0.859821528653
24388,Dr. Paul Offit,CDC,1.20224586741
24389,Dr. Paul Offit,mumps vaccine,0.339623271895
24398,Dr. Paul Offit,questions,0.37892318169
24432,Dr. Paul Offit,government,0.314657980444
24434,Dr. Paul Offit,simultaneous vaccinations,0.558110626551
24469,Dr. Paul Offit,panel of experts,0.721347520444
24470,Dr. Paul Offit,people,0.480898346963
24494,Dr. Paul Offit,poisoning children,0.314657980444
24528,Dr. Paul Offit,whistleblowers,0.339623271895
24550,Dr. Paul Offit,disclosure,0.314657980444
24553,Dr. Paul Offit,pharmaceutical companies,0.37892318169
24557,Dr. Paul Offit,lies,0.718546453585
24605,Dr. Paul Offit,autism,0.37892318169
24621,Dr. Paul Offit,deaths,0.314657980444
24643,Dr. Paul Offit,SB 277,0.314657980444
24660,Dr. Paul Offit,health insurance,0.314657980444
24665,Dr. Paul Offit,individualized approach,0.37892318169
24669,Dr. Paul Offit,National Vaccine Information Center,0.37892318169
24684,Dr. Paul Offit,genetic testing,0.314657980444
25095,vaccination schedule,Congress,0.721347520444
25313,vaccination schedule,vaccines,0.721347520444
25368,vaccination schedule,live-virus vaccine,0.721347520444
25939,conversation about vaccination,market,0.417032391424
25998,conversation about vaccination,lobbying,1.03836732598
26076,conversation about vaccination,thimerosal phase out,0.62133493456
26091,conversation about vaccination,vaccine choices,1.13837991187
26142,conversation about vaccination,individual doctors,0.417032391424
26220,conversation about vaccination,lobbyists,1.13837991187
26429,conversation about vaccination,vaccines,1.03836732598
26467,conversation about vaccination,mainstream media,0.417032391424
26478,conversation about vaccination,national vaccination policy,0.417032391424
26519,conversation about vaccination,vaccination exemptions,0.62133493456
26835,conversation about vaccination,toxic and ineffective flu shots,0.417032391424
27018,violation of law,rules of due process and law,0.402429604382
27029,violation of law,violation of basic human rights,0.402429604382
27041,violation of law,Constitution,0.402429604382
27074,violation of law,court of law,0.402429604382
27475,violation of law,Apartheid,0.402429604382
27698,violation of law,Bill of Rights,0.402429604382
27876,violation of law,citizens,0.402429604382
27897,violation of law,extraordinary powers,0.402429604382
27996,violation of law,millions of dollars,0.402429604382
28043,toxic heavy metal,fetal toxin,0.250690398439
28095,toxic heavy metal,neurotoxin,0.250690398439
28096,toxic heavy metal,autism trigger,0.250690398439
28114,toxic heavy metal,consumers,0.250690398439
28115,toxic heavy metal,thimerosal-free,0.250690398439
28123,toxic heavy metal,scientists,0.250690398439
28148,toxic heavy metal,mutagen,0.250690398439
28170,toxic heavy metal,additive,0.250690398439
28176,toxic heavy metal,flu shot while pregnant,0.250690398439
28177,toxic heavy metal,high risk of speech disorder,0.250690398439
28206,toxic heavy metal,high risk of autism,0.250690398439
28214,toxic heavy metal,culprit,0.250690398439
28284,toxic heavy metal,childhood vaccines,0.250690398439
28287,toxic heavy metal,industry-funded findings,0.250690398439
28326,toxic heavy metal,safe,0.250690398439
28440,toxic heavy metal,single dose vaccines,0.250690398439
28443,toxic heavy metal,top health officials,0.250690398439
28466,toxic heavy metal,anaphylactic shock,0.250690398439
28481,toxic heavy metal,Jim Carrey,0.250690398439
28505,toxic heavy metal,vaccine ingredients,0.250690398439
28527,toxic heavy metal,neurological damage,0.250690398439
28532,toxic heavy metal,adult brain cells,0.250690398439
28537,toxic heavy metal,flu shots,0.250690398439
28553,toxic heavy metal,Rho-GAM shots,0.250690398439
28557,toxic heavy metal,neurological disorders,0.250690398439
28559,toxic heavy metal,neurotoxic,0.250690398439
28567,toxic heavy metal,autism risk,0.250690398439
28584,toxic heavy metal,severe autism,0.250690398439
28623,toxic heavy metal,FDA,0.250690398439
28654,toxic heavy metal,vaccines,0.250690398439
28678,toxic heavy metal,mercury,0.250690398439
28687,toxic heavy metal,high risk of non-organic sleep disorder,0.250690398439
28702,toxic heavy metal,human carcinogen,0.250690398439
28723,toxic heavy metal,trigger,0.250690398439
28726,toxic heavy metal,reproductive toxin,0.250690398439
28729,toxic heavy metal,hepatitis B vaccine,0.250690398439
28746,toxic heavy metal,immune-system disruptor,0.250690398439
28779,toxic heavy metal,vaccine industry,0.250690398439
28788,toxic heavy metal,pregnant women,0.250690398439
28801,toxic heavy metal,preservative,0.250690398439
28840,toxic heavy metal,CDC,0.250690398439
28900,toxic heavy metal,mercury based preservative,0.250690398439
28908,toxic heavy metal,thimerosal-induced cellular damage,0.250690398439
28930,toxic heavy metal,WHO vaccine specialists,0.250690398439
28948,toxic heavy metal,cellular toxicity,0.250690398439
28965,toxic heavy metal,seasonal flu shot,0.250690398439
29005,toxic heavy metal,pharmaceutical companies,0.250690398439
29030,toxic heavy metal,The Vaccine and Autism Congressional Hearing,0.250690398439
29040,toxic heavy metal,teratogen,0.250690398439
29057,toxic heavy metal,autism,0.250690398439
29090,toxic heavy metal,metal compounds,0.250690398439
29120,toxic heavy metal,multi-dose vials,0.250690398439
29168,tremors,partial facial paralysis,0.333808200695
29218,tremors,limb paralysis,0.333808200695
29370,tremors,arthritis,0.333808200695
29389,tremors,chest pain,0.333808200695
29472,tremors,convulsions,0.333808200695
29546,tremors,seizures,0.333808200695
29562,tremors,swelling of the brain,0.333808200695
29565,tremors,gene products,0.333808200695
29573,tremors,doctors,0.333808200695
29650,tremors,flu shots,0.333808200695
29731,tremors,dizziness,0.333808200695
29775,tremors,eye pain,0.333808200695
29796,tremors,syncope,0.333808200695
29806,tremors,VAERS,0.333808200695
29844,tremors,cranial nerve paralysis,0.333808200695
29877,tremors,post-marking surveillance,0.333808200695
29895,tremors,experts,0.333808200695
29918,tremors,Guillian-Barre Syndrome,0.333808200695
29988,tremors,variant genotypes,0.333808200695
30285,religious exemption,legislators,0.434294481903
30427,religious exemption,public health officials,0.434294481903
30457,religious exemption,philosophical exemption,0.434294481903
30473,religious exemption,public health,0.434294481903
30609,religious exemption,personal exemption,0.434294481903
30879,religious exemption,market practices,0.434294481903
31002,religious exemption,vaccine industry,0.434294481903
31044,religious exemption,conscientious belief exemption,0.434294481903
31361,religious exemption,informed consent,0.434294481903
31394,disability,financial compensation,0.24524606181
31404,disability,brain inflammation,0.219089332814
31407,disability,California government,0.24524606181
31408,disability,infectious diseases,0.219089332814
31412,disability,school,0.219089332814
31418,disability,autoimmune disorder,0.219089332814
31423,disability,number of recommended shots,0.24524606181
31426,disability,genetically susceptible children,0.219089332814
31427,disability,GlaxoSmithKine's Energix B,0.219089332814
31433,disability,lifelong immunity,0.219089332814
31446,disability,vaccine violence,0.24524606181
31454,disability,childhood diseases,0.219089332814
31462,disability,righteous anger,0.219089332814
31476,disability,traditional medicine,0.24524606181
31483,disability,ineffective,0.219089332814
31497,disability,toxic vaccines,0.24524606181
31503,disability,additive,0.219089332814
31511,disability,immune system dysfunction,0.24524606181
31517,disability,injury,0.24524606181
31529,disability,antibiotics,0.219089332814
31537,disability,public health officials,0.219089332814
31543,disability,science,0.219089332814
31562,disability,black children,0.219089332814
31583,disability,public health,0.219089332814
31594,disability,pandemic H1N1 swine flu vaccine,0.24524606181
31596,disability,Baby Boomers,0.24524606181
31605,disability,effective,0.219089332814
31635,disability,first-world nations,0.219089332814
31636,disability,thimerosal phase out,0.219089332814
31641,disability,improved healthcare,0.219089332814
31657,disability,food,0.24524606181
31659,disability,safe,0.219089332814
31666,disability,severe brain damage,0.24524606181
31671,disability,genetically engineered human protein,0.219089332814
31673,disability,neurotoxins,0.219089332814
31688,disability,reactions,0.219089332814
31689,disability,harm,0.219089332814
31695,disability,improved santitation,0.219089332814
31697,disability,harmful toxins,0.219089332814
31710,disability,health,0.24524606181
31729,disability,United States,0.219089332814
31730,disability,USDA food donations,0.24524606181
31731,disability,brain damaged and autistic,0.464335394624
31738,disability,SV40,0.219089332814
31754,disability,deadly diseases,0.219089332814
31755,disability,National Vaccine Injury Compensation Program,0.219089332814
31760,disability,safety,0.219089332814
31793,disability,doctors,0.24524606181
31795,disability,annual flu shot,0.24524606181
31796,disability,population,0.219089332814
31797,disability,VAERS hepatitis B reports,0.62133493456
31831,disability,abortion chemicals,0.219089332814
31838,disability,vaccine ingredients,0.219089332814
31843,disability,intelligent questions,0.219089332814
31861,disability,scientifically irresponsible assertion,0.219089332814
31867,disability,disease,0.219089332814
31870,disability,flu shots,0.24524606181
31874,disability,Dr. Suzanne Humphries,0.219089332814
31875,disability,formaldehyde,0.219089332814
31894,disability,debate,0.219089332814
31895,disability,brain dysfunction,0.24524606181
31905,disability,good plumbing,0.219089332814
31918,disability,trace levels of mercury,0.24524606181
31930,disability,words,0.219089332814
31931,disability,widespread health problems,0.464335394624
31932,disability,genetic predisposition,0.219089332814
31939,disability,aluminum,0.219089332814
31954,disability,cataplexy,0.24524606181
31964,disability,central nervous system inflammatory demyelination,0.24524606181
31965,disability,disabled children,0.219089332814
31971,disability,mandatory vaccines,0.24524606181
31972,disability,encephalopathy,0.219089332814
31980,disability,ethylmercury,0.219089332814
31982,disability,pneumonia,0.219089332814
32009,disability,neonatal infection,0.24524606181
32011,disability,mercury,0.464335394624
32018,disability,vaccine-autism link,0.219089332814
32019,disability,Matthew Downing,0.219089332814
32025,disability,mainstream media,0.219089332814
32050,disability,drug companies,0.219089332814
32056,disability,quackery,0.219089332814
32061,disability,hepatitis B vaccine,0.24524606181
32064,disability,monosodium glutamate,0.219089332814
32068,disability,efficacy,0.219089332814
32071,disability,measles,0.24524606181
32086,disability,learning disabilities,0.24524606181
32087,disability,widespread fear,0.219089332814
32100,disability,pandemic H1N1 swine flu,0.219089332814
32111,disability,vaccine industry,0.464335394624
32112,disability,improved living conditions,0.219089332814
32117,disability,immune system,0.219089332814
32120,disability,pregnant women,0.219089332814
32123,disability,clinical trials,0.219089332814
32132,disability,vaccine reactions,0.24524606181
32152,disability,diabetes,0.24524606181
32159,disability,emergency room visits,0.62133493456
32172,disability,CDC,0.219089332814
32178,disability,International Business Times,0.24524606181
32185,disability,more severe autism,0.219089332814
32187,disability,single visit,0.464335394624
32190,disability,asthma,0.24524606181
32192,disability,toxic substances,0.219089332814
32201,disability,narcolepsy,0.24524606181
32214,disability,victims,0.24524606181
32218,disability,simultaneous vaccinations,0.24524606181
32219,disability,chewable multivitamin,0.24524606181
32225,disability,vaccine apologists,0.24524606181
32234,disability,toxic chemical ingredients,0.464335394624
32246,disability,side effects,0.219089332814
32255,disability,mentally challenged,0.219089332814
32281,disability,benefit,0.219089332814
32293,disability,compromised immunity,0.219089332814
32295,disability,sick children,0.219089332814
32299,disability,schedule,0.219089332814
32318,disability,Global Post,0.24524606181
32324,disability,trustworthy,0.219089332814
32327,disability,Americans,0.219089332814
32333,disability,Big Pharma,0.464335394624
32346,disability,ADHD,0.24524606181
32356,disability,vaccine dangers,0.24524606181
32357,disability,vaccination,0.24524606181
32360,disability,heavy metals,0.219089332814
32368,disability,thimerosal,0.219089332814
32382,disability,brain-damaged,0.24524606181
32389,disability,autism,0.464335394624
32397,disability,problem,0.219089332814
32406,disability,deaths,0.866580996369
32408,disability,parent's right,0.24524606181
32410,disability,unsafe,0.219089332814
32412,disability,normal life,0.24524606181
32417,disability,dangerous medical intervention,0.219089332814
32419,disability,hospitalization,0.62133493456
32428,disability,SB 277,0.464335394624
32437,disability,immunity,0.219089332814
32448,disability,vaccine-injured children,0.219089332814
32467,disability,African women,0.219089332814
32470,disability,informed consent,0.24524606181
32473,disability,students,0.219089332814
32482,disability,chronic disease,0.464335394624
32517,deliberate release of pathogens,infectious diseases,0.328458738753
32636,deliberate release of pathogens,vaccine story,0.328458738753
32690,deliberate release of pathogens,human beings,0.328458738753
32736,deliberate release of pathogens,vaccine injuries,0.328458738753
32856,deliberate release of pathogens,anti-vaccination,0.328458738753
32898,deliberate release of pathogens,deliberate release of toxins,0.328458738753
32901,deliberate release of pathogens,doctors,0.328458738753
32951,deliberate release of pathogens,intelligent questions,0.328458738753
33046,deliberate release of pathogens,poison picked,0.328458738753
33119,deliberate release of pathogens,mercury,0.328458738753
33163,deliberate release of pathogens,guinea pigs,0.328458738753
33263,deliberate release of pathogens,antibodies,0.328458738753
33337,deliberate release of pathogens,line up,0.328458738753
33367,deliberate release of pathogens,imprisonment,0.328458738753
33380,deliberate release of pathogens,medical guidelines,0.328458738753
33415,deliberate release of pathogens,vaccine efficacy,0.328458738753
33431,deliberate release of pathogens,mass arrest,0.328458738753
33507,deliberate release of pathogens,clinical research,0.328458738753
33530,deliberate release of pathogens,vaccines are safe,0.328458738753
33579,deliberate release of pathogens,informed consent,0.328458738753
33659,number of shots,vaccine damage,0.417032391424
33945,number of shots,sinister revenue model,0.417032391424
34009,number of shots,Big Tobacco,0.417032391424
34205,number of shots,vaccines,0.417032391424
34552,number of shots,criminal mafia,0.417032391424
34631,number of shots,New York Times,0.417032391424
34652,number of shots,you,0.417032391424
34691,number of shots,profits,0.417032391424
34930,thimerosal-autism link,effective,0.62133493456
34944,thimerosal-autism link,industry-funded findings,0.62133493456
34983,thimerosal-autism link,safe,0.62133493456
35714,thimerosal-autism link,autism,0.62133493456
35851,behavioral disorders,autoimmune disorder,0.558110626551
36267,behavioral disorders,allergies,0.558110626551
36498,behavioral disorders,scientific tests,0.558110626551
36549,behavioral disorders,immune system,0.558110626551
36707,behavioral disorders,vaccinated children,0.558110626551
36961,medical fraud,convenience,0.258317766807
36967,medical fraud,exemptions,0.258317766807
36974,medical fraud,genetic correlation,0.258317766807
37033,medical fraud,bribery,0.258317766807
37058,medical fraud,criminal side,0.258317766807
37073,medical fraud,health outcomes,0.258317766807
37122,medical fraud,public health,0.258317766807
37170,medical fraud,scientific fraud,0.258317766807
37307,medical fraud,Congress,0.258317766807
37330,medical fraud,Big Tobacco,0.258317766807
37364,medical fraud,vulnerable,0.258317766807
37382,medical fraud,intelligent questions,0.258317766807
37442,medical fraud,financial collusion,0.258317766807
37469,medical fraud,words,0.258317766807
37499,medical fraud,parents of unvaccinated children,0.258317766807
37510,medical fraud,mandatory vaccines,0.258317766807
37526,medical fraud,vaccines,0.258317766807
37529,medical fraud,families who decline vaccines,0.258317766807
37547,medical fraud,lawsuit,0.258317766807
37550,medical fraud,mercury,0.258317766807
37564,medical fraud,mainstream media,0.258317766807
37591,medical fraud,American Academy of Pediatrics,0.258317766807
37596,medical fraud,quackery,0.258317766807
37597,medical fraud,deceitful social engineering,0.258317766807
37605,medical fraud,scientific tests,0.258317766807
37617,medical fraud,vaccination exemptions,0.258317766807
37633,medical fraud,holocaust,0.258317766807
37654,medical fraud,legal immunity,0.258317766807
37685,medical fraud,bullying,0.258317766807
37702,medical fraud,Bruesewitz v. Wyeth,0.258317766807
37731,medical fraud,vaccine safety,0.258317766807
37747,medical fraud,freedom of choice,0.258317766807
37748,medical fraud,humanity,0.258317766807
37754,medical fraud,government,0.258317766807
37782,medical fraud,state level,0.258317766807
37809,medical fraud,fraudulent,0.258317766807
37814,medical fraud,generation of children,0.258317766807
37816,medical fraud,CDC documents,0.258317766807
37843,medical fraud,vaccine efficacy,0.258317766807
37890,medical fraud,statistics,0.258317766807
37891,medical fraud,conflict of interest,0.258317766807
37893,medical fraud,vaccination,0.258317766807
37904,medical fraud,thimerosal,0.258317766807
37956,medical fraud,vaccines are safe,0.258317766807
38007,medical fraud,Every Child by Two,0.258317766807
38182,pre-emptive strike,national security,0.910239226627
39068,pre-emptive strike,politicians,0.910239226627
39172,RA 27/3,Varivax vaccine,0.62133493456
39180,RA 27/3,Pro-Quad Hepatitis A,0.62133493456
39582,RA 27/3,vaccine ingredients,0.721347520444
39595,RA 27/3,African American males,0.62133493456
39716,RA 27/3,encephalopathy,0.62133493456
39912,RA 27/3,researchers,0.62133493456
39973,RA 27/3,human DNA,0.721347520444
40065,RA 27/3,lung tissue,0.721347520444
40130,RA 27/3,autism,0.62133493456
40286,partial facial paralysis,limb paralysis,0.333808200695
40438,partial facial paralysis,arthritis,0.333808200695
40456,partial facial paralysis,chest pain,0.333808200695
40539,partial facial paralysis,convulsions,0.333808200695
40612,partial facial paralysis,seizures,0.333808200695
40628,partial facial paralysis,swelling of the brain,0.333808200695
40631,partial facial paralysis,gene products,0.333808200695
40639,partial facial paralysis,doctors,0.333808200695
40716,partial facial paralysis,flu shots,0.333808200695
40797,partial facial paralysis,dizziness,0.333808200695
40841,partial facial paralysis,eye pain,0.333808200695
40861,partial facial paralysis,syncope,0.333808200695
40871,partial facial paralysis,VAERS,0.333808200695
40909,partial facial paralysis,cranial nerve paralysis,0.333808200695
40942,partial facial paralysis,post-marking surveillance,0.333808200695
40959,partial facial paralysis,experts,0.333808200695
40982,partial facial paralysis,Guillian-Barre Syndrome,0.333808200695
41052,partial facial paralysis,variant genotypes,0.333808200695
41428,Merck's RotaTeq vaccine,vaccinations save lives,0.402429604382
41612,Merck's RotaTeq vaccine,Merck,0.402429604382
41661,Merck's RotaTeq vaccine,vaccine risks,0.402429604382
41917,Merck's RotaTeq vaccine,mandatory vaccines,0.402429604382
41957,Merck's RotaTeq vaccine,The Advisory Committee on Immunization Practices,0.402429604382
42044,Merck's RotaTeq vaccine,For Profit Offit,0.402429604382
42058,Merck's RotaTeq vaccine,ACIP's rotavirus use recommendation,0.402429604382
42071,Merck's RotaTeq vaccine,personal financial stake,0.402429604382
42138,Merck's RotaTeq vaccine,vaccine safety,0.402429604382
42250,Merck's RotaTeq vaccine,vaccine efficacy,0.402429604382
42337,Merck's RotaTeq vaccine,infants,0.402429604382
42439,safe form of mercury,safety,0.288539008178
42448,safe form of mercury,vaccine additives,0.288539008178
42455,safe form of mercury,California government,0.288539008178
42477,safe form of mercury,neurotoxin,0.288539008178
42520,safe form of mercury,detoxification,0.288539008178
42602,safe form of mercury,proof,0.288539008178
42642,safe form of mercury,pandemic H1N1 swine flu vaccine,0.288539008178
42768,safe form of mercury,rational scientist,0.288539008178
42797,safe form of mercury,vaccine agenda,0.288539008178
42808,safe form of mercury,U.S. government,0.288539008178
42840,safe form of mercury,injected,0.288539008178
42901,safe form of mercury,multi-dose vaccines,0.288539008178
42916,safe form of mercury,flu shots,0.288539008178
42923,safe form of mercury,glutathione levels,0.288539008178
42938,safe form of mercury,neurotoxic,0.288539008178
42982,safe form of mercury,glutathione,0.288539008178
42984,safe form of mercury,aluminum,0.288539008178
43016,safe form of mercury,mandatory vaccines,0.288539008178
43032,safe form of mercury,vaccines,0.288539008178
43155,safe form of mercury,vaccine industry,0.288539008178
43177,safe form of mercury,preservative,0.288539008178
43216,safe form of mercury,CDC,0.288539008178
43297,safe form of mercury,people,0.288539008178
43372,safe form of mercury,nervous system,0.288539008178
43410,safe form of mercury,thimerosal,0.288539008178
43416,safe form of mercury,human biology,0.288539008178
43419,safe form of mercury,children with severe ASDs,0.288539008178
43420,safe form of mercury,rational doctor,0.288539008178
43656,Dr. William Thompson,CDC study,0.910239226627
44137,Dr. William Thompson,CDC website,0.910239226627
44345,Dr. William Thompson,parents,0.910239226627
44550,Dr. William Thompson,Rep. Bill Posey,0.910239226627
44629,hydrolyzed porcine gelatin,flu shot ingredients,0.402429604382
44657,hydrolyzed porcine gelatin,potassium phosphate monobasic,0.402429604382
44734,hydrolyzed porcine gelatin,potassium chloride,0.402429604382
44792,hydrolyzed porcine gelatin,sucrose,0.402429604382
44860,hydrolyzed porcine gelatin,childhood vaccines,0.402429604382
44861,hydrolyzed porcine gelatin,sodium phosphate dibasic,0.402429604382
45060,hydrolyzed porcine gelatin,big Ag,0.721347520444
45080,hydrolyzed porcine gelatin,vaccine ingredients,0.402429604382
45196,hydrolyzed porcine gelatin,FDA,0.721347520444
45240,hydrolyzed porcine gelatin,residual components of MRC-5 cells,0.402429604382
45304,hydrolyzed porcine gelatin,monosodium glutamate,0.402429604382
45503,hydrolyzed porcine gelatin,food supply,0.721347520444
45507,hydrolyzed porcine gelatin,neomycin,0.402429604382
45620,hydrolyzed porcine gelatin,bovine calf serum,0.402429604382
45746,financial compensation,California government,0.24524606181
45785,financial compensation,vaccine violence,0.24524606181
45815,financial compensation,traditional medicine,0.24524606181
45835,financial compensation,toxic vaccines,0.24524606181
45849,financial compensation,immune system dysfunction,0.24524606181
45855,financial compensation,injury,0.24524606181
45932,financial compensation,pandemic H1N1 swine flu vaccine,1.15548528844
45934,financial compensation,Baby Boomers,0.24524606181
45966,financial compensation,vaccine injuries,0.721347520444
45994,financial compensation,food,0.24524606181
46003,financial compensation,severe brain damage,0.24524606181
46046,financial compensation,number of recommended shots,0.24524606181
46047,financial compensation,health,0.24524606181
46066,financial compensation,NHS medical staff,0.910239226627
46068,financial compensation,USDA food donations,0.24524606181
46069,financial compensation,brain damaged and autistic,0.24524606181
46130,financial compensation,doctors,0.24524606181
46132,financial compensation,annual flu shot,0.24524606181
46207,financial compensation,flu shots,0.24524606181
46232,financial compensation,brain dysfunction,0.24524606181
46255,financial compensation,trace levels of mercury,0.24524606181
46267,financial compensation,widespread health problems,0.24524606181
46290,financial compensation,cataplexy,0.24524606181
46299,financial compensation,central nervous system inflammatory demyelination,0.24524606181
46306,financial compensation,mandatory vaccines,0.24524606181
46322,financial compensation,vaccines,0.24524606181
46343,financial compensation,neonatal infection,0.24524606181
46345,financial compensation,mercury,0.24524606181
46396,financial compensation,hepatitis B vaccine,0.24524606181
46406,financial compensation,measles,0.24524606181
46421,financial compensation,learning disabilities,0.24524606181
46424,financial compensation,CDC published warnings,0.721347520444
46445,financial compensation,vaccine industry,0.24524606181
46466,financial compensation,vaccine reactions,0.24524606181
46486,financial compensation,diabetes,0.24524606181
46512,financial compensation,International Business Times,0.24524606181
46521,financial compensation,single visit,0.24524606181
46524,financial compensation,asthma,0.24524606181
46535,financial compensation,narcolepsy,0.24524606181
46540,financial compensation,Pandemrix,1.44269504089
46551,financial compensation,simultaneous vaccinations,0.24524606181
46552,financial compensation,chewable multivitamin,0.24524606181
46557,financial compensation,vaccine apologists,0.24524606181
46566,financial compensation,toxic chemical ingredients,0.24524606181
46649,financial compensation,Global Post,1.6879411027
46664,financial compensation,Big Pharma,0.24524606181
46676,financial compensation,ADHD,0.24524606181
46686,financial compensation,vaccine dangers,0.24524606181
46687,financial compensation,vaccination,0.24524606181
46711,financial compensation,brain-damaged,0.24524606181
46718,financial compensation,autism,0.24524606181
46734,financial compensation,deaths,0.24524606181
46736,financial compensation,parent's right,0.24524606181
46740,financial compensation,normal life,0.24524606181
46756,financial compensation,SB 277,0.24524606181
46798,financial compensation,informed consent,0.24524606181
46810,financial compensation,chronic disease,0.24524606181
46967,legislators,public health officials,0.434294481903
46997,legislators,philosophical exemption,0.434294481903
47013,legislators,public health,1.05562941646
47080,legislators,vaccine choices,0.62133493456
47148,legislators,personal exemption,0.434294481903
47349,legislators,medical trade associations,0.62133493456
47416,legislators,market practices,0.434294481903
47478,legislators,drug companies,0.62133493456
47537,legislators,vaccine industry,0.434294481903
47579,legislators,conscientious belief exemption,0.434294481903
47893,legislators,informed consent,0.434294481903
48194,risk,mandatory Health Law,0.910239226627
48494,risk,mandatory vaccines,0.910239226627
49047,market practices,personal exemption,0.434294481903
49157,market practices,public health officials,0.434294481903
49187,market practices,philosophical exemption,0.434294481903
49203,market practices,public health,0.434294481903
49726,market practices,vaccine industry,0.434294481903
49768,market practices,conscientious belief exemption,0.434294481903
50082,market practices,informed consent,0.434294481903
50163,number of vaccines,thimerosal-free,0.558110626551
50582,number of vaccines,flu shots,0.558110626551
50787,number of vaccines,spectrum,0.558110626551
50821,number of vaccines,vaccine industry,0.558110626551
51196,vaccine additives,black lives matter,0.255622218635
51200,vaccine additives,safety,0.288539008178
51211,vaccine additives,California government,0.69096861256
51213,vaccine additives,cover-up,0.255622218635
51233,vaccine additives,neurotoxin,1.53595947112
51245,vaccine additives,vaccine damage,0.255622218635
51246,vaccine additives,Baby Boom,0.255622218635
