,u,v,jaccard
50538,transient,diarrhea deaths,1.0
50643,transient,parents,0.0196078431373
50702,transient,childhood mortality,0.166666666667
50706,transient,health benefits,0.125
50731,transient,sales,1.0
50776,cases,other meningococcal disease cases,1.0
50799,cases,household,1.0
50827,cases,early treatment,1.0
50850,cases,increased sensitivity to light,1.0
50917,cases,anyone,1.0
50969,cases,young adults,0.333333333333
50972,cases,disease,0.0909090909091
50987,cases,rash,1.0
50991,cases,respiratory secretions,0.5
51000,cases,teens,0.333333333333
51001,cases,random cases,1.0
51004,cases,meningococcal outbreak,0.166666666667
51028,cases,vaccines,0.0208333333333
51039,cases,confusion,1.0
51065,cases,healthy people,1.0
51073,cases,early diagnosis,1.0
51160,cases,long-term disabilities,0.2
51184,cases,carrier,0.333333333333
51189,cases,meningococcal vaccine,0.0909090909091
51198,cases,outbreaks,0.142857142857
51218,cases,deaths,0.333333333333
51261,cases,serogroups,1.0
51284,vaccination coverage,measles outbreak,0.181818181818
51346,vaccination coverage,schools,0.0769230769231
51445,vaccination coverage,autism rate,0.142857142857
51477,vaccination coverage,public health,0.0833333333333
51534,vaccination coverage,new version of Gardasil,0.125
51538,vaccination coverage,community,0.047619047619
51539,vaccination coverage,measles vaccination,0.714285714286
51544,vaccination coverage,interventions,0.125
51555,vaccination coverage,measles,0.04
51584,vaccination coverage,new strategies,0.142857142857
51620,vaccination coverage,vaccine-preventable diseases,0.0769230769231
51657,vaccination coverage,children with cancer,0.142857142857
51681,vaccination coverage,vaccination,0.0212765957447
51682,vaccination coverage,outbreaks,0.0833333333333
51687,vaccination coverage,HPV vaccine,0.030303030303
51708,vaccination coverage,health care,0.111111111111
51734,vaccination coverage,parents who refuse to vaccinate their children,0.0666666666667
51770,other meningococcal disease cases,household,1.0
51798,other meningococcal disease cases,early treatment,1.0
51821,other meningococcal disease cases,increased sensitivity to light,1.0
51888,other meningococcal disease cases,anyone,1.0
51940,other meningococcal disease cases,young adults,0.333333333333
51943,other meningococcal disease cases,disease,0.0909090909091
51958,other meningococcal disease cases,rash,1.0
51962,other meningococcal disease cases,respiratory secretions,0.5
51971,other meningococcal disease cases,teens,0.333333333333
51972,other meningococcal disease cases,random cases,1.0
51975,other meningococcal disease cases,meningococcal outbreak,0.166666666667
51999,other meningococcal disease cases,vaccines,0.0208333333333
52010,other meningococcal disease cases,confusion,1.0
52036,other meningococcal disease cases,healthy people,1.0
52044,other meningococcal disease cases,early diagnosis,1.0
52131,other meningococcal disease cases,long-term disabilities,0.2
52155,other meningococcal disease cases,carrier,0.333333333333
52160,other meningococcal disease cases,meningococcal vaccine,0.0909090909091
52169,other meningococcal disease cases,outbreaks,0.142857142857
52189,other meningococcal disease cases,deaths,0.333333333333
52232,other meningococcal disease cases,serogroups,1.0
52348,women,Gardasil,0.0625
52404,women,cervical dysplasia,0.0769230769231
52450,women,medical conditions,0.25
52657,women,HPV vaccine,0.0666666666667
52725,states,religious groups,0.111111111111
52735,states,vaccination exemption,0.08
52737,states,Nepal,0.1
52744,states,philosophical exemption,0.0909090909091
52754,states,measles resurgence,0.0666666666667
52771,states,Mississippi,0.181818181818
52781,states,West Virginia,0.181818181818
52798,states,India,0.1
52799,states,Disneyland measles outbreak,0.0666666666667
52800,states,religious doctrine,0.0833333333333
52814,states,health officials,0.0714285714286
52825,states,United States,0.0526315789474
52834,states,state legislatures,0.0909090909091
52853,states,compromise,0.0909090909091
52855,states,Jain study,0.0434782608696
52860,states,uninformed,0.0909090909091
52915,states,partners,0.1
52918,states,autism risk,0.0454545454545
52923,states,herd immunity,0.15
52938,states,orthodox Hasidic Jews,0.0769230769231
52985,states,reasons,0.1
52987,states,community,0.04
52989,states,church,0.0714285714286
52993,states,California,0.0714285714286
53002,states,measles,0.0181818181818
53042,states,programs,0.1
53061,states,parents,0.0166666666667
53062,states,rubella elimination,0.0833333333333
53082,states,Dutch reformed churches,0.0714285714286
53095,states,developmental disability,0.0769230769231
53126,states,vaccination,0.0196078431373
53157,states,autism,0.0344827586207
53160,states,SB 277,0.0740740740741
53173,states,Governor Jerry Brown,0.0909090909091
53189,states,environmental trigger,0.0909090909091
53205,cluster,vaccinated students,0.333333333333
53278,cluster,vaccine message,0.142857142857
53293,cluster,private schools,0.25
53309,cluster,threat,0.25
53362,cluster,Waldorf School of Princeton,0.25
53401,cluster,herd immunity,0.0666666666667
53415,cluster,meningococcal outbreak,0.125
53421,cluster,at risk,0.2
53439,cluster,vaccines,0.02
53482,cluster,measles,0.0208333333333
53513,cluster,state-level policies,0.2
53542,cluster,parents,0.0188679245283
53608,cluster,vaccination,0.046511627907
53642,cluster,SB 277,0.047619047619
53683,science,religious groups,0.047619047619
53698,science,Wakefield study,0.111111111111
53702,science,population health,0.5
53703,science,polio,0.166666666667
53704,science,risk of infection,0.5
53708,science,public health,0.285714285714
53709,science,neurological problems,0.5
53712,science,gelatin,0.333333333333
53713,science,medical advancement,0.5
53722,science,hypotheses,0.2
53747,science,safe,0.333333333333
53753,science,schools,0.111111111111
53765,science,children with family history of autism,0.5
53775,science,research,0.166666666667
53787,science,immune response,0.2
53791,science,anti-vaccination,0.037037037037
53799,science,genital warts,0.1
53814,science,Jain study,0.0666666666667
53822,science,risk of cervical dysplasia,0.5
53825,science,written down,0.5
53830,science,argument,0.333333333333
53842,science,cervical dysplasia,0.0909090909091
53844,science,funds,0.5
53866,science,disease,0.0833333333333
53872,science,Jewish dietary laws,0.5
53875,science,fear,0.5
53907,science,medical law,0.5
53914,science,Jehovah's Witnesses,0.25
53938,science,scientific paper,0.5
53945,science,saved lives,0.5
53946,science,community,0.0588235294118
53948,science,church,0.166666666667
53967,science,evidence,0.142857142857
53975,science,exist,0.5
54000,science,risk of fainting,0.333333333333
54002,science,Hinduism,0.5
54023,science,parents,0.0392156862745
54034,science,minor symptoms,0.166666666667
54036,science,JAMA study,0.166666666667
54042,science,children at higher risk for autism,0.142857142857
54043,science,people,0.2
54064,science,preventable disease,0.25
54100,science,link,0.5
54109,science,adults,0.333333333333
54113,science,vaccinated individuals,0.5
54114,science,pig,0.333333333333
54116,science,health care,0.2
54120,science,autism,0.047619047619
54123,science,SB 277,0.05
54130,science,immunity,0.2
54144,science,Robert F. Kennedy Jr.,0.333333333333
54196,challenge,severity,1.0
54200,challenge,genetic component,1.0
54271,challenge,anti-vaccination,0.0384615384615
54315,challenge,protective effect of vaccines,0.125
54318,challenge,MMR vaccine,0.0909090909091
54339,challenge,environmental factors,0.25
54372,challenge,genetic predisposition,0.25
54399,challenge,vaccinated children and unvaccinated children,0.5
54402,challenge,vaccines,0.0208333333333
54443,challenge,families,0.142857142857
54488,challenge,harmful association,0.333333333333
54505,challenge,parents,0.0196078431373
54524,challenge,children at higher risk for autism,0.166666666667
54536,challenge,vaccinated children,0.166666666667
54720,vaccinated students,vaccine message,0.2
54843,vaccinated students,herd immunity,0.0769230769231
54857,vaccinated students,meningococcal outbreak,0.166666666667
54881,vaccinated students,vaccines,0.0208333333333
54984,vaccinated students,parents,0.0196078431373
55084,vaccinated students,SB 277,0.0526315789474
55131,California Senate,vaccination exemption,0.0588235294118
55153,California Senate,law,1.0
55170,California Senate,vaccinated,0.125
55176,California Senate,kindergarten,0.5
55181,California Senate,California Coalition for Health Choice,0.333333333333
55192,California Senate,schools,0.125
55230,California Senate,anti-vaccination,0.0384615384615
55290,California Senate,medical exemption,0.142857142857
55304,California Senate,personal belief exemption,0.0769230769231
55361,California Senate,vaccines,0.0208333333333
55397,California Senate,controversial bill,0.333333333333
55402,California Senate,families,0.142857142857
55405,California Senate,republicans,0.5
55444,California Senate,party lines,1.0
55464,California Senate,parents,0.0196078431373
55566,California Senate,vaccine requirements,0.142857142857
55576,California Senate,Governor Jerry Brown,0.5
55627,Arizona Department of Health Services,good news,1.0
55733,Arizona Department of Health Services,vaccine hesitancy,0.25
55880,Arizona Department of Health Services,families,0.142857142857
56077,measles outbreak,social network,0.125
56080,measles outbreak,social norms,0.142857142857
56083,measles outbreak,religious groups,0.0384615384615
56087,measles outbreak,vaccination exemption,0.0909090909091
56098,measles outbreak,polio,0.0909090909091
56101,measles outbreak,Muslims,0.125
56103,measles outbreak,public health,0.0769230769231
56106,measles outbreak,measles resurgence,0.0833333333333
56113,measles outbreak,Hilary Clinton,0.142857142857
56119,measles outbreak,responsibility,0.125
56126,measles outbreak,vaccinated,0.0714285714286
56130,measles outbreak,Catholics,0.125
56138,measles outbreak,childcare services,0.142857142857
56148,measles outbreak,schools,0.0714285714286
56167,measles outbreak,state-level policy,0.142857142857
56173,measles outbreak,issue,0.125
56231,measles outbreak,MMR vaccine,0.0588235294118
56247,measles outbreak,autism rate,0.125
56250,measles outbreak,childhood disease,0.111111111111
56257,measles outbreak,personal belief exemption,0.0526315789474
56258,measles outbreak,disease,0.0588235294118
56259,measles outbreak,mental disorders,0.125
56271,measles outbreak,autism risk,0.0526315789474
56304,measles outbreak,Jehovah's Witnesses,0.111111111111
56307,measles outbreak,voluntary,0.142857142857
56332,measles outbreak,vaccines cause autism,0.125
56334,measles outbreak,new version of Gardasil,0.111111111111
56338,measles outbreak,community,0.0952380952381
56339,measles outbreak,measles vaccination,0.0833333333333
56341,measles outbreak,high vaccination rates,0.111111111111
56344,measles outbreak,interventions,0.25
56349,measles outbreak,Islamic principles,0.125
56354,measles outbreak,measles,0.104166666667
56363,measles outbreak,hospitalizations,0.142857142857
56382,measles outbreak,infant mortality,0.142857142857
56383,measles outbreak,new strategies,0.285714285714
56388,measles outbreak,protect the kid next to you,0.142857142857
56401,measles outbreak,mumps vaccine,0.142857142857
56402,measles outbreak,unvaccinated children,0.0714285714286
56413,measles outbreak,whooping cough,0.0909090909091
56419,measles outbreak,vaccine-preventable diseases,0.153846153846
56435,measles outbreak,Dutch reformed churches,0.0909090909091
56438,measles outbreak,hepatitis A vaccine,0.1
56439,measles outbreak,vaccination rate,0.0769230769231
56448,measles outbreak,religion,0.0769230769231
56451,measles outbreak,infectious disease,0.181818181818
56457,measles outbreak,children with cancer,0.285714285714
56475,measles outbreak,childhood mortality,0.0833333333333
56481,measles outbreak,outbreaks,0.166666666667
56486,measles outbreak,HPV vaccine,0.0294117647059
56501,measles outbreak,deaths,0.111111111111
56506,measles outbreak,sibling,0.142857142857
56507,measles outbreak,health care,0.1
56533,measles outbreak,parents who refuse to vaccinate their children,0.0625
56558,immune system disorder,vaccination exemption,0.0588235294118
56594,immune system disorder,Mississippi,0.333333333333
56604,immune system disorder,West Virginia,0.333333333333
56705,immune system disorder,allergies,1.0
56890,immune system disorder,parents,0.0196078431373
56990,immune system disorder,SB 277,0.0526315789474
57030,vaccination exemption,religious groups,0.0571428571429
57044,vaccination exemption,potential risks,0.0588235294118
57050,vaccination exemption,measles resurgence,0.0454545454545
57053,vaccination exemption,law,0.0588235294118
57065,vaccination exemption,vaccine-free day care centres,0.0454545454545
57067,vaccination exemption,Mississippi,0.111111111111
57070,vaccination exemption,vaccinated,0.0416666666667
57077,vaccination exemption,West Virginia,0.111111111111
57081,vaccination exemption,California Coalition for Health Choice,0.0526315789474
57092,vaccination exemption,schools,0.0869565217391
57096,vaccination exemption,religious doctrine,0.0526315789474
57102,vaccination exemption,distrust of medical establishment,0.0555555555556
57108,vaccination exemption,worried,0.0588235294118
57109,vaccination exemption,parental rights,0.0555555555556
57110,vaccination exemption,health officials,0.047619047619
57124,vaccination exemption,Gardasil,0.0344827586207
57128,vaccination exemption,anti-vaccination,0.0238095238095
57130,vaccination exemption,state legislatures,0.0555555555556
57132,vaccination exemption,Washington State public-private pilot program,0.0555555555556
57135,vaccination exemption,Dr. Adams,0.105263157895
57141,vaccination exemption,legitimate reasons,0.0588235294118
57149,vaccination exemption,compromise,0.117647058824
57153,vaccination exemption,vaccine hesitancy,0.05
57156,vaccination exemption,uninformed,0.117647058824
57157,vaccination exemption,doctors,0.0526315789474
57175,vaccination exemption,allergies,0.0588235294118
57176,vaccination exemption,ideas,0.0526315789474
57204,vaccination exemption,presidential candidates,0.0555555555556
57208,vaccination exemption,delaying Gardasil,0.0555555555556
57240,vaccination exemption,vaccine refusal,0.0344827586207
57251,vaccination exemption,vaccines,0.0483870967742
57253,vaccination exemption,behavioral research,0.0555555555556
57268,vaccination exemption,vaccine-autism link,0.027027027027
57271,vaccination exemption,vaccines cause autism,0.0555555555556
57272,vaccination exemption,recommended vaccine schedule,0.0555555555556
57274,vaccination exemption,cancer,0.047619047619
57275,vaccination exemption,reasons,0.0588235294118
57277,vaccination exemption,community,0.0645161290323
57285,vaccination exemption,controversial bill,0.0526315789474
57290,vaccination exemption,families,0.0434782608696
57292,vaccination exemption,measles,0.05
57315,vaccination exemption,Mina study,0.0454545454545
57324,vaccination exemption,daughters,0.0555555555556
57332,vaccination exemption,party lines,0.0588235294118
57340,vaccination exemption,unvaccinated children,0.0416666666667
57355,vaccination exemption,personal belief reasons,0.0526315789474
57368,vaccination exemption,side effects,0.0344827586207
57372,vaccination exemption,vaccine delay,0.0769230769231
57382,vaccination exemption,vaccinated children,0.0454545454545
57385,vaccination exemption,measles vaccine,0.0277777777778
57386,vaccination exemption,developmental disability,0.05
57387,vaccination exemption,infectious disease,0.0952380952381
57417,vaccination exemption,vaccination,0.0172413793103
57419,vaccination exemption,religious beliefs,0.0526315789474
57426,vaccination exemption,peers,0.0588235294118
57432,vaccination exemption,vaccine success,0.0588235294118
57445,vaccination exemption,vaccine mandates,0.0454545454545
57448,vaccination exemption,autism,0.0277777777778
57453,vaccination exemption,vaccine requirements,0.0909090909091
57455,vaccination exemption,driving factors,0.0526315789474
57456,vaccination exemption,sexually active,0.0434782608696
57459,vaccination exemption,sense of urgency,0.0588235294118
57461,vaccination exemption,republicans,0.0555555555556
57463,vaccination exemption,Governor Jerry Brown,0.117647058824
57472,vaccination exemption,friends,0.0588235294118
57475,vaccination exemption,scheduled appointment,0.0588235294118
57482,vaccination exemption,Tdap vaccine,0.0416666666667
57521,severity,genetic component,1.0
57592,severity,anti-vaccination,0.0384615384615
57635,severity,protective effect of vaccines,0.125
57638,severity,MMR vaccine,0.0909090909091
57659,severity,environmental factors,0.25
57692,severity,genetic predisposition,0.25
57719,severity,vaccinated children and unvaccinated children,0.5
57722,severity,vaccines,0.0208333333333
57763,severity,families,0.142857142857
57808,severity,harmful association,0.333333333333
57825,severity,parents,0.0196078431373
57844,severity,children at higher risk for autism,0.166666666667
57856,severity,vaccinated children,0.166666666667
57995,household,early treatment,1.0
58018,household,increased sensitivity to light,1.0
58085,household,anyone,1.0
58136,household,young adults,0.333333333333
58138,household,disease,0.0909090909091
58153,household,rash,1.0
58157,household,respiratory secretions,0.5
58166,household,teens,0.333333333333
58167,household,random cases,1.0
58170,household,meningococcal outbreak,0.166666666667
58194,household,vaccines,0.0208333333333
58205,household,confusion,1.0
58231,household,healthy people,1.0
58239,household,early diagnosis,1.0
58327,household,long-term disabilities,0.2
58351,household,carrier,0.333333333333
58356,household,meningococcal vaccine,0.0909090909091
58365,household,outbreaks,0.142857142857
58385,household,deaths,0.333333333333
58428,household,serogroups,1.0
58439,Nepal,religious groups,0.05
58458,Nepal,measles resurgence,0.166666666667
58503,Nepal,India,1.0
58693,Nepal,community,0.0625
58791,Nepal,Dutch reformed churches,0.2
58985,one dose of vaccine,three-dose course,1.0
59144,one dose of vaccine,cervical cancer,0.166666666667
59236,one dose of vaccine,high-risk types of HPV,0.333333333333
59383,anti-vaxxer,religious groups,0.0416666666667
59405,anti-vaxxer,Jain study,0.0555555555556
59411,anti-vaxxer,hypotheses,0.125
59415,anti-vaxxer,vaccine-free day care centres,0.1
59431,anti-vaxxer,California Coalition for Health Choice,0.142857142857
59439,anti-vaxxer,Vaccine Free Family Day Care,0.2
59462,anti-vaxxer,activism,0.166666666667
59515,anti-vaxxer,argument,0.166666666667
59547,anti-vaxxer,consequences,0.2
59613,anti-vaxxer,we,0.142857142857
59622,anti-vaxxer,vaccine-autism link,0.04
59646,anti-vaxxer,families,0.0909090909091
59725,anti-vaxxer,side effects,0.0588235294118
59742,anti-vaxxer,religion,0.0909090909091
59744,anti-vaxxer,developmental disability,0.125
59769,anti-vaxxer,Eagle Mountain International Church,0.142857142857
59793,anti-vaxxer,money,0.111111111111
59802,anti-vaxxer,vaccine mandates,0.1
59805,anti-vaxxer,autism,0.0416666666667
59808,anti-vaxxer,SB 277,0.0434782608696
59822,anti-vaxxer,time,0.2
60090,vaccine delivery,vaccine-autism link,0.0454545454545
60116,vaccine delivery,measles,0.0212765957447
60210,vaccine delivery,measles vaccine,0.1
60212,vaccine delivery,infectious disease,0.142857142857
60329,Wakefield study,public health,0.0714285714286
60337,Wakefield study,Jain study,0.047619047619
60343,Wakefield study,hypotheses,0.0909090909091
60386,Wakefield study,children with family history of autism,0.125
60396,Wakefield study,research,0.0833333333333
60399,Wakefield study,Andrew Wakefield,0.1
60412,Wakefield study,anti-vaccination,0.030303030303
60449,Wakefield study,argument,0.111111111111
60492,Wakefield study,fear,0.125
60529,Wakefield study,vaccine refusal,0.05
60557,Wakefield study,scientific paper,0.125
60586,Wakefield study,evidence,0.0769230769231
60594,Wakefield study,exist,0.125
60641,Wakefield study,parents,0.0350877192982
60654,Wakefield study,JAMA study,0.0833333333333
60660,Wakefield study,children at higher risk for autism,0.0769230769231
60663,Wakefield study,vaccine delay,0.0555555555556
60727,Wakefield study,adults,0.111111111111
60775,teen girls,infection at multiple sites,0.333333333333
60780,teen girls,important message,0.333333333333
60783,teen girls,preventing cancer,0.333333333333
60784,teen girls,reduction in HPV,0.333333333333
60830,teen girls,HPV vaccine recommendations,0.2
60857,teen girls,health officials,0.142857142857
60862,teen girls,women without previous HPV,0.333333333333
60869,teen girls,United States,0.0833333333333
60871,teen girls,Gardasil,0.142857142857
60881,teen girls,women previously exposed to HPV,0.166666666667
60893,teen girls,girls,0.111111111111
60918,teen girls,protective effect of vaccines,0.1
60925,teen girls,cervical dysplasia,0.0833333333333
60968,teen girls,vaccine efficacy,0.25
60987,teen girls,at risk,0.2
60995,teen girls,sex,0.333333333333
61004,teen girls,free vaccine eligible,0.2
61005,teen girls,vaccines,0.02
61011,teen girls,cervical cancer,0.125
61028,teen girls,cancer,0.142857142857
61036,teen girls,ages 11 or 12,0.2
61047,teen girls,meningitis,0.25
61052,teen girls,evidence,0.125
61071,teen girls,Mina study,0.125
61082,teen girls,HPV,0.111111111111
61083,teen girls,multi-site protection,0.142857142857
61092,teen girls,partial protection,0.25
61102,teen girls,high-risk types of HPV,0.2
61119,teen girls,vaccinated girls,0.25
61142,teen girls,measles vaccine,0.0454545454545
61182,teen girls,boys,0.166666666667
61212,teen girls,sexually active,0.111111111111
61221,teen girls,HPV infection,0.5
61238,teen girls,Tdap vaccine,0.1
61469,girls who received Gardasil,free vaccine eligible,0.333333333333
61470,girls who received Gardasil,vaccines,0.0208333333333
61476,girls who received Gardasil,cervical cancer,0.166666666667
61493,girls who received Gardasil,cancer,0.2
61531,girls who received Gardasil,abnormal cells,1.0
61583,girls who received Gardasil,vaccinated girls,0.5
61644,girls who received Gardasil,HPV vaccine,0.0357142857143
61678,girls who received Gardasil,sexually active,0.142857142857
61687,girls who received Gardasil,HPV infection,0.333333333333
61713,philosophical exemption,religious groups,0.047619047619
61751,philosophical exemption,kindergarten,0.333333333333
61771,philosophical exemption,Disneyland measles outbreak,0.142857142857
61786,philosophical exemption,health officials,0.166666666667
61804,philosophical exemption,wealthy regions,0.333333333333
61807,philosophical exemption,state legislatures,0.333333333333
61826,philosophical exemption,compromise,0.333333333333
61832,philosophical exemption,uninformed,0.333333333333
61845,philosophical exemption,childcare,0.25
61853,philosophical exemption,policy makers,0.142857142857
61864,philosophical exemption,medical exemption,0.125
61865,philosophical exemption,Los Angeles County,0.5
61935,philosophical exemption,Los Angeles,0.333333333333
61958,philosophical exemption,reasons,0.5
61968,philosophical exemption,California,0.166666666667
62036,philosophical exemption,parents,0.0392156862745
62056,philosophical exemption,people,0.2
62111,philosophical exemption,preschoolers,0.5
62132,philosophical exemption,right to personal exemptions,0.25
62137,philosophical exemption,SB 277,0.105263157895
62178,population health,religious groups,0.05
62181,population health,Hinduism,1.0
62182,population health,polio,0.2
62183,population health,risk of infection,1.0
62187,population health,public health,0.142857142857
62191,population health,gelatin,0.5
62192,population health,medical advancement,1.0
62225,population health,safe,0.5
62231,population health,schools,0.125
62265,population health,immune response,0.25
62277,population health,genital warts,0.111111111111
62299,population health,risk of cervical dysplasia,1.0
62302,population health,written down,1.0
62319,population health,cervical dysplasia,0.1
62321,population health,funds,1.0
62342,population health,disease,0.0909090909091
62348,population health,Jewish dietary laws,1.0
62377,population health,neurological problems,1.0
62384,population health,medical law,1.0
62391,population health,Jehovah's Witnesses,0.333333333333
62423,population health,saved lives,1.0
62424,population health,community,0.0625
62426,population health,church,0.2
62477,population health,risk of fainting,0.5
62500,population health,parents,0.0196078431373
62511,population health,minor symptoms,0.2
62520,population health,people,0.25
62542,population health,preventable disease,0.333333333333
62578,population health,link,1.0
62591,population health,vaccinated individuals,1.0
62592,population health,pig,0.5
62594,population health,health care,0.25
62598,population health,autism,0.05
62601,population health,SB 277,0.0526315789474
62608,population health,immunity,0.25
62622,population health,Robert F. Kennedy Jr.,0.5
62642,infection at multiple sites,preventing cancer,1.0
62643,infection at multiple sites,reduction in HPV,1.0
62686,infection at multiple sites,HPV vaccine recommendations,0.333333333333
62713,infection at multiple sites,health officials,0.2
62718,infection at multiple sites,women without previous HPV,1.0
62725,infection at multiple sites,United States,0.1
62737,infection at multiple sites,women previously exposed to HPV,0.25
62740,infection at multiple sites,genital warts,0.111111111111
62750,infection at multiple sites,girls,0.142857142857
62782,infection at multiple sites,cervical dysplasia,0.1
62825,infection at multiple sites,vaccine efficacy,0.5
62844,infection at multiple sites,at risk,0.333333333333
62852,infection at multiple sites,sex,1.0
62868,infection at multiple sites,cervical cancer,0.166666666667
62885,infection at multiple sites,cancer,0.2
62893,infection at multiple sites,ages 11 or 12,0.333333333333
62904,infection at multiple sites,meningitis,0.5
62940,infection at multiple sites,multi-site protection,0.2
62949,infection at multiple sites,partial protection,0.5
62959,infection at multiple sites,high-risk types of HPV,0.333333333333
63029,infection at multiple sites,health benefits,0.125
63040,infection at multiple sites,boys,0.25
63079,infection at multiple sites,HPV infection,0.333333333333
63096,infection at multiple sites,Tdap vaccine,0.125
63098,polio,social network,0.166666666667
63101,polio,social norms,0.2
63104,polio,religious groups,0.136363636364
63107,polio,Hinduism,0.2
63108,polio,risk of infection,0.2
63110,polio,Muslims,0.166666666667
63112,polio,public health,0.0909090909091
63113,polio,infant mortality,0.2
63116,polio,gelatin,0.166666666667
63117,polio,medical advancement,0.2
63122,polio,Hilary Clinton,0.2
63128,polio,responsibility,0.166666666667
63138,polio,Catholics,0.166666666667
63150,polio,safe,0.166666666667
63156,polio,schools,0.0833333333333
63160,polio,Disneyland measles outbreak,0.1
63176,polio,state-level policy,0.2
63190,polio,immune response,0.125
63202,polio,genital warts,0.0769230769231
63224,polio,risk of cervical dysplasia,0.2
63227,polio,written down,0.2
63229,polio,elite list,0.2
63236,polio,smallpox,0.2
63244,polio,cervical dysplasia,0.0714285714286
63246,polio,funds,0.2
63259,polio,childhood disease,0.142857142857
63267,polio,mental disorders,0.166666666667
63272,polio,Jewish dietary laws,0.2
63279,polio,autism risk,0.0588235294118
63284,polio,herd immunity,0.0588235294118
63296,polio,imitation infection,0.166666666667
63301,polio,neurological problems,0.2
63308,polio,medical law,0.2
63315,polio,Jehovah's Witnesses,0.333333333333
63318,polio,voluntary,0.2
63347,polio,saved lives,0.2
63348,polio,community,0.105263157895
63350,polio,church,0.111111111111
63360,polio,Islamic principles,0.166666666667
63365,polio,measles,0.0408163265306
63374,polio,hospitalizations,0.2
63384,polio,immune system,0.1
63389,polio,immunosuppression,0.142857142857
63398,polio,protect the kid next to you,0.2
63401,polio,risk of fainting,0.166666666667
63416,polio,world,0.166666666667
63423,polio,whooping cough,0.111111111111
63424,polio,parents,0.0181818181818
63429,polio,vaccine-preventable diseases,0.0833333333333
63435,polio,minor symptoms,0.111111111111
63444,polio,people,0.125
63445,polio,Dutch reformed churches,0.111111111111
63458,polio,religion,0.0909090909091
63461,polio,infectious disease,0.1
63466,polio,preventable disease,0.142857142857
63467,polio,children with cancer,0.166666666667
63484,polio,childhood mortality,0.1
63490,polio,outbreaks,0.0909090909091
63500,polio,link,0.2
63505,polio,complications,0.2
63507,polio,infants,0.0833333333333
63510,polio,deaths,0.142857142857
63513,polio,vaccinated individuals,0.2
63514,polio,pig,0.166666666667
63515,polio,sibling,0.2
63516,polio,health care,0.125
63520,polio,autism,0.0416666666667
63523,polio,SB 277,0.0434782608696
63530,polio,immunity,0.125
63533,polio,rubella,0.0588235294118
63544,polio,Robert F. Kennedy Jr.,0.166666666667
63562,risk of infection,religious groups,0.05
63565,risk of infection,Hinduism,1.0
63569,risk of infection,public health,0.142857142857
63573,risk of infection,gelatin,0.5
63574,risk of infection,medical advancement,1.0
63607,risk of infection,safe,0.5
63613,risk of infection,schools,0.125
63647,risk of infection,immune response,0.25
63659,risk of infection,genital warts,0.111111111111
63681,risk of infection,risk of cervical dysplasia,1.0
63684,risk of infection,written down,1.0
63701,risk of infection,cervical dysplasia,0.1
63703,risk of infection,funds,1.0
63724,risk of infection,disease,0.0909090909091
63730,risk of infection,Jewish dietary laws,1.0
63759,risk of infection,neurological problems,1.0
63766,risk of infection,medical law,1.0
63773,risk of infection,Jehovah's Witnesses,0.333333333333
63805,risk of infection,saved lives,1.0
63806,risk of infection,community,0.0625
63808,risk of infection,church,0.2
63859,risk of infection,risk of fainting,0.5
63882,risk of infection,parents,0.0196078431373
63893,risk of infection,minor symptoms,0.2
63902,risk of infection,people,0.25
63924,risk of infection,preventable disease,0.333333333333
63960,risk of infection,link,1.0
63973,risk of infection,vaccinated individuals,1.0
63974,risk of infection,pig,0.5
63976,risk of infection,health care,0.25
63980,risk of infection,autism,0.05
63983,risk of infection,SB 277,0.0526315789474
63990,risk of infection,immunity,0.25
64004,risk of infection,Robert F. Kennedy Jr.,0.5
64046,potential risks,vaccine-free day care centres,0.166666666667
64073,potential risks,schools,0.125
64084,potential risks,distrust of medical establishment,0.5
64091,potential risks,parental rights,0.5
64106,potential risks,Gardasil,0.0769230769231
64115,potential risks,Washington State public-private pilot program,0.5
64118,potential risks,Dr. Adams,0.25
64124,potential risks,legitimate reasons,1.0
64132,potential risks,compromise,0.5
64135,potential risks,vaccine hesitancy,0.25
64138,potential risks,uninformed,0.5
64139,potential risks,doctors,0.333333333333
64151,potential risks,childcare,0.333333333333
64170,potential risks,medical exemption,0.142857142857
64183,potential risks,personal belief exemption,0.0769230769231
64196,potential risks,delaying Gardasil,0.5
64220,potential risks,worried,1.0
64230,potential risks,vaccine refusal,0.0769230769231
64241,potential risks,vaccines,0.0208333333333
64243,potential risks,behavioral research,0.5
64258,potential risks,vaccine-autism link,0.047619047619
64262,potential risks,recommended vaccine schedule,0.5
64264,potential risks,cancer,0.2
64267,potential risks,community,0.0625
64284,potential risks,measles,0.0217391304348
64307,potential risks,Mina study,0.166666666667
64315,potential risks,daughters,0.5
64346,potential risks,personal belief reasons,0.333333333333
64359,potential risks,side effects,0.0769230769231
64364,potential risks,vaccine delay,0.0909090909091
64377,potential risks,measles vaccine,0.05
64378,potential risks,developmental disability,0.25
64379,potential risks,infectious disease,0.166666666667
64411,potential risks,religious beliefs,0.333333333333
64418,potential risks,peers,1.0
64424,potential risks,vaccine success,1.0
64440,potential risks,autism,0.05
64443,potential risks,SB 277,0.0526315789474
64448,potential risks,driving factors,0.333333333333
64449,potential risks,sexually active,0.142857142857
64452,potential risks,sense of urgency,1.0
64465,potential risks,friends,1.0
64468,potential risks,scheduled appointment,1.0
