,u,v,jaccard
134717,mutagen,neurological damage,0.142857142857
134722,mutagen,adult brain cells,0.5
134742,mutagen,Rho-GAM shots,0.5
134745,mutagen,neurotoxin,0.125
134746,mutagen,neurological disorders,0.333333333333
134748,mutagen,neurotoxic,0.333333333333
134756,mutagen,autism risk,0.5
134773,mutagen,severe autism,1.0
134809,mutagen,FDA,0.166666666667
134839,mutagen,vaccines,0.0104166666667
134860,mutagen,mercury,0.03125
134868,mutagen,high risk of non-organic sleep disorder,0.5
134882,mutagen,human carcinogen,1.0
134903,mutagen,trigger,1.0
134906,mutagen,reproductive toxin,1.0
134909,mutagen,hepatitis B vaccine,0.0555555555556
134925,mutagen,immune-system disruptor,1.0
134956,mutagen,vaccine industry,0.0208333333333
134965,mutagen,pregnant women,0.125
134978,mutagen,preservative,0.2
135016,mutagen,CDC,0.02
135080,mutagen,thimerosal-induced cellular damage,0.2
135100,mutagen,WHO vaccine specialists,1.0
135118,mutagen,cellular toxicity,1.0
135173,mutagen,pharmaceutical companies,0.0344827586207
135197,mutagen,The Vaccine and Autism Congressional Hearing,1.0
135207,mutagen,teratogen,1.0
135224,mutagen,autism,0.0277777777778
135254,mutagen,metal compounds,1.0
135282,mutagen,multi-dose vials,0.5
135311,mutagen,mercury based preservative,1.0
135341,critical thinking,member of the lunatic fringe,0.2
135356,critical thinking,America,0.166666666667
135369,critical thinking,the cause,0.2
135427,critical thinking,science,0.05
135490,critical thinking,false grounds,0.166666666667
135503,critical thinking,coercion methods,0.125
135612,critical thinking,nursing school at Baker College,0.166666666667
135665,critical thinking,target,0.2
135667,critical thinking,solid marks,0.2
135682,critical thinking,Tdap vaccine,0.142857142857
135694,critical thinking,Alysia Osoff,0.1
135750,critical thinking,campaign of fear mongering,0.2
135848,critical thinking,Baker College nursing school,0.142857142857
135865,critical thinking,lawsuit,0.125
135925,critical thinking,silenced,0.2
135939,critical thinking,shut up,0.2
136000,critical thinking,bullying,0.166666666667
136022,critical thinking,Hollywood celebrities,0.166666666667
136044,critical thinking,vaccine safety,0.0555555555556
136094,critical thinking,Baker College nursing school instructors,0.1
136100,critical thinking,people,0.04
136136,critical thinking,top students,0.2
136149,critical thinking,blatant violations of the Hippocratic Oath,0.2
136273,critical thinking,proper protocol,0.2
136304,critical thinking,Jenny McCarthy,0.142857142857
136340,ineffective,brain inflammation,0.5
136344,ineffective,infectious diseases,0.2
136366,ineffective,righteous anger,0.333333333333
136370,ineffective,National Vaccine Injury Compensation Program,0.0588235294118
136394,ineffective,additive,0.5
136420,ineffective,antibiotics,0.166666666667
136428,ineffective,public health officials,0.2
136434,ineffective,science,0.0625
136452,ineffective,black children,0.5
136473,ineffective,public health,0.142857142857
136494,ineffective,effective,0.25
136523,ineffective,first-world nations,0.333333333333
136529,ineffective,improved healthcare,1.0
136546,ineffective,safe,0.2
136558,ineffective,genetically engineered human protein,0.5
136560,ineffective,neurotoxins,1.0
136575,ineffective,reactions,0.5
136576,ineffective,harm,0.333333333333
136582,ineffective,improved santitation,1.0
136584,ineffective,harmful toxins,0.5
136596,ineffective,safety,0.333333333333
136605,ineffective,GlaxoSmithKine's Energix B,0.2
136614,ineffective,United States,0.0588235294118
136616,ineffective,brain damaged and autistic,0.5
136623,ineffective,SV40,0.0588235294118
136636,ineffective,deadly diseases,1.0
136674,ineffective,population,0.5
136709,ineffective,abortion chemicals,0.5
136716,ineffective,vaccine ingredients,0.047619047619
136721,ineffective,intelligent questions,0.1
136739,ineffective,scientifically irresponsible assertion,0.5
136745,ineffective,disease,0.25
136751,ineffective,Dr. Suzanne Humphries,1.0
136752,ineffective,formaldehyde,0.111111111111
136781,ineffective,good plumbing,1.0
136804,ineffective,words,0.5
136805,ineffective,widespread health problems,0.5
136806,ineffective,genetic predisposition,0.125
136812,ineffective,aluminum,0.0833333333333
136838,ineffective,disabled children,0.25
136845,ineffective,encephalopathy,0.166666666667
136852,ineffective,ethylmercury,0.333333333333
136854,ineffective,pneumonia,0.5
136880,ineffective,mercury,0.03125
136886,ineffective,vaccine-autism link,0.0625
136887,ineffective,Matthew Downing,0.166666666667
136893,ineffective,mainstream media,0.0285714285714
136918,ineffective,drug companies,0.0909090909091
136924,ineffective,quackery,0.2
136932,ineffective,monosodium glutamate,0.0769230769231
136936,ineffective,efficacy,0.333333333333
136953,ineffective,widespread fear,0.5
136965,ineffective,pandemic H1N1 swine flu,0.25
136976,ineffective,vaccine industry,0.0208333333333
136977,ineffective,improved living conditions,0.5
136982,ineffective,immune system,0.5
136985,ineffective,pregnant women,0.125
136988,ineffective,clinical trials,0.25
137035,ineffective,CDC,0.02
137048,ineffective,more severe autism,1.0
137050,ineffective,single visit,0.5
137054,ineffective,toxic substances,0.5
137093,ineffective,toxic chemical ingredients,0.0909090909091
137104,ineffective,side effects,0.333333333333
137112,ineffective,mentally challenged,0.333333333333
137138,ineffective,benefit,1.0
137150,ineffective,compromised immunity,0.166666666667
137156,ineffective,schedule,1.0
137180,ineffective,trustworthy,1.0
137183,ineffective,Americans,0.142857142857
137189,ineffective,Big Pharma,0.0909090909091
137214,ineffective,heavy metals,0.5
137222,ineffective,thimerosal,0.0185185185185
137243,ineffective,autism,0.0277777777778
137250,ineffective,problem,0.5
137262,ineffective,unsafe,1.0
137269,ineffective,dangerous medical intervention,1.0
137279,ineffective,SB 277,0.05
137287,ineffective,immunity,0.166666666667
137297,ineffective,vaccine-injured children,0.0666666666667
137316,ineffective,African women,0.333333333333
137322,ineffective,students,1.0
137331,ineffective,chronic disease,0.333333333333
137561,ACIP's rotavirus use recommendation,Merck,0.0526315789474
137609,ACIP's rotavirus use recommendation,vaccine risks,1.0
137854,ACIP's rotavirus use recommendation,mandatory vaccines,0.0416666666667
137891,ACIP's rotavirus use recommendation,The Advisory Committee on Immunization Practices,0.25
137974,ACIP's rotavirus use recommendation,For Profit Offit,1.0
138001,ACIP's rotavirus use recommendation,personal financial stake,1.0
138066,ACIP's rotavirus use recommendation,vaccine safety,0.0714285714286
138174,ACIP's rotavirus use recommendation,vaccine efficacy,0.125
138259,ACIP's rotavirus use recommendation,infants,0.166666666667
138371,the cause,member of the lunatic fringe,1.0
138780,the cause,campaign of fear mongering,1.0
139053,the cause,Hollywood celebrities,0.5
139131,the cause,people,0.047619047619
139335,the cause,Jenny McCarthy,0.333333333333
139545,Norwegians,severe narcolepsy,0.5
139563,Norwegians,GlaxoSmithKline,0.5
139642,Norwegians,NHS medical staff,0.25
139776,Norwegians,heightened risk of narcolepsy,0.5
140035,Norwegians,European Medicines Agency,1.0
140091,Norwegians,narcolepsy,0.0909090909091
140169,Norwegians,unprecedented drive,1.0
140326,Norwegians,European countries,1.0
140404,flu shot ingredients,residual components of MRC-5 cells,0.333333333333
140418,flu shot ingredients,potassium chloride,1.0
140474,flu shot ingredients,sucrose,1.0
140541,flu shot ingredients,childhood vaccines,0.2
140542,flu shot ingredients,sodium phosphate dibasic,1.0
140752,flu shot ingredients,vaccine ingredients,0.047619047619
140968,flu shot ingredients,monosodium glutamate,0.0769230769231
141162,flu shot ingredients,neomycin,1.0
141273,flu shot ingredients,bovine calf serum,0.125
141843,real,thousands of children,1.0
141851,real,vaccine reaction,1.0
141926,real,statistically acceptable collateral damage,0.5
142117,real,victims,0.25
142135,real,toxic chemical ingredients,0.0909090909091
142148,real,vaccine-injured families,0.5
142153,real,people,0.047619047619
142256,real,heavy metals,0.5
142415,toxicity,flu shots,0.0344827586207
142452,toxicity,squalene,1.0
142524,toxicity,chicken kidney cells,0.5
142553,toxicity,childhood vaccines,0.2
142719,toxicity,doctors,0.0263157894737
142746,toxicity,Octoxinol-9,0.333333333333
142783,toxicity,Tween 80,0.5
142798,toxicity,formaldehyde,0.111111111111
142905,toxicity,vaccines,0.0104166666667
142932,toxicity,vaccine-autism link,0.0625
142978,toxicity,monosodium glutamate,0.0769230769231
143031,toxicity,genetically-modified human albumin,1.0
143064,toxicity,aborted baby,0.25
143120,toxicity,brain damage,0.2
143203,toxicity,Triton X-100,0.333333333333
143268,toxicity,thimerosal,0.0185185185185
143290,toxicity,altered DNA material,1.0
143305,toxicity,deaths,0.0769230769231
143317,toxicity,shingles vaccine ingredients,0.0833333333333
143323,toxicity,Polysorbate 80,0.5
143399,studies,parent-reported cases,0.2
143412,studies,link,0.166666666667
143441,studies,electromagnetic fields,0.2
143488,studies,MMR,0.111111111111
143507,studies,numbers,0.2
143542,studies,newborn boys,0.166666666667
143593,studies,low-level mercury poisoning,0.2
143600,studies,extreme challenges,0.2
143661,studies,phthalates,0.166666666667
143705,studies,rates,0.166666666667
143709,studies,exposures,0.166666666667
143716,studies,environmental chemicals,0.166666666667
143778,studies,African American males,0.166666666667
143858,studies,glutathione,0.142857142857
143893,studies,encephalopathy,0.1
143906,studies,Ryan Mojabi,0.142857142857
143907,studies,vaccines,0.030612244898
143977,studies,hepatitis B vaccine,0.0454545454545
143987,studies,measles,0.0434782608696
144018,studies,alzheimer's,0.142857142857
144041,studies,CDC whistleblower,0.166666666667
144045,studies,preservative,0.111111111111
144072,studies,lifetime need,0.2
144083,studies,CDC,0.0185185185185
144092,studies,independent reviews,0.285714285714
144103,studies,vaccine safety,0.0555555555556
144141,studies,toxic chemical ingredients,0.0666666666667
144249,studies,endotoxins,0.2
144259,studies,vaccination,0.0357142857143
144270,studies,thimerosal,0.0535714285714
144314,studies,male neonates,0.2
144344,studies,vaccine-injured children,0.0526315789474
144395,immunity,brain inflammation,0.142857142857
144399,immunity,infectious diseases,0.1
144420,immunity,righteous anger,0.125
144424,immunity,National Vaccine Injury Compensation Program,0.0454545454545
144445,immunity,additive,0.142857142857
144478,immunity,public health officials,0.1
144484,immunity,science,0.047619047619
144502,immunity,black children,0.142857142857
144523,immunity,public health,0.0833333333333
144544,immunity,effective,0.111111111111
144573,immunity,first-world nations,0.125
144579,immunity,improved healthcare,0.166666666667
144596,immunity,safe,0.1
144608,immunity,genetically engineered human protein,0.142857142857
144610,immunity,neurotoxins,0.166666666667
144624,immunity,shingles vaccine,0.0526315789474
144625,immunity,reactions,0.142857142857
144626,immunity,harm,0.125
144632,immunity,improved santitation,0.166666666667
144634,immunity,harmful toxins,0.142857142857
144646,immunity,safety,0.125
144655,immunity,GlaxoSmithKine's Energix B,0.1
144664,immunity,United States,0.0952380952381
144666,immunity,brain damaged and autistic,0.142857142857
144673,immunity,SV40,0.0454545454545
144686,immunity,deadly diseases,0.166666666667
144721,immunity,doctors,0.0232558139535
144724,immunity,population,0.142857142857
144759,immunity,abortion chemicals,0.142857142857
144766,immunity,vaccine ingredients,0.0384615384615
144768,immunity,failure,0.142857142857
144770,immunity,intelligent questions,0.0666666666667
144788,immunity,scientifically irresponsible assertion,0.142857142857
144794,immunity,disease,0.111111111111
144800,immunity,Dr. Suzanne Humphries,0.166666666667
144801,immunity,formaldehyde,0.0714285714286
144830,immunity,good plumbing,0.166666666667
144853,immunity,words,0.142857142857
144854,immunity,widespread health problems,0.142857142857
144855,immunity,genetic predisposition,0.0769230769231
144861,immunity,aluminum,0.0588235294118
144887,immunity,disabled children,0.111111111111
144894,immunity,encephalopathy,0.0909090909091
144901,immunity,ethylmercury,0.125
144903,immunity,pneumonia,0.142857142857
144929,immunity,mercury,0.027027027027
144935,immunity,vaccine-autism link,0.047619047619
144936,immunity,Matthew Downing,0.0909090909091
144942,immunity,mainstream media,0.025
144966,immunity,drug companies,0.0625
144972,immunity,quackery,0.1
144980,immunity,monosodium glutamate,0.0555555555556
144984,immunity,efficacy,0.125
144987,immunity,measles,0.0416666666667
145001,immunity,widespread fear,0.142857142857
145023,immunity,vaccine industry,0.0188679245283
145024,immunity,improved living conditions,0.142857142857
145029,immunity,immune system,0.142857142857
145032,immunity,pregnant women,0.0769230769231
145035,immunity,clinical trials,0.111111111111
145072,immunity,healthy gut flora,0.166666666667
145082,immunity,CDC,0.0181818181818
145095,immunity,more severe autism,0.166666666667
145097,immunity,single visit,0.142857142857
145101,immunity,toxic substances,0.142857142857
145129,immunity,pandemic H1N1 swine flu,0.111111111111
145140,immunity,toxic chemical ingredients,0.0625
145144,immunity,measles decline,0.0833333333333
145151,immunity,side effects,0.125
145159,immunity,mentally challenged,0.125
145185,immunity,benefit,0.166666666667
145197,immunity,compromised immunity,0.0909090909091
145203,immunity,schedule,0.166666666667
145214,immunity,measles mortality,0.0434782608696
145227,immunity,trustworthy,0.166666666667
145230,immunity,Americans,0.181818181818
145236,immunity,Big Pharma,0.0625
145261,immunity,heavy metals,0.142857142857
145268,immunity,thimerosal,0.0169491525424
145289,immunity,autism,0.0243902439024
145296,immunity,problem,0.142857142857
145308,immunity,unsafe,0.166666666667
145314,immunity,dangerous medical intervention,0.166666666667
145324,immunity,SB 277,0.04
145342,immunity,vaccine-injured children,0.05
145361,immunity,African women,0.125
145367,immunity,students,0.166666666667
145376,immunity,chronic disease,0.125
145620,Government Accounting Office,Vaccine Injury Compensation Fund,0.2
145771,Government Accounting Office,Gardasil injuries,0.5
146125,Government Accounting Office,government,0.111111111111
146399,glutathione,parent-reported cases,0.333333333333
146412,glutathione,link,0.25
146420,glutathione,flu shots,0.0322580645161
146427,glutathione,nervous system,0.25
146441,glutathione,electromagnetic fields,0.333333333333
146488,glutathione,MMR,0.142857142857
146496,glutathione,proof,0.25
146507,glutathione,numbers,0.333333333333
146536,glutathione,pandemic H1N1 swine flu vaccine,0.05
146542,glutathione,newborn boys,0.25
146594,glutathione,low-level mercury poisoning,0.333333333333
146602,glutathione,extreme challenges,0.333333333333
146648,glutathione,safety,0.2
146659,glutathione,rational scientist,0.142857142857
146663,glutathione,phthalates,0.25
146684,glutathione,vaccine agenda,0.25
146694,glutathione,U.S. government,0.25
146707,glutathione,rates,0.25
146711,glutathione,exposures,0.25
146718,glutathione,environmental chemicals,0.25
146723,glutathione,injected,0.25
146779,glutathione,African American males,0.25
146783,glutathione,multi-dose vaccines,0.333333333333
146804,glutathione,glutathione levels,0.333333333333
146816,glutathione,neurotoxin,0.1
146819,glutathione,neurotoxic,0.2
146862,glutathione,aluminum,0.0714285714286
146894,glutathione,mandatory vaccines,0.0384615384615
146895,glutathione,encephalopathy,0.125
146908,glutathione,Ryan Mojabi,0.2
146909,glutathione,vaccines,0.020618556701
146930,glutathione,hepatitis B vaccine,0.05
146988,glutathione,measles,0.047619047619
147019,glutathione,alzheimer's,0.2
147024,glutathione,vaccine industry,0.02
147042,glutathione,CDC whistleblower,0.25
147046,glutathione,preservative,0.333333333333
147073,glutathione,lifetime need,0.333333333333
147084,glutathione,CDC,0.0392156862745
147104,glutathione,vaccine safety,0.0625
147142,glutathione,toxic chemical ingredients,0.0769230769231
147160,glutathione,people,0.0434782608696
147250,glutathione,endotoxins,0.333333333333
147260,glutathione,vaccination,0.0384615384615
147271,glutathione,thimerosal,0.0363636363636
147277,glutathione,human biology,0.166666666667
147280,glutathione,children with severe ASDs,0.333333333333
147281,glutathione,rational doctor,0.142857142857
147315,glutathione,male neonates,0.333333333333
147345,glutathione,vaccine-injured children,0.0588235294118
147464,Constitution,court of law,1.0
147845,Constitution,Apartheid,1.0
148055,Constitution,Bill of Rights,1.0
148225,Constitution,citizens,0.25
148245,Constitution,extraordinary powers,1.0
148339,Constitution,millions of dollars,0.25
148531,pharma-controlled lamestream media,pharma-controlled U.S. media,1.0
148766,pharma-controlled lamestream media,Josh Hadfield,0.5
148905,pharma-controlled lamestream media,financial influence,0.333333333333
149164,pharma-controlled lamestream media,pharma-controlled press,0.2
149534,hallucinations,pandemic H1N1 swine flu vaccine,0.0555555555556
149658,hallucinations,sleeping cycle,1.0
149773,hallucinations,mental function,1.0
149785,hallucinations,neurological damage,0.142857142857
149938,hallucinations,mental illness,1.0
150087,hallucinations,International Business Times,0.333333333333
150113,hallucinations,Pandemrix,0.111111111111
150384,vaccine corruption,black lives matter,0.5
150410,vaccine corruption,link,0.333333333333
150418,vaccine corruption,flu shots,0.0333333333333
150449,vaccine corruption,high risk of speech disorder,0.333333333333
150478,vaccine corruption,high risk of autism,0.333333333333
150516,vaccine corruption,hepatitis B,0.1
150531,vaccine corruption,measles cycle,0.25
150568,vaccine corruption,scientific fraud,0.0666666666667
150583,vaccine corruption,criminal,0.333333333333
150593,vaccine corruption,shut your mouth and comply,0.25
150622,vaccine corruption,shingles vaccine,0.0666666666667
150652,vaccine corruption,math,0.5
150671,vaccine corruption,SV40,0.0555555555556
150696,vaccine corruption,vaccine adverse reactions,0.5
150749,vaccine corruption,CDC scientific fraud,0.5
150810,vaccine corruption,neurotoxin,0.111111111111
150811,vaccine corruption,neurological disorders,0.25
150820,vaccine corruption,autism risk,0.333333333333
150851,vaccine corruption,vaccine scientists meeting,0.25
150858,vaccine corruption,vaccines are not safe,0.25
150903,vaccine corruption,vaccines,0.0103092783505
150910,vaccine corruption,CDC website,0.142857142857
150924,vaccine corruption,mercury,0.030303030303
150925,vaccine corruption,The Advisory Committee on Immunization Practices,0.2
150930,vaccine corruption,vaccine-autism link,0.0588235294118
150932,vaccine corruption,high risk of non-organic sleep disorder,0.333333333333
150966,vaccine corruption,quackery,0.166666666667
151029,vaccine corruption,clinical trials,0.2
151061,vaccine corruption,vaccination issue,0.2
151139,vaccine corruption,measles decline,0.125
151178,vaccine corruption,CDC documents,0.25
151184,vaccine corruption,swine flu panic campaign,0.25
151185,vaccine corruption,polio vaccine,0.0909090909091
151195,vaccine corruption,population growth,0.5
151205,vaccine corruption,vaccine efficacy,0.111111111111
151227,vaccine corruption,Baby Boom,0.333333333333
151237,vaccine corruption,lies,0.1
151251,vaccine corruption,vaccine dangers,0.2
151253,vaccine corruption,measles cases,0.0833333333333
151258,vaccine corruption,lives of children,0.5
151263,vaccine corruption,thimerosal,0.037037037037
151268,vaccine corruption,pro-vaccination,0.111111111111
151284,vaccine corruption,autism,0.027027027027
151295,vaccine corruption,number of measles cases,0.5
151304,vaccine corruption,Rep. Bill Posey,0.111111111111
151313,vaccine corruption,vaccines are safe,0.1
151320,vaccine corruption,SB 277,0.047619047619
151391,brain damage,inflammation of immune system,0.2
151394,brain damage,infectious diseases,0.111111111111
151414,brain damage,flu shots,0.0625
151420,brain damage,central nervous system disorders,0.2
151431,brain damage,measles outbreak,0.2
151449,brain damage,squalene,0.2
151521,brain damage,chicken kidney cells,0.166666666667
151550,brain damage,childhood vaccines,0.111111111111
151618,brain damage,shingles vaccine,0.0555555555556
151651,brain damage,rational scientist,0.111111111111
151688,brain damage,seizures,0.125
151713,brain damage,doctors,0.0238095238095
151740,brain damage,Octoxinol-9,0.142857142857
151777,brain damage,Tween 80,0.166666666667
151778,brain damage,neurological damage,0.2
151787,brain damage,heightened risk of narcolepsy,0.166666666667
151792,brain damage,formaldehyde,0.0769230769231
151806,brain damage,neurotoxin,0.0833333333333
151899,brain damage,vaccines,0.020202020202
151916,brain damage,coma,0.2
151926,brain damage,vaccine-autism link,0.05
152021,brain damage,genetically-modified human albumin,0.2
152035,brain damage,outbreak,0.2
152054,brain damage,aborted baby,0.125
152079,brain damage,independent reviews,0.125
152111,brain damage,sick,0.2
152192,brain damage,Triton X-100,0.142857142857
152194,brain damage,preventable disease,0.2
152226,brain damage,paralysis,0.2
152256,brain damage,thimerosal,0.0172413793103
152262,brain damage,human biology,0.125
152266,brain damage,rational doctor,0.111111111111
152278,brain damage,altered DNA material,0.2
152293,brain damage,deaths,0.125
152305,brain damage,shingles vaccine ingredients,0.133333333333
152311,brain damage,Polysorbate 80,0.166666666667
152381,tetanus vaccine,diptheria vaccine,1.0
152394,tetanus vaccine,world's healthiest children,1.0
152534,tetanus vaccine,smallpox vaccination,0.333333333333
152561,tetanus vaccine,first-world nations,0.333333333333
152746,tetanus vaccine,biological warfare program,0.333333333333
152792,tetanus vaccine,"if a little is good, a lot must be better",1.0
152893,tetanus vaccine,vaccines,0.0104166666667
152998,tetanus vaccine,rubella vaccine,1.0
153067,tetanus vaccine,mumps vaccine,0.25
153148,tetanus vaccine,pertussis vaccine,1.0
153155,tetanus vaccine,vaccination rate,1.0
153174,tetanus vaccine,polio vaccine,0.1
153176,tetanus vaccine,measles vaccine,0.166666666667
153198,tetanus vaccine,measles mortality,0.0555555555556
153242,tetanus vaccine,measles cases,0.0909090909091
154257,ACIP,elderly,0.166666666667
154360,parents,runny nose,0.0526315789474
154424,parents,CDC study,0.05
154464,parents,poor access to nutritious food,0.0526315789474
154470,parents,epidemic proportions,0.0526315789474
154494,parents,truthful,0.0526315789474
154499,parents,fever,0.047619047619
154502,parents,advice,0.0526315789474
154520,parents,false grounds,0.05
154525,parents,Nichole Rolfe,0.121212121212
154542,parents,African-American children,0.0526315789474
154545,parents,Crystal Downing,0.05
154557,parents,Freedom of Information Act,0.0526315789474
154561,parents,American Nursing Association's Code of Ethics,0.05
154639,parents,cough,0.0526315789474
154643,parents,scary,0.05
154687,parents,doctors,0.0754716981132
154708,parents,Jim Carrey,0.0416666666667
154730,parents,vaccine ingredients,0.025641025641
154741,parents,cod-liver oil,0.047619047619
154744,parents,poor access to medical care,0.0526315789474
154836,parents,homeopathy,0.0526315789474
154856,parents,Nichole Rolfe lawsuit,0.05
154864,parents,essential oils,0.047619047619
154869,parents,vaccines,0.0176991150442
154876,parents,CDC website,0.0416666666667
154881,parents,push vaccines on sick children,0.105263157895
154897,parents,Matthew Downing,0.0416666666667
154910,parents,blanket statement,0.05
154911,parents,poor access to clean water,0.0526315789474
154928,parents,American Academy of Pediatrics,0.05
154935,parents,conventional health experts,0.0526315789474
154969,parents,malnourishment,0.0526315789474
154997,parents,underdeveloped country,0.0526315789474
155023,parents,antibodies,0.047619047619
155041,parents,CDC,0.0298507462687
155059,parents,toxic substances,0.05
155071,parents,pediatrics instructor,0.0526315789474
155103,parents,U.S. population,0.0526315789474
155131,parents,piece of evidence,0.0526315789474
155149,parents,measles vaccine,0.0416666666667
155168,parents,red spots on body,0.0526315789474
155194,parents,pharmaceutical companies,0.0212765957447
155197,parents,lies,0.037037037037
155207,parents,sudden infant death syndrome,0.0526315789474
155243,parents,autism,0.0185185185185
155256,parents,health care professionals,0.05
155264,parents,unconcscionable,0.0526315789474
155280,parents,vaccine bullying curriculum,0.0454545454545
155287,parents,conclusion,0.0526315789474
155289,parents,unethical advice,0.0526315789474
155317,parents,informed consent,0.025641025641
155406,bribery,vaccine efficacy,0.111111111111
155410,bribery,criminal side,0.5
155425,bribery,health outcomes,0.333333333333
155473,bribery,public health,0.125
155520,bribery,scientific fraud,0.0666666666667
155645,bribery,Congress,0.25
155666,bribery,Big Tobacco,0.333333333333
155700,bribery,vulnerable,0.5
155716,bribery,intelligent questions,0.0909090909091
155774,bribery,financial collusion,0.5
155799,bribery,words,0.333333333333
155828,bribery,parents of unvaccinated children,0.5
155839,bribery,mandatory vaccines,0.04
155854,bribery,vaccines,0.0103092783505
155857,bribery,families who decline vaccines,0.25
155872,bribery,lawsuit,0.2
155875,bribery,mercury,0.030303030303
155888,bribery,mainstream media,0.0277777777778
155913,bribery,American Academy of Pediatrics,0.333333333333
155917,bribery,quackery,0.166666666667
155918,bribery,deceitful social engineering,0.5
155926,bribery,scientific tests,0.333333333333
155937,bribery,vaccination exemptions,0.0909090909091
155952,bribery,holocaust,0.166666666667
155971,bribery,legal immunity,0.333333333333
155977,bribery,denial,0.333333333333
156002,bribery,bullying,0.333333333333
156018,bribery,Bruesewitz v. Wyeth,0.333333333333
156046,bribery,vaccine safety,0.0666666666667
156061,bribery,freedom of choice,0.333333333333
156062,bribery,humanity,0.5
156068,bribery,government,0.1
156111,bribery,state level,0.2
156120,bribery,fraudulent,0.5
156125,bribery,generation of children,0.5
156127,bribery,CDC documents,0.25
156186,bribery,lies,0.1
156198,bribery,statistics,0.2
156199,bribery,conflict of interest,0.333333333333
156201,bribery,vaccination,0.04
156212,bribery,thimerosal,0.0181818181818
156262,bribery,vaccines are safe,0.1
156310,bribery,Every Child by Two,0.333333333333
156342,measles outbreak,infectious diseases,0.2
156724,measles outbreak,neurological damage,0.142857142857
156733,measles outbreak,heightened risk of narcolepsy,0.5
156982,measles outbreak,outbreak,1.0
157058,measles outbreak,sick,1.0
157141,measles outbreak,preventable disease,1.0
157414,genetically susceptible adults,science,0.0555555555556
157570,genetically susceptible adults,medications,0.333333333333
157621,genetically susceptible adults,gene variation,0.333333333333
157648,genetically susceptible adults,doctors,0.025
157677,genetically susceptible adults,DNA,0.25
157724,genetically susceptible adults,MTHFR C677T defect,0.0833333333333
157800,genetically susceptible adults,health problems,0.333333333333
157867,genetically susceptible adults,mainstream media,0.027027027027
157900,genetically susceptible adults,healthy people,0.333333333333
158006,genetically susceptible adults,CDC,0.0192307692308
158136,genetically susceptible adults,toxic load,0.333333333333
158160,genetically susceptible adults,Big Pharma,0.0769230769231
158163,genetically susceptible adults,pharmaceutical companies,0.0322580645161
158220,genetically susceptible adults,problem,0.25
158250,genetically susceptible adults,politicians,0.111111111111
158312,toxic vaccines,health,0.333333333333
158333,toxic vaccines,Washington Post,0.25
158335,toxic vaccines,fear,0.5
158342,toxic vaccines,flu shots,0.0333333333333
158357,toxic vaccines,criminal conspiracy,0.333333333333
158371,toxic vaccines,immune system dysfunction,0.5
158377,toxic vaccines,injury,0.125
158387,toxic vaccines,vaccine story,0.125
158410,toxic vaccines,revenues,0.5
158453,toxic vaccines,pandemic H1N1 swine flu vaccine,0.111111111111
158455,toxic vaccines,Baby Boomers,0.166666666667
158479,toxic vaccines,trace levels of mercury,0.333333333333
158489,toxic vaccines,scientific fraud,0.0666666666667
158513,toxic vaccines,food,0.5
158521,toxic vaccines,severe brain damage,0.333333333333
158551,toxic vaccines,idea,0.5
158583,toxic vaccines,USDA food donations,0.2
158584,toxic vaccines,brain damaged and autistic,0.333333333333
158637,toxic vaccines,doctors,0.025641025641
158639,toxic vaccines,annual flu shot,0.2
158657,toxic vaccines,sellout editors,0.333333333333
158668,toxic vaccines,professional liars,0.333333333333
158678,toxic vaccines,vaccine injury denialism,0.25
158682,toxic vaccines,whooping cough,0.5
158685,toxic vaccines,intelligent questions,0.0909090909091
158688,toxic vaccines,defective vaccines,0.333333333333
158769,toxic vaccines,widespread health problems,0.333333333333
158791,toxic vaccines,cataplexy,0.2
158800,toxic vaccines,central nervous system inflammatory demyelination,0.5
158807,toxic vaccines,mandatory vaccines,0.04
158819,toxic vaccines,financial influence,0.25
158822,toxic vaccines,vaccines,0.0208333333333
158841,toxic vaccines,neonatal infection,0.5
158843,toxic vaccines,mercury,0.030303030303
158880,toxic vaccines,drug companies,0.0833333333333
158890,toxic vaccines,hepatitis B vaccine,0.0526315789474
158900,toxic vaccines,measles,0.05
158913,toxic vaccines,learning disabilities,0.5
158936,toxic vaccines,vaccine industry,0.0416666666667
158946,toxic vaccines,denial,0.333333333333
158953,toxic vaccines,CDC whistleblower,0.333333333333
158956,toxic vaccines,vaccine reactions,0.111111111111
158975,toxic vaccines,diabetes,0.5
159001,toxic vaccines,International Business Times,0.25
159007,toxic vaccines,facts,0.333333333333
159010,toxic vaccines,single visit,0.333333333333
159012,toxic vaccines,asthma,0.25
159022,toxic vaccines,narcolepsy,0.0833333333333
159024,toxic vaccines,obedient,0.5
159035,toxic vaccines,victims,0.2
159039,toxic vaccines,simultaneous vaccinations,0.142857142857
159040,toxic vaccines,chewable multivitamin,0.333333333333
159045,toxic vaccines,vaccine apologists,0.2
159053,toxic vaccines,toxic chemical ingredients,0.0833333333333
159091,toxic vaccines,genetics,0.333333333333
159134,toxic vaccines,Global Post,0.25
159149,toxic vaccines,Big Pharma,0.0833333333333
159152,toxic vaccines,pharmaceutical companies,0.0333333333333
159155,toxic vaccines,lies,0.1
159159,toxic vaccines,ADHD,0.5
159167,toxic vaccines,statistics,0.2
159168,toxic vaccines,conflict of interest,0.333333333333
159169,toxic vaccines,vaccine dangers,0.2
