,page rank
vaccine manufacturer profits,0.000350090710871
school isolation rooms,0.000473439094391
population growth,0.000315913631595
death from car accident,0.00037878079045
school vaccination requirement,0.000421450175312
schedule,0.000315748716371
Triton X-100,0.000746243685159
marketing,0.000626822679567
side effects,0.000721864961642
blatant violations of the Hippocratic Oath,0.000362490638395
annual flu shot,0.00122518271278
Zoster,0.000339429370899
paying bribes,0.000336407348122
vaccine efficacy,0.00205593686362
red spots on body,0.000363104405182
pharmacies,0.000446111380599
post,0.000713285494025
expensive anti-narcolepsy drugs,0.000889514870726
whistleblowers,0.000325810671476
court of law,0.000424442552631
pig gelatin,0.000339429370899
solid evidence,0.000322092765222
vaccine reaction,0.000356701769283
Global Post,0.000821071131404
Pandemrix,0.00293252044065
industry,0.000425074348674
citizens,0.00165941441358
mass arrest,0.000346746726957
real risks,0.000532315738703
trustworthy,0.000315748716371
measles increase,0.000354244371871
special needs staff,0.000473439094391
genocide,0.000417992982789
revelation,0.000737844712195
multi-dose vials,0.000515950426326
mantra of pharma-controlled press,0.000379689816506
risk of pneumonia,0.000322092765222
Baker College nursing school instructors,0.00156472756546
Big Pharma,0.00288835581412
sellout media,0.000363181325997
military records,0.00133375745386
paralysis,0.00036752328192
pharmaceutical companies,0.00722577248608
Bush Administration,0.000536125992553
Chocks,0.00123623538986
systemic reactions,0.00157038561764
lies,0.00198092343816
extraordinary powers,0.000424442552631
everyone,0.000656703250792
infant death,0.00034160992588
high risk of speech disorder,0.000505552708977
ADHD,0.000320918637188
endotoxins,0.000321540791014
wrong doing,0.000852112743756
benefits of drug,0.000336407348122
Vaccine Injured Petitioners Bar Association,0.000478862133722
delusional,0.000322382940506
Andrew Wakefield,0.000322382940506
sudden infant death syndrome,0.000528946952971
statistics,0.00108064227689
conflict of interest,0.000515400144359
vaccine dangers,0.000935145026818
vaccination,0.0069046366718
alternative media,0.00189089791309
support,0.00065551206056
heavy metals,0.000540773357972
payment,0.000409664165049
lives of children,0.000315913631595
good bacteria,0.000324526894035
mindless,0.000361935728803
Civil War,0.000354244371871
National Vaccine Information Center,0.00113747734624
FLULAVAL,0.000863964423035
environmental chemicals,0.000559201375677
revisionist stance,0.000512463081626
airports,0.000446111380599
imprisonment,0.000346746726957
DNA,0.00060338797343
cod-liver oil,0.000800913880771
pro-vaccination,0.00203814518726
human biology,0.000820582290679
ultimate price,0.000350090710871
failure,0.0005546530164
children with severe ASDs,0.000308103224781
rational doctor,0.00102459973109
deceitful social engineering,0.000323586286582
black lives matter,0.000315913631595
one specific age range,0.000415100586628
brain-damaged,0.000506071248548
poor access to medical care,0.000363104405182
Pediatrics paper,0.00123071358962
demyelination,0.000348871200398
fraud,0.000330535991901
rare disease,0.000424842767149
criminal fraud,0.000330535991901
autism,0.0098282366901
National Academy of Science Institute of Medicine,0.000321506314614
altered DNA material,0.000320144914178
complications,0.000424842767149
toxic and ineffective flu shots,0.00184961325245
infants,0.00131364010141
harmful toxins,0.000479697296563
IV drug abuse,0.000424842767149
clinical research,0.000346746726957
vaccine-damaged children,0.00179283379387
vaccine toxins,0.00042663523599
loss of coordination,0.000364240082838
number of measles cases,0.000315913631595
promises,0.0004098730829
higher education,0.000471449303869
health care professionals,0.000760079538984
adults,0.000697172118455
deaths,0.00304426337484
cow skin,0.000427378686482
parent's right,0.000515031749743
diptheria vaccine,0.000552065346315
unsafe,0.000499820305059
evidence,0.00243052037399
extensive medication,0.000787607809793
health insurance,0.000780304060302
unconcscionable,0.000333592938119
New York Times,0.000753770755271
male neonates,0.000321540791014
bleeding during pregnancy,0.000332774907384
girl,0.000330725117576
link,0.000505777294926
hospitalization,0.000369080500733
shingles vaccine ingredients,0.00345013602755
vaccines are safe,0.00195486784696
Jimmy Kimmel,0.000349045319202
measles data,0.000441848901336
incurable condition,0.000771683155424
Polysorbate 80,0.000510560551718
vaccination decisions,0.000354720224608
fraudulent,0.000323586286582
politicians,0.00235789527735
vaccine bullying curriculum,0.00118342657495
Spanish American War,0.000354244371871
serious problems,0.000491277100179
you,0.00218336292176
multiple sclerosis,0.000348871200398
immunity,0.00204193870255
conclusion,0.000333592938119
pertussis vaccine,0.000552065346315
operation,0.000413449603624
market share,0.00044590546176
escalating health conditions,0.000343421341976
placebo,0.000322092765222
students,0.000315748716371
circuit court,0.000348513285593
injecting mercury,0.000416345081974
vaccine-injured children,0.00411131450706
European countries,0.000408637391523
individualized approach,0.000539995826548
social size,0.000566413510722
Baby Boom,0.000532619474827
oil of oregano,0.000452520982285
CNN,0.000357365027328
Miles Laboratory,0.000481943821477
Robert F. Kennedy Jr.,0.0023894511827
measles cases,0.00418950106708
Royal Navy records,0.000370976650358
delaying vaccinations,0.000616096111152
Amish,0.000875222384386
World War II,0.00057681161606
number of shots,0.00033626899785
cell death,0.000441471285649
Jenny McCarthy,0.00116010424725
vaccinated children versus unvaccinated children,0.000421450175312
health choices,0.000442165515681
genetic testing,0.00113456594498
other side,0.00037403025837
scientific literature,0.000815518569561
college campuses,0.000446111380599
electromagnetic fields,0.000321540791014
Tdap vaccine,0.00100073226134
over-vaccination,0.000580344517633
medical dictatorship,0.000606814886955
Pandemrix victims,0.0010774330891
for sale,0.000360788699923
lung cancer,0.000343967644809
symptoms of autism,0.000320288847826
profits,0.00161409893565
chronic disease,0.000900806028857
