name,sentiment,node,degree,deg cent,bet cent,clo cent
u_Gc_positive2.gml,positive,Department of Public Health Immunization Program,1,0.001712329,0,0.156316916
u_Gc_positive2.gml,positive,cervical cancer,7,0.011986301,0.010703876,0.244863732
u_Gc_positive2.gml,positive,MMR vaccine doesn't trigger autism,1,0.001712329,0,0.153805636
u_Gc_positive2.gml,positive,we,3,0.005136986,0.003715952,0.255803767
u_Gc_positive2.gml,positive,government policy,2,0.003424658,0.003149977,0.195187166
u_Gc_positive2.gml,positive,risk of mumps,1,0.001712329,0,0.231012658
u_Gc_positive2.gml,positive,confusion,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,absolute objection,1,0.001712329,0,0.174380412
u_Gc_positive2.gml,positive,models of disease,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,ages 14 to 17,1,0.001712329,0,0.217342761
u_Gc_positive2.gml,positive,infants,8,0.01369863,0.012468767,0.25413403
u_Gc_positive2.gml,positive,flu vaccine recall,2,0.003424658,2.94E-06,0.137089202
u_Gc_positive2.gml,positive,approval,1,0.001712329,0,0.193955497
u_Gc_positive2.gml,positive,mortality rate decrease,1,0.001712329,0,0.190662749
u_Gc_positive2.gml,positive,vaccine-autism link,31,0.053082192,0.091720928,0.314824798
u_Gc_positive2.gml,positive,scientific paper,1,0.001712329,0,0.239540607
u_Gc_positive2.gml,positive,Catholic parents,3,0.005136986,0.002273315,0.160307439
u_Gc_positive2.gml,positive,vaccines cause autism,2,0.003424658,0.00053253,0.226268888
u_Gc_positive2.gml,positive,recommended vaccine schedule,2,0.003424658,0,0.269621422
u_Gc_positive2.gml,positive,new version of Gardasil,3,0.005136986,0.002408795,0.243841336
u_Gc_positive2.gml,positive,cancer,7,0.011986301,0.00595537,0.281989377
u_Gc_positive2.gml,positive,reasons,1,0.001712329,0,0.233413269
u_Gc_positive2.gml,positive,saved lives,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,community,16,0.02739726,0.057425521,0.322651934
u_Gc_positive2.gml,positive,measles vaccination,6,0.010273973,0.006513118,0.222900763
u_Gc_positive2.gml,positive,church,5,0.008561644,0.007133834,0.272897196
u_Gc_positive2.gml,positive,high vaccination rates,3,0.005136986,0.006843441,0.209169054
u_Gc_positive2.gml,positive,symptoms,2,0.003424658,0,0.18136646
u_Gc_positive2.gml,positive,ages 11 or 12,3,0.005136986,0.003958756,0.229379419
u_Gc_positive2.gml,positive,deaths,4,0.006849315,0.009314103,0.278493085
u_Gc_positive2.gml,positive,computer models,1,0.001712329,0,0.217181108
u_Gc_positive2.gml,positive,California,5,0.008561644,0.004873682,0.266788488
u_Gc_positive2.gml,positive,risk of rubella,1,0.001712329,0,0.231012658
u_Gc_positive2.gml,positive,controversial bill,3,0.005136986,0.006843441,0.240527183
u_Gc_positive2.gml,positive,healthy people,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,Islamic principles,2,0.003424658,0.003424658,0.236916836
u_Gc_positive2.gml,positive,polio vaccine opposition,9,0.015410959,0.030964016,0.19993153
u_Gc_positive2.gml,positive,preteens,2,0.003424658,0,0.202356202
u_Gc_positive2.gml,positive,families,9,0.015410959,0.017131601,0.284739152
u_Gc_positive2.gml,positive,meningitis,2,0.003424658,0.000248036,0.216136195
u_Gc_positive2.gml,positive,measles,58,0.099315068,0.154606476,0.338158657
u_Gc_positive2.gml,positive,republicans,2,0.003424658,0.003424658,0.240329218
u_Gc_positive2.gml,positive,argument,2,0.003424658,0,0.257155438
u_Gc_positive2.gml,positive,pediatricians,2,0.003424658,0.003424658,0.178866769
u_Gc_positive2.gml,positive,pig,2,0.003424658,0,0.263181613
u_Gc_positive2.gml,positive,hardness of the skin,1,0.001712329,0,0.228392648
u_Gc_positive2.gml,positive,CDC,4,0.006849315,0.024370874,0.230102443
u_Gc_positive2.gml,positive,pharmacological interventions,1,0.001712329,0,0.16390682
u_Gc_positive2.gml,positive,hesitant parents,2,0.003424658,0.006837567,0.217585693
u_Gc_positive2.gml,positive,vaccine-preventable diseases,8,0.01369863,0.017755401,0.289395441
u_Gc_positive2.gml,positive,three doses Gardasil,1,0.001712329,0,0.191915872
u_Gc_positive2.gml,positive,11-18 year olds,1,0.001712329,0,0.202356202
u_Gc_positive2.gml,positive,vaccine mandates,7,0.011986301,0.014015434,0.246830093
u_Gc_positive2.gml,positive,rubella vaccine,3,0.005136986,5.87E-06,0.13832307
u_Gc_positive2.gml,positive,important message,1,0.001712329,0,0.20753376
u_Gc_positive2.gml,positive,decline in vaccination rates,2,0.003424658,0.003424658,0.211287988
u_Gc_positive2.gml,positive,children with autism,3,0.005136986,0.006843441,0.14324258
u_Gc_positive2.gml,positive,cluster,5,0.008561644,0.000704222,0.247248095
u_Gc_positive2.gml,positive,abnormal cells,1,0.001712329,0,0.215101289
u_Gc_positive2.gml,positive,immune system,8,0.01369863,0.006383258,0.27366448
u_Gc_positive2.gml,positive,theological issues,1,0.001712329,0,0.166666667
u_Gc_positive2.gml,positive,triple hit,3,0.005136986,0.003448154,0.211901306
u_Gc_positive2.gml,positive,pregnant women,5,0.008561644,0.003626285,0.239934265
u_Gc_positive2.gml,positive,Mina study,6,0.010273973,0.011128735,0.277302944
u_Gc_positive2.gml,positive,immunosuppression,4,0.006849315,0.000365573,0.266059226
u_Gc_positive2.gml,positive,severity,1,0.001712329,0,0.241821946
u_Gc_positive2.gml,positive,vaccines are safe,1,0.001712329,0,0.204267226
u_Gc_positive2.gml,positive,one dose Gardasil,1,0.001712329,0,0.191915872
u_Gc_positive2.gml,positive,new strategies,2,0.003424658,0.000209424,0.234443998
u_Gc_positive2.gml,positive,GlaxoSmithKline,2,0.003424658,0.001709392,0.158738788
u_Gc_positive2.gml,positive,state-level policies,3,0.005136986,0.000118922,0.25413403
u_Gc_positive2.gml,positive,daughters,3,0.005136986,0,0.269621422
u_Gc_positive2.gml,positive,home-school,2,0.003424658,0.000116529,0.227325808
u_Gc_positive2.gml,positive,protect the kid next to you,1,0.001712329,0,0.236724767
u_Gc_positive2.gml,positive,HPV,7,0.011986301,0.007314452,0.236341562
u_Gc_positive2.gml,positive,multi-site protection,7,0.011986301,0.01025635,0.216536893
u_Gc_positive2.gml,positive,reduction in HPV,1,0.001712329,0,0.215976331
u_Gc_positive2.gml,positive,risk of fainting,2,0.003424658,0.001596917,0.261648746
u_Gc_positive2.gml,positive,bad news,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,Hinduism,2,0.003424658,0,0.25840708
u_Gc_positive2.gml,positive,party lines,1,0.001712329,0,0.240131579
u_Gc_positive2.gml,positive,programs,1,0.001712329,0,0.173037037
u_Gc_positive2.gml,positive,revaccinated,1,0.001712329,0,0.218890555
u_Gc_positive2.gml,positive,German measles,1,0.001712329,0,0.206872122
u_Gc_positive2.gml,positive,harmful association,3,0.005136986,0.000546419,0.253913043
u_Gc_positive2.gml,positive,fever,2,0.003424658,0.003128268,0.212905578
u_Gc_positive2.gml,positive,partial protection,2,0.003424658,0,0.216056234
u_Gc_positive2.gml,positive,prevention,2,0.003424658,0.006837567,0.227060653
u_Gc_positive2.gml,positive,mumps vaccine,1,0.001712329,0,0.189980481
u_Gc_positive2.gml,positive,unvaccinated children,11,0.018835616,0.010803066,0.27099768
u_Gc_positive2.gml,positive,money,5,0.008561644,0.011757718,0.241521919
u_Gc_positive2.gml,positive,vaccines cause neurological problems,1,0.001712329,0,0.194926569
u_Gc_positive2.gml,positive,promising news,3,0.005136986,0.003529437,0.217423678
u_Gc_positive2.gml,positive,reduced effectiveness,1,0.001712329,0,0.15865254
u_Gc_positive2.gml,positive,eliminated virus,5,0.008561644,0.010002721,0.264492754
u_Gc_positive2.gml,positive,unable to speak,1,0.001712329,0,0.125321888
u_Gc_positive2.gml,positive,Dutch Bible belt,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,high-risk types of HPV,5,0.008561644,0.003696336,0.234726688
u_Gc_positive2.gml,positive,cervix,1,0.001712329,0,0.17804878
u_Gc_positive2.gml,positive,sterilize Muslims,2,0.003424658,0,0.187962665
u_Gc_positive2.gml,positive,vaccine safety,4,0.006849315,0.010243123,0.261883408
u_Gc_positive2.gml,positive,whooping cough,5,0.008561644,0.005383868,0.254023488
u_Gc_positive2.gml,positive,parents,58,0.099315068,0.271838813,0.368686869
u_Gc_positive2.gml,positive,rubella elimination,4,0.006849315,0.004371241,0.261414503
u_Gc_positive2.gml,positive,at-risk vaccinated children,1,0.001712329,0,0.216136195
u_Gc_positive2.gml,positive,anti-vaccine eugenics community,2,0.003424658,0,0.252923343
u_Gc_positive2.gml,positive,personal belief reasons,3,0.005136986,0.000310057,0.273024778
u_Gc_positive2.gml,positive,hospitalizations,2,0.003424658,0,0.236724767
u_Gc_positive2.gml,positive,careers,1,0.001712329,0,0.170860152
u_Gc_positive2.gml,positive,insurance claims,1,0.001712329,0,0.210906464
u_Gc_positive2.gml,positive,victims,1,0.001712329,0,0.252813853
u_Gc_positive2.gml,positive,myth,4,0.006849315,0.007121876,0.217666791
u_Gc_positive2.gml,positive,Gardasil 4,1,0.001712329,0,0.191224623
u_Gc_positive2.gml,positive,Gardasil 9,1,0.001712329,0,0.191224623
u_Gc_positive2.gml,positive,minor symptoms,5,0.008561644,0.013011136,0.266059226
u_Gc_positive2.gml,positive,vaccinated girls,2,0.003424658,7.34E-06,0.217261905
u_Gc_positive2.gml,positive,JAMA study,6,0.010273973,0.009609706,0.26715462
u_Gc_positive2.gml,positive,projects,1,0.001712329,0,0.194601799
u_Gc_positive2.gml,positive,Pakistan,1,0.001712329,0,0.166666667
u_Gc_positive2.gml,positive,Western Hemisphere,1,0.001712329,0,0.206872122
u_Gc_positive2.gml,positive,side effects,16,0.02739726,0.050973069,0.295845998
u_Gc_positive2.gml,positive,aborted fetuses,3,0.005136986,0.002273315,0.160307439
u_Gc_positive2.gml,positive,children at higher risk for autism,10,0.017123288,0.006824244,0.267521759
u_Gc_positive2.gml,positive,people,4,0.006849315,0.005818457,0.265454545
u_Gc_positive2.gml,positive,Dutch reformed churches,5,0.008561644,0.007416234,0.26294462
u_Gc_positive2.gml,positive,vaccine delay,11,0.018835616,0.021453934,0.29302559
u_Gc_positive2.gml,positive,hepatitis A vaccine,4,0.006849315,0.017011678,0.190600522
u_Gc_positive2.gml,positive,vaccination rate,8,0.01369863,0.011087792,0.270871985
u_Gc_positive2.gml,positive,run down feeling,1,0.001712329,0,0.228392648
u_Gc_positive2.gml,positive,The Lancet,1,0.001712329,0,0.133516232
u_Gc_positive2.gml,positive,make plans ahead of time,1,0.001712329,0,0.217261905
u_Gc_positive2.gml,positive,nervous system problems,1,0.001712329,0,0.186700767
u_Gc_positive2.gml,positive,long-term disabilities,5,0.008561644,0.010519201,0.229469548
u_Gc_positive2.gml,positive,Governor Jerry Brown,2,0.003424658,0,0.249040512
u_Gc_positive2.gml,positive,vaccinated children,9,0.015410959,0.007195988,0.267644363
u_Gc_positive2.gml,positive,HPV strains,3,0.005136986,8.05E-05,0.2253956
u_Gc_positive2.gml,positive,religion,7,0.011986301,0.017270846,0.295098535
u_Gc_positive2.gml,positive,measles vaccine,22,0.037671233,0.052347306,0.29127182
u_Gc_positive2.gml,positive,developmental disability,4,0.006849315,0.003193234,0.294058409
u_Gc_positive2.gml,positive,infectious disease,6,0.010273973,0.006640326,0.289826303
u_Gc_positive2.gml,positive,University of Minnesota,1,0.001712329,0,0.171411799
u_Gc_positive2.gml,positive,Muslim fundamentalists,4,0.006849315,0.026420578,0.246934461
u_Gc_positive2.gml,positive,serogroup C,1,0.001712329,0,0.202356202
u_Gc_positive2.gml,positive,serogroup B,1,0.001712329,0,0.202356202
u_Gc_positive2.gml,positive,preventable disease,3,0.005136986,0.004042523,0.286555447
u_Gc_positive2.gml,positive,children with cancer,2,0.003424658,0,0.241721854
u_Gc_positive2.gml,positive,tuition,1,0.001712329,0,0.176009644
u_Gc_positive2.gml,positive,variation,2,0.003424658,0.003932153,0.199045671
u_Gc_positive2.gml,positive,serogroup Y,1,0.001712329,0,0.202356202
u_Gc_positive2.gml,positive,whooping cough vaccine,1,0.001712329,0,0.202707393
u_Gc_positive2.gml,positive,vaccine,2,0.003424658,0.000216827,0.22332696
u_Gc_positive2.gml,positive,Cervarix,3,0.005136986,8.81E-06,0.222560976
u_Gc_positive2.gml,positive,Jill Hennessy,2,0.003424658,0.003424658,0.223071047
u_Gc_positive2.gml,positive,world,2,0.003424658,0.000992545,0.241222635
u_Gc_positive2.gml,positive,Johns Hopkins University,1,0.001712329,0,0.185809736
u_Gc_positive2.gml,positive,Dr. Mark Schleiss,3,0.005136986,0.003600301,0.206798867
u_Gc_positive2.gml,positive,carrier,4,0.006849315,0.006843441,0.221463785
u_Gc_positive2.gml,positive,Americans,1,0.001712329,0,0.198033232
u_Gc_positive2.gml,positive,mouth,1,0.001712329,0,0.17804878
u_Gc_positive2.gml,positive,mothers with pregnancy-related diabetes,1,0.001712329,0,0.216136195
u_Gc_positive2.gml,positive,true cause of autism,1,0.001712329,0,0.203768318
u_Gc_positive2.gml,positive,meningococcal vaccine,16,0.02739726,0.02330655,0.253582284
u_Gc_positive2.gml,positive,commitment,1,0.001712329,0,0.192802905
u_Gc_positive2.gml,positive,childhood mortality,8,0.01369863,0.007852494,0.2704956
u_Gc_positive2.gml,positive,Eagle Mountain International Church,3,0.005136986,0.003625464,0.279559598
u_Gc_positive2.gml,positive,one child,1,0.001712329,0,0.202637058
u_Gc_positive2.gml,positive,health benefits,9,0.015410959,0.016859589,0.261766024
u_Gc_positive2.gml,positive,MMR vaccine safety,3,0.005136986,0.005076687,0.22112836
u_Gc_positive2.gml,positive,vaccination,50,0.085616438,0.107583472,0.309978769
u_Gc_positive2.gml,positive,outbreaks,7,0.011986301,0.014708751,0.27443609
u_Gc_positive2.gml,positive,religious beliefs,3,0.005136986,0.000310057,0.273024778
u_Gc_positive2.gml,positive,fast,1,0.001712329,0,0.23083004
u_Gc_positive2.gml,positive,early education,1,0.001712329,0,0.254688181
u_Gc_positive2.gml,positive,Dr. Bill Adams,2,0.003424658,0.003424658,0.185220425
u_Gc_positive2.gml,positive,HPV vaccine,33,0.056506849,0.073156547,0.27534182
u_Gc_positive2.gml,positive,Senator Jeff Stone,1,0.001712329,0,0.178812002
u_Gc_positive2.gml,positive,funds,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,peers,1,0.001712329,0,0.269497
u_Gc_positive2.gml,positive,boys,4,0.006849315,0.000864039,0.233880657
u_Gc_positive2.gml,positive,link,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,reassurance,3,0.005136986,0.003876607,0.212209302
u_Gc_positive2.gml,positive,Victoria's health minister,1,0.001712329,0,0.182442987
u_Gc_positive2.gml,positive,fraud,2,0.003424658,0.010238727,0.196170642
u_Gc_positive2.gml,positive,vaccine success,1,0.001712329,0,0.269497
u_Gc_positive2.gml,positive,complications,1,0.001712329,0,0.232669323
u_Gc_positive2.gml,positive,childcare rebate,1,0.001712329,0,0.193955497
u_Gc_positive2.gml,positive,Pan American Health Organization,1,0.001712329,0,0.178647905
u_Gc_positive2.gml,positive,adults,2,0.003424658,0.006580321,0.245378151
u_Gc_positive2.gml,positive,interventions,3,0.005136986,0.001708122,0.262589928
u_Gc_positive2.gml,positive,vaccine debate,3,0.005136986,0.001923341,0.225656878
u_Gc_positive2.gml,positive,sales,1,0.001712329,0,0.225656878
u_Gc_positive2.gml,positive,vaccinated individuals,1,0.001712329,0,0.25840708
u_Gc_positive2.gml,positive,evidence,6,0.010273973,0.007765305,0.278095238
u_Gc_positive2.gml,positive,sibling,1,0.001712329,0,0.236724767
u_Gc_positive2.gml,positive,health care,4,0.006849315,0.006301159,0.287968442
u_Gc_positive2.gml,positive,exist,1,0.001712329,0,0.239540607
u_Gc_positive2.gml,positive,vaccination policy,1,0.001712329,0,0.214469335
u_Gc_positive2.gml,positive,social norms,1,0.001712329,0,0.236724767
u_Gc_positive2.gml,positive,education,1,0.001712329,0,0.193826751
u_Gc_positive2.gml,positive,autism,36,0.061643836,0.079935115,0.318777293
u_Gc_positive2.gml,positive,sibling with autism,1,0.001712329,0,0.211135213
u_Gc_positive2.gml,positive,preventing cancer,1,0.001712329,0,0.215976331
u_Gc_positive2.gml,positive,National Institutes of Health,1,0.001712329,0,0.194601799
u_Gc_positive2.gml,positive,SB 277,20,0.034246575,0.057123361,0.315846403
u_Gc_positive2.gml,positive,California governor,2,0.003424658,2.26E-05,0.23817292
u_Gc_positive2.gml,positive,field,1,0.001712329,0,0.181029138
u_Gc_positive2.gml,positive,vaccine requirements,7,0.011986301,0.003956158,0.272897196
u_Gc_positive2.gml,positive,role,1,0.001712329,0,0.19557937
u_Gc_positive2.gml,positive,driving factors,3,0.005136986,0.000122171,0.280364858
u_Gc_positive2.gml,positive,sexually active,7,0.011986301,0.010474273,0.27756654
u_Gc_positive2.gml,positive,immunity,6,0.010273973,0.004142228,0.282535075
u_Gc_positive2.gml,positive,expected,1,0.001712329,0,0.210223182
u_Gc_positive2.gml,positive,sense of urgency,1,0.001712329,0,0.269497
u_Gc_positive2.gml,positive,rubella,13,0.022260274,0.02999394,0.260714286
u_Gc_positive2.gml,positive,former gastroenterologist,1,0.001712329,0,0.141096883
u_Gc_positive2.gml,positive,varicella vaccine,3,0.005136986,5.87E-06,0.13832307
u_Gc_positive2.gml,positive,magnitude of benefits,1,0.001712329,0,0.184110971
u_Gc_positive2.gml,positive,serogroups,1,0.001712329,0,0.22112836
u_Gc_positive2.gml,positive,HPV infection,3,0.005136986,7.34E-06,0.233506597
u_Gc_positive2.gml,positive,state vaccination rates,3,0.005136986,0.003645723,0.175956613
u_Gc_positive2.gml,positive,loss of limb,1,0.001712329,0,0.186700767
u_Gc_positive2.gml,positive,Early Childhood Australia,3,0.005136986,0.003424658,0.22324159
u_Gc_positive2.gml,positive,religious groups,23,0.039383562,0.101817382,0.321940463
u_Gc_positive2.gml,positive,age 26,1,0.001712329,0,0.18136646
u_Gc_positive2.gml,positive,Robert F. Kennedy Jr.,2,0.003424658,0.009371641,0.262353998
u_Gc_positive2.gml,positive,friends,1,0.001712329,0,0.269497
u_Gc_positive2.gml,positive,Catholic Church,1,0.001712329,0,0.196898179
u_Gc_positive2.gml,positive,Amish,3,0.005136986,0.001786386,0.245481295
u_Gc_positive2.gml,positive,scheduled appointment,1,0.001712329,0,0.269497
u_Gc_positive2.gml,positive,meningococcal disease symptoms,4,0.006849315,0.006154855,0.192930294
u_Gc_positive2.gml,positive,Netherlands Reformed Congregation,2,0.003424658,0,0.252813853
u_Gc_positive2.gml,positive,immune protection,3,0.005136986,0.005402969,0.264492754
u_Gc_positive2.gml,positive,environmental trigger,2,0.003424658,0.000628203,0.21930154
u_Gc_positive2.gml,positive,time,1,0.001712329,0,0.23797881
u_Gc_positive2.gml,positive,overseas,3,0.005136986,0.001081712,0.228303362
u_Gc_positive2.gml,positive,Tdap vaccine,9,0.015410959,0.026271339,0.287118977
u_Gc_negative2.gml,negative,ACIP,1,0.000877963,0,0.164690573
u_Gc_negative2.gml,negative,ACIP's rotavirus use recommendation,1,0.000877963,0,0.206752587
u_Gc_negative2.gml,negative,ADHD,1,0.000877963,0,0.252382008
u_Gc_negative2.gml,negative,AIDS,1,0.000877963,0,0.195603641
u_Gc_negative2.gml,negative,African American males,2,0.001755926,0,0.245845025
u_Gc_negative2.gml,negative,African women,3,0.002633889,0.002624737,0.265997198
u_Gc_negative2.gml,negative,African-American children,1,0.000877963,0,0.227936762
u_Gc_negative2.gml,negative,Alysia Osoff,6,0.005267779,0.00627205,0.210380495
u_Gc_negative2.gml,negative,America,2,0.001755926,0.003508767,0.183591231
u_Gc_negative2.gml,negative,American Academy of Pediatrics,2,0.001755926,0.00054964,0.258276644
u_Gc_negative2.gml,negative,American Nursing Association's Code of Ethics,2,0.001755926,0.000977563,0.224256743
u_Gc_negative2.gml,negative,Americans,7,0.006145742,0.005738145,0.277263875
u_Gc_negative2.gml,negative,Amish,2,0.001755926,0.001755926,0.168940967
u_Gc_negative2.gml,negative,Andrew Wakefield,1,0.000877963,0,0.232496428
u_Gc_negative2.gml,negative,Apartheid,1,0.000877963,0,0.175690267
u_Gc_negative2.gml,negative,Attkisson's website,2,0.001755926,0.000877192,0.18385795
u_Gc_negative2.gml,negative,Australia,1,0.000877963,0,0.21720061
u_Gc_negative2.gml,negative,Baby Boom,2,0.001755926,0,0.242340426
u_Gc_negative2.gml,negative,Baby Boomers,5,0.004389816,0.008895596,0.253901025
u_Gc_negative2.gml,negative,Baker College nursing school,3,0.002633889,0.003212786,0.190086782
u_Gc_negative2.gml,negative,Baker College nursing school instructors,6,0.005267779,0.00483737,0.226802071
u_Gc_negative2.gml,negative,Bell's Palsy,1,0.000877963,0,0.21720061
u_Gc_negative2.gml,negative,Big Pharma,12,0.010535558,0.014232318,0.28835443
u_Gc_negative2.gml,negative,Big Tobacco,2,0.001755926,0.000241317,0.248907343
u_Gc_negative2.gml,negative,Bill of Rights,1,0.000877963,0,0.175690267
u_Gc_negative2.gml,negative,Brian Hooker,1,0.000877963,0,0.209259599
u_Gc_negative2.gml,negative,Bruesewitz v. Wyeth,2,0.001755926,0.003508767,0.246964441
u_Gc_negative2.gml,negative,Bush Administration,2,0.001755926,6.31E-05,0.225992063
u_Gc_negative2.gml,negative,CDC,60,0.052677788,0.127408409,0.319674432
u_Gc_negative2.gml,negative,CDC and Big Pharma,3,0.002633889,0.000116276,0.223202038
u_Gc_negative2.gml,negative,CDC documents,3,0.002633889,0.002312275,0.264576074
u_Gc_negative2.gml,negative,CDC published warnings,1,0.000877963,0,0.204561782
u_Gc_negative2.gml,negative,CDC scientific fraud,1,0.000877963,0,0.242288875
u_Gc_negative2.gml,negative,CDC study,2,0.001755926,0.00045538,0.228760795
u_Gc_negative2.gml,negative,CDC website,8,0.007023705,0.004696881,0.253392659
u_Gc_negative2.gml,negative,CDC whistleblower,2,0.001755926,0.000448874,0.259394215
u_Gc_negative2.gml,negative,CNN,1,0.000877963,0,0.176425031
u_Gc_negative2.gml,negative,California Governor Jerry Brown,1,0.000877963,0,0.178582628
u_Gc_negative2.gml,negative,California government,8,0.007023705,0.004763312,0.272422865
u_Gc_negative2.gml,negative,California's vaccine violence,1,0.000877963,0,0.235039208
u_Gc_negative2.gml,negative,Children's Hospital,2,0.001755926,0.001755926,0.20883755
u_Gc_negative2.gml,negative,Chocks,3,0.002633889,0.00351031,0.201914554
u_Gc_negative2.gml,negative,Civil War,1,0.000877963,0,0.19891722
u_Gc_negative2.gml,negative,Codename Artichoke,1,0.000877963,0,0.178052212
u_Gc_negative2.gml,negative,Congress,3,0.002633889,0.002549878,0.247932085
u_Gc_negative2.gml,negative,Connie Smith,2,0.001755926,3.09E-06,0.161285755
u_Gc_negative2.gml,negative,Constitution,1,0.000877963,0,0.175690267
u_Gc_negative2.gml,negative,Crystal Downing,2,0.001755926,1.05E-05,0.22150914
u_Gc_negative2.gml,negative,DNA,2,0.001755926,0.001345317,0.225366047
u_Gc_negative2.gml,negative,DNA virus,1,0.000877963,0,0.218073904
u_Gc_negative2.gml,negative,Disney,1,0.000877963,0,0.18721236
u_Gc_negative2.gml,negative,Disneyland measles outbreak,3,0.002633889,0.002301871,0.210497135
u_Gc_negative2.gml,negative,Dr. Paul Offit,16,0.01404741,0.015899039,0.260581103
u_Gc_negative2.gml,negative,Dr. Suzanne Humphries,1,0.000877963,0,0.263779528
u_Gc_negative2.gml,negative,Dr. William Thompson,2,0.001755926,4.65E-05,0.18025004
u_Gc_negative2.gml,negative,Eli Lily drug company reps,2,0.001755926,0.001755926,0.138716356
u_Gc_negative2.gml,negative,Elmo,4,0.003511853,0.000111321,0.190404547
u_Gc_negative2.gml,negative,Europe,1,0.000877963,0,0.21720061
u_Gc_negative2.gml,negative,European Medicines Agency,1,0.000877963,0,0.172340747
u_Gc_negative2.gml,negative,European countries,1,0.000877963,0,0.172340747
u_Gc_negative2.gml,negative,Every Child by Two,2,0.001755926,0.001755926,0.246857391
u_Gc_negative2.gml,negative,FDA,7,0.006145742,0.0054379,0.258218091
u_Gc_negative2.gml,negative,FETCH.news,2,0.001755926,0.001755926,0.18385795
u_Gc_negative2.gml,negative,FLULAVAL,2,0.001755926,0.001755926,0.176043277
u_Gc_negative2.gml,negative,False Claims Act,3,0.002633889,0,0.226711783
u_Gc_negative2.gml,negative,First do no harm,2,0.001755926,0,0.187027915
u_Gc_negative2.gml,negative,Flinstones,1,0.000877963,0,0.168018882
u_Gc_negative2.gml,negative,Food and Drug Administration Modernization Act,2,0.001755926,0.000129924,0.24804007
u_Gc_negative2.gml,negative,For Profit Offit,1,0.000877963,0,0.206752587
u_Gc_negative2.gml,negative,Freedom of Information Act,1,0.000877963,0,0.227936762
u_Gc_negative2.gml,negative,French Canadian descent,1,0.000877963,0,0.158878505
u_Gc_negative2.gml,negative,Gardasil,16,0.01404741,0.027663506,0.23010101
u_Gc_negative2.gml,negative,Gardasil injuries,2,0.001755926,0.00012005,0.190883191
u_Gc_negative2.gml,negative,GlaxoSmithKine's Energix B,5,0.004389816,0.003737469,0.267496477
u_Gc_negative2.gml,negative,GlaxoSmithKline,2,0.001755926,0.001755926,0.172392917
u_Gc_negative2.gml,negative,Global Post,3,0.002633889,0.001161501,0.252605899
u_Gc_negative2.gml,negative,GoodGopher.com,2,0.001755926,0.003508767,0.183917326
u_Gc_negative2.gml,negative,Government Accounting Office,1,0.000877963,0,0.175123001
u_Gc_negative2.gml,negative,Guillain-Barre syndrome,1,0.000877963,0,0.21720061
u_Gc_negative2.gml,negative,Guillian-Barre Syndrome,1,0.000877963,0,0.20284951
u_Gc_negative2.gml,negative,HIV,1,0.000877963,0,0.208760997
u_Gc_negative2.gml,negative,Herpes Zoster,1,0.000877963,0,0.1807076
u_Gc_negative2.gml,negative,Hilleman,2,0.001755926,0.001755926,0.18397674
u_Gc_negative2.gml,negative,Hitler's minions,1,0.000877963,0,0.202452897
u_Gc_negative2.gml,negative,Hollywood celebrities,2,0.001755926,0.001755926,0.18189077
u_Gc_negative2.gml,negative,Homeland Security Bill,1,0.000877963,0,0.224168471
u_Gc_negative2.gml,negative,IRF1,1,0.000877963,0,0.179624665
u_Gc_negative2.gml,negative,IV drug abuse,1,0.000877963,0,0.195603641
u_Gc_negative2.gml,negative,International Business Times,4,0.003511853,0.010489268,0.25458203
u_Gc_negative2.gml,negative,Italian descent,1,0.000877963,0,0.158878505
u_Gc_negative2.gml,negative,Jenny McCarthy,3,0.002633889,0.005261607,0.182007031
u_Gc_negative2.gml,negative,Jim Carrey,7,0.006145742,0.003922486,0.263048499
u_Gc_negative2.gml,negative,Jimmy Kimmel,1,0.000877963,0,0.221984019
u_Gc_negative2.gml,negative,Josh Hadfield,2,0.001755926,0.003508767,0.180364212
u_Gc_negative2.gml,negative,Kennedy's death,1,0.000877963,0,0.182094325
u_Gc_negative2.gml,negative,Kennedy's first executive order,1,0.000877963,0,0.201771479
u_Gc_negative2.gml,negative,MCR-5,5,0.004389816,0.004777045,0.2
u_Gc_negative2.gml,negative,MMR,7,0.006145742,0.008672795,0.247501086
u_Gc_negative2.gml,negative,MRC-5 cells,2,0.001755926,0.001755926,0.158789907
u_Gc_negative2.gml,negative,MTHFR C677T defect,11,0.009657594,0.023007748,0.188857569
u_Gc_negative2.gml,negative,Matthew Downing,6,0.005267779,0.004718073,0.271902602
u_Gc_negative2.gml,negative,Merck,21,0.018437226,0.030796585,0.263779528
u_Gc_negative2.gml,negative,Merck scientists,1,0.000877963,0,0.155410015
u_Gc_negative2.gml,negative,Merck's RotaTeq vaccine,2,0.001755926,0.001755926,0.206827674
u_Gc_negative2.gml,negative,Mexican descent,1,0.000877963,0,0.158878505
