name,sentiment,node,degree,deg cent,bet cent,clo cent,eigen cent,central
u_Gc_positive2.gml,positive,meningitis,2,0.003424658,0.000248036,0.216136195,0.033134053,N
u_Gc_positive2.gml,positive,Cervarix,3,0.005136986,8.81E-06,0.222560976,0.032757915,N
u_Gc_positive2.gml,positive,MMR vaccine safety,3,0.005136986,0.005076687,0.22112836,0.032746302,N
u_Gc_positive2.gml,positive,carrier,4,0.006849315,0.006843441,0.221463785,0.031849317,N
u_Gc_positive2.gml,positive,measles vaccination,6,0.010273973,0.006513118,0.222900763,0.031106734,N
u_Gc_positive2.gml,positive,autism rate,2,0.003424658,0.000802409,0.237785016,0.030573189,N
u_Gc_positive2.gml,positive,HPV strains,3,0.005136986,8.05E-05,0.2253956,0.030199052,N
u_Gc_positive2.gml,positive,infection at multiple sites,1,0.001712329,0,0.215976331,0.029997377,N
u_Gc_positive2.gml,positive,preventing cancer,1,0.001712329,0,0.215976331,0.029997377,N
u_Gc_positive2.gml,positive,reduction in HPV,1,0.001712329,0,0.215976331,0.029997377,N
u_Gc_positive2.gml,positive,sex,1,0.001712329,0,0.215976331,0.029997377,N
u_Gc_positive2.gml,positive,women without previous HPV,1,0.001712329,0,0.215976331,0.029997377,N
u_Gc_positive2.gml,positive,populations,2,0.003424658,0.000251099,0.226884227,0.029819384,N
u_Gc_positive2.gml,positive,parents who choose to delay vaccination,2,0.003424658,0.000136237,0.226268888,0.029774016,N
u_Gc_positive2.gml,positive,conspiracy,5,0.008561644,0.013198493,0.230465667,0.029684047,N
u_Gc_positive2.gml,positive,Los Angeles County,1,0.001712329,0,0.227591582,0.029484395,N
u_Gc_positive2.gml,positive,preschoolers,1,0.001712329,0,0.227591582,0.029484395,N
u_Gc_positive2.gml,positive,California governor,2,0.003424658,2.26E-05,0.23817292,0.029342385,N
u_Gc_positive2.gml,positive,health care providers,2,0.003424658,3.13E-06,0.220627125,0.029261818,N
u_Gc_positive2.gml,positive,home-school,2,0.003424658,0.000116529,0.227325808,0.028774599,N
u_Gc_positive2.gml,positive,risk of mumps,1,0.001712329,0,0.231012658,0.02874785,N
u_Gc_positive2.gml,positive,risk of rubella,1,0.001712329,0,0.231012658,0.02874785,N
u_Gc_positive2.gml,positive,anyone,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,cases,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,confusion,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,early diagnosis,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,early treatment,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,healthy people,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,household,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,increased sensitivity to light,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,other meningococcal disease cases,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,random cases,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,rash,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,serogroups,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,vomiting,1,0.001712329,0,0.22112836,0.028673464,N
u_Gc_positive2.gml,positive,Early Childhood Australia,3,0.005136986,0.003424658,0.22324159,0.028040958,N
u_Gc_positive2.gml,positive,reasons,1,0.001712329,0,0.233413269,0.027984514,N
u_Gc_positive2.gml,positive,benefits,1,0.001712329,0,0.225656878,0.027825201,N
u_Gc_positive2.gml,positive,diarrhea deaths,1,0.001712329,0,0.225656878,0.027825201,N
u_Gc_positive2.gml,positive,long-term benefits,1,0.001712329,0,0.225656878,0.027825201,N
u_Gc_positive2.gml,positive,Merck,1,0.001712329,0,0.225656878,0.027825201,N
u_Gc_positive2.gml,positive,opportunistic infections,1,0.001712329,0,0.225656878,0.027825201,N
u_Gc_positive2.gml,positive,pneumonia deaths,1,0.001712329,0,0.225656878,0.027825201,N
u_Gc_positive2.gml,positive,sales,1,0.001712329,0,0.225656878,0.027825201,N
u_Gc_positive2.gml,positive,transient,1,0.001712329,0,0.225656878,0.027825201,N
u_Gc_positive2.gml,positive,CDC,4,0.006849315,0.024370874,0.230102443,0.027697544,N
u_Gc_positive2.gml,positive,findings,3,0.005136986,0.003641046,0.220961029,0.02764952,N
u_Gc_positive2.gml,positive,complications,1,0.001712329,0,0.232669323,0.027374633,N
u_Gc_positive2.gml,positive,opposed,4,0.006849315,0.003558296,0.211135213,0.027029739,N
u_Gc_positive2.gml,positive,non-medical reasons for exemption,2,0.003424658,0.000370808,0.231746032,0.026747547,N
u_Gc_positive2.gml,positive,prevention,2,0.003424658,0.006837567,0.227060653,0.026509235,N
u_Gc_positive2.gml,positive,issue,2,0.003424658,0.00032163,0.227591582,0.025963185,N
u_Gc_positive2.gml,positive,ideas,3,0.005136986,0.003447072,0.226444358,0.025293987,N
u_Gc_positive2.gml,positive,vaccinated students,2,0.003424658,0,0.233880657,0.02512809,N
u_Gc_positive2.gml,positive,polio vaccine opposition,9,0.015410959,0.030964016,0.19993153,0.025018849,N
u_Gc_positive2.gml,positive,myth,4,0.006849315,0.007121876,0.217666791,0.024752083,N
u_Gc_positive2.gml,positive,MMR vaccine does not cause autism,3,0.005136986,0.017806647,0.221631879,0.024742739,N
u_Gc_positive2.gml,positive,children with neurodevelopmental issues,2,0.003424658,0.002193521,0.22992126,0.023545438,N
u_Gc_positive2.gml,positive,immune amnesia,3,0.005136986,0.003644798,0.230374753,0.02347635,N
u_Gc_positive2.gml,positive,lower rate of autism in vaccinated children,2,0.003424658,0,0.225744105,0.023324898,N
u_Gc_positive2.gml,positive,fast,1,0.001712329,0,0.23083004,0.022690259,N
u_Gc_positive2.gml,positive,environmental trigger,2,0.003424658,0.000628203,0.21930154,0.021996792,N
u_Gc_positive2.gml,positive,headache,2,0.003424658,0.006068247,0.230465667,0.021547857,N
u_Gc_positive2.gml,positive,promising news,3,0.005136986,0.003529437,0.217423678,0.021031035,N
u_Gc_positive2.gml,positive,vaccine delivery,2,0.003424658,8.37E-05,0.215498155,0.02086287,N
u_Gc_positive2.gml,positive,flu shots,3,0.005136986,0.003424658,0.218808543,0.020599705,N
u_Gc_positive2.gml,positive,body,1,0.001712329,0,0.224529027,0.020368222,N
u_Gc_positive2.gml,positive,vaccine,2,0.003424658,0.000216827,0.22332696,0.020328432,N
u_Gc_positive2.gml,positive,variety of medical conditions,1,0.001712329,0,0.222222222,0.020201821,N
u_Gc_positive2.gml,positive,vaccines cause autism,2,0.003424658,0.00053253,0.226268888,0.020194578,N
u_Gc_positive2.gml,positive,at-risk unvaccinated children,1,0.001712329,0,0.216136195,0.019334924,N
u_Gc_positive2.gml,positive,at-risk vaccinated children,1,0.001712329,0,0.216136195,0.019334924,N
u_Gc_positive2.gml,positive,children without autistic sibling,1,0.001712329,0,0.216136195,0.019334924,N
u_Gc_positive2.gml,positive,mothers with pregnancy-related diabetes,1,0.001712329,0,0.216136195,0.019334924,N
u_Gc_positive2.gml,positive,vaccine debate,3,0.005136986,0.001923341,0.225656878,0.019063803,N
u_Gc_positive2.gml,positive,women,4,0.006849315,0.006868767,0.199521695,0.019015619,N
u_Gc_positive2.gml,positive,arm,1,0.001712329,0,0.228392648,0.018817833,N
u_Gc_positive2.gml,positive,daily activities,1,0.001712329,0,0.228392648,0.018817833,N
u_Gc_positive2.gml,positive,hardness of the skin,1,0.001712329,0,0.228392648,0.018817833,N
u_Gc_positive2.gml,positive,mild,1,0.001712329,0,0.228392648,0.018817833,N
u_Gc_positive2.gml,positive,pain,1,0.001712329,0,0.228392648,0.018817833,N
u_Gc_positive2.gml,positive,run down feeling,1,0.001712329,0,0.228392648,0.018817833,N
u_Gc_positive2.gml,positive,swelling,1,0.001712329,0,0.228392648,0.018817833,N
u_Gc_positive2.gml,positive,tenderness,1,0.001712329,0,0.228392648,0.018817833,N
u_Gc_positive2.gml,positive,private schools,2,0.003424658,0.003424658,0.213528336,0.018744255,N
u_Gc_positive2.gml,positive,Waldorf School of Princeton,2,0.003424658,0.003424658,0.213528336,0.018744255,N
u_Gc_positive2.gml,positive,large,1,0.001712329,0,0.215180545,0.018579234,N
u_Gc_positive2.gml,positive,observational,1,0.001712329,0,0.215180545,0.018579234,N
u_Gc_positive2.gml,positive,results,1,0.001712329,0,0.215180545,0.018579234,N
u_Gc_positive2.gml,positive,vaccine fear,1,0.001712329,0,0.215418665,0.018507666,N
u_Gc_positive2.gml,positive,abnormal cells,1,0.001712329,0,0.215101289,0.01809009,N
u_Gc_positive2.gml,positive,girls who received Gardasil,1,0.001712329,0,0.215101289,0.01809009,N
u_Gc_positive2.gml,positive,unvaccinated workers,2,0.003424658,0.000237973,0.221295945,0.017549519,N
u_Gc_positive2.gml,positive,allergies,1,0.001712329,0,0.219219219,0.017536817,N
u_Gc_positive2.gml,positive,immune system disorder,1,0.001712329,0,0.219219219,0.017536817,N
u_Gc_positive2.gml,positive,HPV vaccine benefits,3,0.005136986,0.001685048,0.205996473,0.017229834,N
u_Gc_positive2.gml,positive,miscarriage,2,0.003424658,0,0.213997801,0.01700819,N
u_Gc_positive2.gml,positive,answers,1,0.001712329,0,0.221716021,0.016848804,N
u_Gc_positive2.gml,positive,reassurance,3,0.005136986,0.003876607,0.212209302,0.01661528,N
u_Gc_positive2.gml,positive,Jill Hennessy,2,0.003424658,0.003424658,0.223071047,0.016570392,N
u_Gc_positive2.gml,positive,free vaccine,1,0.001712329,0,0.218890555,0.016496672,N
u_Gc_positive2.gml,positive,revaccinated,1,0.001712329,0,0.218890555,0.016496672,N
u_Gc_positive2.gml,positive,high vaccination rates,3,0.005136986,0.006843441,0.209169054,0.016053071,N
u_Gc_positive2.gml,positive,ages 14 to 17,1,0.001712329,0,0.217342761,0.015874002,N
u_Gc_positive2.gml,positive,caregivers,1,0.001712329,0,0.223156286,0.015828243,N
u_Gc_positive2.gml,positive,tetanus/diphtheria/pertussis,1,0.001712329,0,0.223156286,0.015828243,N
u_Gc_positive2.gml,positive,non-judgmental environment,1,0.001712329,0,0.222900763,0.015162138,N
u_Gc_positive2.gml,positive,government rebates,1,0.001712329,0,0.213294375,0.014915012,N
u_Gc_positive2.gml,positive,risk to pregnant women,1,0.001712329,0,0.213294375,0.014915012,N
u_Gc_positive2.gml,positive,triple hit,3,0.005136986,0.003448154,0.211901306,0.014610725,N
u_Gc_positive2.gml,positive,decline in vaccination rates,2,0.003424658,0.003424658,0.211287988,0.014498324,N
u_Gc_positive2.gml,positive,Dr. Mark Schleiss,3,0.005136986,0.003600301,0.206798867,0.014016734,N
u_Gc_positive2.gml,positive,important message,1,0.001712329,0,0.20753376,0.013692306,N
u_Gc_positive2.gml,positive,hesitant parents,2,0.003424658,0.006837567,0.217585693,0.013654788,N
u_Gc_positive2.gml,positive,2014-2015 FLULAVAL QUADRIVALENT flu vaccine,6,0.010273973,0.018543877,0.188508715,0.013424179,N
u_Gc_positive2.gml,positive,fever,2,0.003424658,0.003128268,0.212905578,0.01322063,N
u_Gc_positive2.gml,positive,childcare services,1,0.001712329,0,0.208869814,0.013125933,N
u_Gc_positive2.gml,positive,adult vaccination program,2,0.003424658,0.003424658,0.207018788,0.013118688,N
u_Gc_positive2.gml,positive,computer models,1,0.001712329,0,0.217181108,0.013112338,N
u_Gc_positive2.gml,positive,data,1,0.001712329,0,0.217181108,0.013112338,N
u_Gc_positive2.gml,positive,India,1,0.001712329,0,0.213216502,0.012454676,N
u_Gc_positive2.gml,positive,Nepal,1,0.001712329,0,0.213216502,0.012454676,N
u_Gc_positive2.gml,positive,hepatitis A vaccine,4,0.006849315,0.017011678,0.190600522,0.012404163,N
u_Gc_positive2.gml,positive,Colorado,2,0.003424658,2.71E-05,0.193633952,0.012392646,N
u_Gc_positive2.gml,positive,Libya,2,0.003424658,2.71E-05,0.193633952,0.012392646,N
u_Gc_positive2.gml,positive,Ohio,2,0.003424658,2.71E-05,0.193633952,0.012392646,N
u_Gc_positive2.gml,positive,Tanzania,2,0.003424658,2.71E-05,0.193633952,0.012392646,N
u_Gc_positive2.gml,positive,vaccine benefits,1,0.001712329,0,0.210830325,0.012385944,N
u_Gc_positive2.gml,positive,recommended vaccines,2,0.003424658,0.000358689,0.205489092,0.012298934,N
u_Gc_positive2.gml,positive,gift from God,1,0.001712329,0,0.208273894,0.012267162,N
u_Gc_positive2.gml,positive,make plans ahead of time,1,0.001712329,0,0.217261905,0.011911281,N
u_Gc_positive2.gml,positive,thimerosal is safe,1,0.001712329,0,0.204267226,0.011765642,N
u_Gc_positive2.gml,positive,vaccines are effective,1,0.001712329,0,0.204267226,0.011765642,N
u_Gc_positive2.gml,positive,vaccines are safe,1,0.001712329,0,0.204267226,0.011765642,N
u_Gc_positive2.gml,positive,German measles,1,0.001712329,0,0.206872122,0.011701268,N
u_Gc_positive2.gml,positive,new transmission,1,0.001712329,0,0.206872122,0.011701268,N
u_Gc_positive2.gml,positive,severe symptoms,1,0.001712329,0,0.206872122,0.011701268,N
u_Gc_positive2.gml,positive,Western Hemisphere,1,0.001712329,0,0.206872122,0.011701268,N
u_Gc_positive2.gml,positive,sibling with autism,1,0.001712329,0,0.211135213,0.011498316,N
u_Gc_positive2.gml,positive,Victorian government,1,0.001712329,0,0.211211573,0.011419897,N
u_Gc_positive2.gml,positive,"Sydney, Australia",1,0.001712329,0,0.215180545,0.011367169,N
u_Gc_positive2.gml,positive,vaccination policy,1,0.001712329,0,0.214469335,0.011311512,N
u_Gc_positive2.gml,positive,alternative explanation,1,0.001712329,0,0.208571429,0.011293039,N
u_Gc_positive2.gml,positive,unlikely,1,0.001712329,0,0.208571429,0.011293039,N
u_Gc_positive2.gml,positive,resources,2,0.003424658,0.001835922,0.205923836,0.011277457,N
u_Gc_positive2.gml,positive,11-18 year olds,1,0.001712329,0,0.202356202,0.011270921,N
u_Gc_positive2.gml,positive,preteens,2,0.003424658,0,0.202356202,0.011270921,N
u_Gc_positive2.gml,positive,serogroup B,1,0.001712329,0,0.202356202,0.011270921,N
u_Gc_positive2.gml,positive,serogroup C,1,0.001712329,0,0.202356202,0.011270921,N
u_Gc_positive2.gml,positive,serogroup Y,1,0.001712329,0,0.202356202,0.011270921,N
u_Gc_positive2.gml,positive,one child,1,0.001712329,0,0.202637058,0.011236567,N
u_Gc_positive2.gml,positive,elite list,1,0.001712329,0,0.209243999,0.01108877,N
u_Gc_positive2.gml,positive,smallpox,1,0.001712329,0,0.209243999,0.01108877,N
u_Gc_positive2.gml,positive,colleges,1,0.001712329,0,0.204481793,0.010724384,N
u_Gc_positive2.gml,positive,prisons,1,0.001712329,0,0.204481793,0.010724384,N
u_Gc_positive2.gml,positive,expected,1,0.001712329,0,0.210223182,0.010490605,N
u_Gc_positive2.gml,positive,normal,1,0.001712329,0,0.210223182,0.010490605,N
u_Gc_positive2.gml,positive,fraud,2,0.003424658,0.010238727,0.196170642,0.010162672,N
u_Gc_positive2.gml,positive,sterilize Muslims,2,0.003424658,0,0.187962665,0.01014426,N
u_Gc_positive2.gml,positive,NIH,4,0.006849315,0.01025635,0.195973154,0.010109669,N
u_Gc_positive2.gml,positive,medical conditions,1,0.001712329,0,0.196765499,0.010096286,N
u_Gc_positive2.gml,positive,celebrities,2,0.003424658,0.003424658,0.205996473,0.009937865,N
u_Gc_positive2.gml,positive,one dose Gardasil,1,0.001712329,0,0.191915872,0.009896047,N
u_Gc_positive2.gml,positive,three doses Gardasil,1,0.001712329,0,0.191915872,0.009896047,N
u_Gc_positive2.gml,positive,insurance claims,1,0.001712329,0,0.210906464,0.009862128,N
u_Gc_positive2.gml,positive,Journal of the American Medical Association,1,0.001712329,0,0.210906464,0.009862128,N
u_Gc_positive2.gml,positive,vaccine campaign,2,0.003424658,0,0.207312744,0.00951756,N
u_Gc_positive2.gml,positive,meningococcal disease symptoms,4,0.006849315,0.006154855,0.192930294,0.009503598,N
u_Gc_positive2.gml,positive,government policy,2,0.003424658,0.003149977,0.195187166,0.009367816,N
u_Gc_positive2.gml,positive,vaccination of pregnant women,1,0.001712329,0,0.202707393,0.009092484,N
u_Gc_positive2.gml,positive,whooping cough vaccine,1,0.001712329,0,0.202707393,0.009092484,N
u_Gc_positive2.gml,positive,best-sellers,1,0.001712329,0,0.205851251,0.008567702,N
u_Gc_positive2.gml,positive,what we already knew,3,0.005136986,0.003517323,0.18170504,0.008507926,N
u_Gc_positive2.gml,positive,senators,1,0.001712329,0,0.209094164,0.008490403,N
u_Gc_positive2.gml,positive,minority views,2,0.003424658,0,0.192866579,0.008385346,N
u_Gc_positive2.gml,positive,opponent of sanity-oriented legislation,2,0.003424658,0,0.192866579,0.008385346,N
u_Gc_positive2.gml,positive,Senator Rand Paul,2,0.003424658,0.003424658,0.191852825,0.008281329,N
u_Gc_positive2.gml,positive,Gardasil 4,1,0.001712329,0,0.191224623,0.00827417,N
u_Gc_positive2.gml,positive,Gardasil 9,1,0.001712329,0,0.191224623,0.00827417,N
u_Gc_positive2.gml,positive,unethical,1,0.001712329,0,0.208496965,0.008098401,N
u_Gc_positive2.gml,positive,debunked,1,0.001712329,0,0.195776064,0.00805757,N
u_Gc_positive2.gml,positive,ill effects,1,0.001712329,0,0.195776064,0.00805757,N
u_Gc_positive2.gml,positive,retracted,1,0.001712329,0,0.195776064,0.00805757,N
u_Gc_positive2.gml,positive,vast amounts of money,1,0.001712329,0,0.195776064,0.00805757,N
u_Gc_positive2.gml,positive,vast amounts of time,1,0.001712329,0,0.195776064,0.00805757,N
u_Gc_positive2.gml,positive,neighbors,1,0.001712329,0,0.198033232,0.00797737,N
u_Gc_positive2.gml,positive,social media,1,0.001712329,0,0.198033232,0.00797737,N
u_Gc_positive2.gml,positive,aborted fetuses,3,0.005136986,0.002273315,0.160307439,0.007899615,N
u_Gc_positive2.gml,positive,Catholic parents,3,0.005136986,0.002273315,0.160307439,0.007899615,N
u_Gc_positive2.gml,positive,cultured cells,3,0.005136986,0.002273315,0.160307439,0.007899615,N
u_Gc_positive2.gml,positive,rubella outbreak,1,0.001712329,0,0.209169054,0.007730972,N
u_Gc_positive2.gml,positive,presidential candidates,2,0.003424658,0.000228767,0.197363974,0.007716702,N
u_Gc_positive2.gml,positive,social issues,2,0.003424658,0.010238727,0.166952544,0.0074316,N
u_Gc_positive2.gml,positive,rubella vaccine,3,0.005136986,5.87E-06,0.13832307,0.00739362,N
u_Gc_positive2.gml,positive,varicella vaccine,3,0.005136986,5.87E-06,0.13832307,0.00739362,N
u_Gc_positive2.gml,positive,Americans,1,0.001712329,0,0.198033232,0.007384118,N
u_Gc_positive2.gml,positive,backfire,1,0.001712329,0,0.198033232,0.007384118,N
u_Gc_positive2.gml,positive,democrat,1,0.001712329,0,0.198033232,0.007384118,N
u_Gc_positive2.gml,positive,strong-arm tactics,1,0.001712329,0,0.198033232,0.007384118,N
u_Gc_positive2.gml,positive,childcare benefits,1,0.001712329,0,0.193955497,0.007190368,N
u_Gc_positive2.gml,positive,childcare rebate,1,0.001712329,0,0.193955497,0.007190368,N
u_Gc_positive2.gml,positive,conscientious objectors,1,0.001712329,0,0.193955497,0.007190368,N
u_Gc_positive2.gml,positive,family tax benefit,1,0.001712329,0,0.193955497,0.007190368,N
u_Gc_positive2.gml,positive,met the bar,1,0.001712329,0,0.193955497,0.007190368,N
u_Gc_positive2.gml,positive,tax benefits,1,0.001712329,0,0.193955497,0.007190368,N
u_Gc_positive2.gml,positive,National Institutes of Health,1,0.001712329,0,0.194601799,0.007081699,N
u_Gc_positive2.gml,positive,projects,1,0.001712329,0,0.194601799,0.007081699,N
u_Gc_positive2.gml,positive,universities,1,0.001712329,0,0.194601799,0.007081699,N
u_Gc_positive2.gml,positive,unconscionable,1,0.001712329,0,0.196038939,0.007061951,N
u_Gc_positive2.gml,positive,Muslim leaders,1,0.001712329,0,0.19160105,0.006869963,N
u_Gc_positive2.gml,positive,vaccines cause neurological problems,1,0.001712329,0,0.194926569,0.006832024,N
u_Gc_positive2.gml,positive,variation,2,0.003424658,0.003932153,0.199045671,0.006812446,N
u_Gc_positive2.gml,positive,unvaccinated high-risk children,1,0.001712329,0,0.20013708,0.006741661,N
u_Gc_positive2.gml,positive,Catholic Church,1,0.001712329,0,0.196898179,0.006465554,N
u_Gc_positive2.gml,positive,prohibits vaccinating members,1,0.001712329,0,0.199045671,0.006463974,N
u_Gc_positive2.gml,positive,influenza,2,0.003424658,0.000744261,0.168009206,0.00632266,N
u_Gc_positive2.gml,positive,true cause of autism,1,0.001712329,0,0.203768318,0.006310232,N
u_Gc_positive2.gml,positive,commitment,1,0.001712329,0,0.192802905,0.006202855,N
u_Gc_positive2.gml,positive,true-believer cohort,1,0.001712329,0,0.192802905,0.006202855,N
u_Gc_positive2.gml,positive,Institute of Medicine,2,0.003424658,0.010238727,0.181818182,0.005974443,N
u_Gc_positive2.gml,positive,anus,1,0.001712329,0,0.17804878,0.005923263,N
u_Gc_positive2.gml,positive,cervix,1,0.001712329,0,0.17804878,0.005923263,N
u_Gc_positive2.gml,positive,mouth,1,0.001712329,0,0.17804878,0.005923263,N
u_Gc_positive2.gml,positive,deafness,1,0.001712329,0,0.186700767,0.005885271,N
u_Gc_positive2.gml,positive,loss of limb,1,0.001712329,0,0.186700767,0.005885271,N
u_Gc_positive2.gml,positive,nervous system problems,1,0.001712329,0,0.186700767,0.005885271,N
u_Gc_positive2.gml,positive,state vaccination rates,3,0.005136986,0.003645723,0.175956613,0.005797327,N
u_Gc_positive2.gml,positive,mortality rate decrease,1,0.001712329,0,0.190662749,0.00572985,N
u_Gc_positive2.gml,positive,brain development,1,0.001712329,0,0.19557937,0.0057156,N
u_Gc_positive2.gml,positive,role,1,0.001712329,0,0.19557937,0.0057156,N
u_Gc_positive2.gml,positive,epidemiologist,1,0.001712329,0,0.185809736,0.005684424,N
u_Gc_positive2.gml,positive,Johns Hopkins University,1,0.001712329,0,0.185809736,0.005684424,N
u_Gc_positive2.gml,positive,booster dose,1,0.001712329,0,0.1861058,0.005581763,N
u_Gc_positive2.gml,positive,GlaxoSmithKline,2,0.003424658,0.001709392,0.158738788,0.005386043,N
u_Gc_positive2.gml,positive,vaccine potency,2,0.003424658,0.001709392,0.158738788,0.005386043,N
u_Gc_positive2.gml,positive,Afghanistan,1,0.001712329,0,0.166666667,0.005333479,N
u_Gc_positive2.gml,positive,Nigeria,1,0.001712329,0,0.166666667,0.005333479,N
u_Gc_positive2.gml,positive,Pakistan,1,0.001712329,0,0.166666667,0.005333479,N
u_Gc_positive2.gml,positive,political issues,1,0.001712329,0,0.166666667,0.005333479,N
u_Gc_positive2.gml,positive,theological issues,1,0.001712329,0,0.166666667,0.005333479,N
u_Gc_positive2.gml,positive,approval,1,0.001712329,0,0.193955497,0.005215498,N
u_Gc_positive2.gml,positive,supporters,1,0.001712329,0,0.193955497,0.005215498,N
u_Gc_positive2.gml,positive,Andrew Wakefield,3,0.005136986,0.006843441,0.164229471,0.005179527,N
u_Gc_positive2.gml,positive,age 26,1,0.001712329,0,0.18136646,0.005128526,N
u_Gc_positive2.gml,positive,small nudges,1,0.001712329,0,0.182329067,0.005075504,N
u_Gc_positive2.gml,positive,children with autism,3,0.005136986,0.006843441,0.14324258,0.005021769,N
u_Gc_positive2.gml,positive,mumps vaccine,1,0.001712329,0,0.189980481,0.005010542,N
u_Gc_positive2.gml,positive,prophylaxis,1,0.001712329,0,0.194926569,0.004928546,N
u_Gc_positive2.gml,positive,Dr. Bill Adams,2,0.003424658,0.003424658,0.185220425,0.004915895,N
u_Gc_positive2.gml,positive,education,1,0.001712329,0,0.193826751,0.004842376,N
u_Gc_positive2.gml,positive,Arizona Department of Health Services,1,0.001712329,0,0.189795255,0.004807888,N
u_Gc_positive2.gml,positive,fluke,1,0.001712329,0,0.189795255,0.004807888,N
u_Gc_positive2.gml,positive,good news,1,0.001712329,0,0.189795255,0.004807888,N
u_Gc_positive2.gml,positive,magnitude of benefits,1,0.001712329,0,0.184110971,0.004789825,N
u_Gc_positive2.gml,positive,vaccines do not cause autism,3,0.005136986,0.006843441,0.154049064,0.004762302,N
u_Gc_positive2.gml,positive,bacteria,1,0.001712329,0,0.18136646,0.004618057,N
u_Gc_positive2.gml,positive,symptoms,2,0.003424658,0,0.18136646,0.004618057,N
u_Gc_positive2.gml,positive,controversy,1,0.001712329,0,0.186521878,0.004450093,N
u_Gc_positive2.gml,positive,absolute objection,1,0.001712329,0,0.174380412,0.004131827,N
u_Gc_positive2.gml,positive,false concerns,1,0.001712329,0,0.178812002,0.004060147,N
u_Gc_positive2.gml,positive,Senator Jeff Stone,1,0.001712329,0,0.178812002,0.004060147,N
u_Gc_positive2.gml,positive,field,1,0.001712329,0,0.181029138,0.00405964,N
u_Gc_positive2.gml,positive,flu vaccine recall,2,0.003424658,2.94E-06,0.137089202,0.003978094,N
u_Gc_positive2.gml,positive,early childcare advocacy group,1,0.001712329,0,0.182557049,0.003896127,N
u_Gc_positive2.gml,positive,pediatricians,2,0.003424658,0.003424658,0.178866769,0.003866434,N
u_Gc_positive2.gml,positive,virus,1,0.001712329,0,0.184693232,0.003628153,N
u_Gc_positive2.gml,positive,reduced effectiveness,1,0.001712329,0,0.15865254,0.003592635,N
u_Gc_positive2.gml,positive,safety concern,1,0.001712329,0,0.15865254,0.003592635,N
u_Gc_positive2.gml,positive,testing,1,0.001712329,0,0.187299551,0.003587967,N
u_Gc_positive2.gml,positive,Pan American Health Organization,1,0.001712329,0,0.178647905,0.003540493,N
u_Gc_positive2.gml,positive,one dose of vaccine,1,0.001712329,0,0.166381766,0.003530406,N
u_Gc_positive2.gml,positive,three-dose course,1,0.001712329,0,0.166381766,0.003530406,N
u_Gc_positive2.gml,positive,siblings,1,0.001712329,0,0.175112444,0.003177216,N
u_Gc_positive2.gml,positive,employees,1,0.001712329,0,0.179581796,0.003157427,N
u_Gc_positive2.gml,positive,partners,1,0.001712329,0,0.173037037,0.003064804,N
u_Gc_positive2.gml,positive,programs,1,0.001712329,0,0.173037037,0.003064804,N
u_Gc_positive2.gml,positive,public schools,1,0.001712329,0,0.176009644,0.002965062,N
u_Gc_positive2.gml,positive,tuition,1,0.001712329,0,0.176009644,0.002965062,N
u_Gc_positive2.gml,positive,University of Minnesota,1,0.001712329,0,0.171411799,0.002853524,N
u_Gc_positive2.gml,positive,theory,1,0.001712329,0,0.174902665,0.002838192,N
u_Gc_positive2.gml,positive,behavioral interventions,1,0.001712329,0,0.16390682,0.002760975,N
u_Gc_positive2.gml,positive,genetic risk factors for ASD,1,0.001712329,0,0.16390682,0.002760975,N
u_Gc_positive2.gml,positive,pharmacological interventions,1,0.001712329,0,0.16390682,0.002760975,N
u_Gc_positive2.gml,positive,Victoria's health minister,1,0.001712329,0,0.182442987,0.002753973,N
u_Gc_positive2.gml,positive,stiff neck,1,0.001712329,0,0.161772853,0.002730025,N
u_Gc_positive2.gml,positive,Caribbean,1,0.001712329,0,0.171562867,0.002687666,N
u_Gc_positive2.gml,positive,resurgence in potentially fatal childhood infectious diseases,1,0.001712329,0,0.174484613,0.002604479,N
u_Gc_positive2.gml,positive,MMR vaccine doesn't trigger autism,1,0.001712329,0,0.153805636,0.002401425,N
u_Gc_positive2.gml,positive,careers,1,0.001712329,0,0.170860152,0.002208208,N
u_Gc_positive2.gml,positive,part of the story,1,0.001712329,0,0.149666838,0.002177448,N
u_Gc_positive2.gml,positive,former gastroenterologist,1,0.001712329,0,0.141096883,0.002105102,N
u_Gc_positive2.gml,positive,shame,1,0.001712329,0,0.141096883,0.002105102,N
