,u,v,adamic_adar
43947,withholding vaccines,vaccinated,0.333808200695
43997,withholding vaccines,parental responsibility,0.333808200695
44008,withholding vaccines,anti-vaccination,0.558110626551
44031,withholding vaccines,Jain study,0.480898346963
44050,withholding vaccines,unlikely,0.480898346963
44054,withholding vaccines,MMR vaccine,0.333808200695
44059,withholding vaccines,birth defects,0.333808200695
44082,withholding vaccines,disease,0.333808200695
44108,withholding vaccines,genetic predisposition,0.333808200695
44126,withholding vaccines,vaccine refusal,0.558110626551
44137,withholding vaccines,vaccines,0.333808200695
44154,withholding vaccines,vaccine-autism link,0.333808200695
44180,withholding vaccines,measles,0.333808200695
44240,withholding vaccines,parents,0.333808200695
44253,withholding vaccines,JAMA study,0.333808200695
44262,withholding vaccines,vaccine delay,0.891918827247
44274,withholding vaccines,measles vaccine,0.333808200695
44275,withholding vaccines,developmental disability,0.333808200695
44304,withholding vaccines,health benefits,0.480898346963
44310,withholding vaccines,early education,0.333808200695
44333,withholding vaccines,health care,0.333808200695
44337,withholding vaccines,autism,0.814706547658
44344,withholding vaccines,vaccine requirements,0.333808200695
44402,children with autistic sibling,challenge,0.333808200695
44432,children with autistic sibling,severity,0.333808200695
44436,children with autistic sibling,genetic component,0.333808200695
44508,children with autistic sibling,anti-vaccination,0.333808200695
44519,children with autistic sibling,at-risk unvaccinated children,0.389871245251
44552,children with autistic sibling,protective effect of vaccines,0.333808200695
44555,children with autistic sibling,MMR vaccine,0.723679445947
44576,children with autistic sibling,environmental factors,0.333808200695
44581,children with autistic sibling,at-risk vaccinated children,0.389871245251
44608,children with autistic sibling,genetic predisposition,0.333808200695
44627,children with autistic sibling,vaccine refusal,0.389871245251
44635,children with autistic sibling,vaccinated children and unvaccinated children,0.723679445947
44638,children with autistic sibling,vaccines,0.333808200695
44679,children with autistic sibling,families,0.333808200695
44685,children with autistic sibling,evidence,0.389871245251
44724,children with autistic sibling,harmful association,0.333808200695
44729,children with autistic sibling,unvaccinated children,0.389871245251
44741,children with autistic sibling,parents,0.333808200695
44760,children with autistic sibling,children at higher risk for autism,0.723679445947
44772,children with autistic sibling,vaccinated children,0.723679445947
44797,children with autistic sibling,mothers with pregnancy-related diabetes,0.389871245251
44807,children with autistic sibling,vaccination,0.389871245251
45029,Institute of Medicine,Jain study,0.910239226627
45115,Institute of Medicine,Federal Circuit,0.910239226627
45186,Institute of Medicine,CDC,0.910239226627
45266,Institute of Medicine,The Lancet,0.910239226627
45417,opposed,polio,0.910239226627
45491,opposed,religious groups,2.25292168163
45546,opposed,conspiracy,0.721347520444
45620,opposed,gift from God,0.62133493456
45675,opposed,polio vaccine opposition,0.721347520444
45762,opposed,vaccination rate,0.62133493456
45803,opposed,vaccination,0.62133493456
45902,unvaccinated-friendly day care centres,vaccination exemption,0.254334778144
45915,unvaccinated-friendly day care centres,potential risks,0.254334778144
45946,unvaccinated-friendly day care centres,non-judgmental environment,0.558110626551
45963,unvaccinated-friendly day care centres,schools,0.254334778144
45974,unvaccinated-friendly day care centres,distrust of medical establishment,0.254334778144
45980,unvaccinated-friendly day care centres,worried,0.254334778144
45981,unvaccinated-friendly day care centres,parental rights,0.254334778144
45996,unvaccinated-friendly day care centres,Gardasil,0.254334778144
46001,unvaccinated-friendly day care centres,anti-vaccination,0.558110626551
46005,unvaccinated-friendly day care centres,Washington State public-private pilot program,0.254334778144
46008,unvaccinated-friendly day care centres,Dr. Adams,0.254334778144
46014,unvaccinated-friendly day care centres,legitimate reasons,0.254334778144
46022,unvaccinated-friendly day care centres,compromise,0.254334778144
46026,unvaccinated-friendly day care centres,vaccine hesitancy,0.254334778144
46028,unvaccinated-friendly day care centres,early childcare advocacy group,0.910239226627
46029,unvaccinated-friendly day care centres,uninformed,0.254334778144
46030,unvaccinated-friendly day care centres,doctors,0.254334778144
46042,unvaccinated-friendly day care centres,childcare,0.254334778144
46061,unvaccinated-friendly day care centres,medical exemption,0.254334778144
46074,unvaccinated-friendly day care centres,personal belief exemption,0.254334778144
46086,unvaccinated-friendly day care centres,delaying Gardasil,0.254334778144
46119,unvaccinated-friendly day care centres,vaccine refusal,0.254334778144
46130,unvaccinated-friendly day care centres,vaccines,0.254334778144
46132,unvaccinated-friendly day care centres,behavioral research,0.254334778144
46147,unvaccinated-friendly day care centres,vaccine-autism link,0.254334778144
46151,unvaccinated-friendly day care centres,recommended vaccine schedule,0.254334778144
46153,unvaccinated-friendly day care centres,cancer,0.254334778144
46156,unvaccinated-friendly day care centres,community,0.254334778144
46173,unvaccinated-friendly day care centres,measles,0.254334778144
46196,unvaccinated-friendly day care centres,Mina study,0.254334778144
46205,unvaccinated-friendly day care centres,daughters,0.254334778144
46236,unvaccinated-friendly day care centres,personal belief reasons,0.254334778144
46249,unvaccinated-friendly day care centres,side effects,0.254334778144
46254,unvaccinated-friendly day care centres,vaccine delay,0.254334778144
46266,unvaccinated-friendly day care centres,measles vaccine,0.254334778144
46267,unvaccinated-friendly day care centres,developmental disability,0.254334778144
46268,unvaccinated-friendly day care centres,infectious disease,0.254334778144
46281,unvaccinated-friendly day care centres,Jill Hennessy,0.558110626551
46300,unvaccinated-friendly day care centres,religious beliefs,0.254334778144
46307,unvaccinated-friendly day care centres,peers,0.254334778144
46313,unvaccinated-friendly day care centres,vaccine success,0.254334778144
46329,unvaccinated-friendly day care centres,autism,0.254334778144
46333,unvaccinated-friendly day care centres,SB 277,0.254334778144
46338,unvaccinated-friendly day care centres,driving factors,0.254334778144
46339,unvaccinated-friendly day care centres,sexually active,0.254334778144
46342,unvaccinated-friendly day care centres,sense of urgency,0.254334778144
46354,unvaccinated-friendly day care centres,friends,0.254334778144
46357,unvaccinated-friendly day care centres,scheduled appointment,0.254334778144
46364,unvaccinated-friendly day care centres,Tdap vaccine,0.254334778144
46428,conscientious objectors,family tax benefit,0.434294481903
46433,conscientious objectors,tax benefits,0.434294481903
46472,conscientious objectors,childcare benefits,0.434294481903
46487,conscientious objectors,United States,0.434294481903
46634,conscientious objectors,government policy,0.434294481903
46726,conscientious objectors,vaccine safety,0.434294481903
46811,conscientious objectors,childcare rebate,0.434294481903
46814,conscientious objectors,adults,0.434294481903
46905,formal advice,Muslims,0.333808200695
46934,formal advice,Catholics,0.333808200695
46957,formal advice,religious doctrine,0.333808200695
46984,formal advice,members,0.333808200695
46990,formal advice,anti-vaccination,0.333808200695
47064,formal advice,personal belief exemption,0.333808200695
47113,formal advice,Jehovah's Witnesses,0.333808200695
47121,formal advice,vaccines,0.333808200695
47222,formal advice,vaccine safety,0.333808200695
47229,formal advice,vaccine-preventable diseases,0.333808200695
47245,formal advice,Dutch reformed churches,0.333808200695
47248,formal advice,vaccination rate,0.333808200695
47262,formal advice,Muslim fundamentalists,0.333808200695
47290,formal advice,vaccination,0.333808200695
47291,formal advice,outbreaks,0.333808200695
47335,formal advice,rubella,0.333808200695
47349,formal advice,Amish,0.333808200695
47362,meningococcal disease,bacteria,0.910239226627
47366,meningococcal disease,religious groups,0.772216109177
47368,meningococcal disease,populations,0.558110626551
47369,meningococcal disease,infection,0.258317766807
47376,meningococcal disease,science,0.258317766807
47392,meningococcal disease,population health,0.258317766807
47393,meningococcal disease,polio,0.675350158232
47394,meningococcal disease,risk of infection,0.258317766807
47398,meningococcal disease,public health,0.258317766807
47399,meningococcal disease,neurological problems,0.258317766807
47402,meningococcal disease,gelatin,0.258317766807
47403,meningococcal disease,medical advancement,0.258317766807
47435,meningococcal disease,safe,0.675350158232
47436,meningococcal disease,vaccine fear,0.51389834237
47441,meningococcal disease,schools,0.816428393359
47475,meningococcal disease,immune response,0.258317766807
47476,meningococcal disease,unvaccinated clusters,0.51389834237
47487,meningococcal disease,genital warts,0.258317766807
47508,meningococcal disease,risk of cervical dysplasia,0.258317766807
47511,meningococcal disease,written down,0.258317766807
47528,meningococcal disease,cervical dysplasia,0.258317766807
47530,meningococcal disease,funds,0.258317766807
47536,meningococcal disease,HPV vaccine benefits,0.910239226627
47556,meningococcal disease,Jewish dietary laws,0.258317766807
47567,meningococcal disease,herd immunity,0.51389834237
47576,meningococcal disease,imitation infection,0.417032391424
47586,meningococcal disease,medical law,0.258317766807
47593,meningococcal disease,Jehovah's Witnesses,0.258317766807
47624,meningococcal disease,saved lives,0.258317766807
47625,meningococcal disease,community,0.816428393359
47627,meningococcal disease,church,0.258317766807
47629,meningococcal disease,symptoms,0.910239226627
47630,meningococcal disease,ages 11 or 12,0.417032391424
47635,meningococcal disease,deafness,0.62133493456
47638,meningococcal disease,preteens,0.417032391424
47641,meningococcal disease,measles,0.910239226627
47643,meningococcal disease,Robert F. Kennedy Jr.,0.258317766807
47652,meningococcal disease,11-18 year olds,0.417032391424
47660,meningococcal disease,immune system,0.417032391424
47665,meningococcal disease,immunosuppression,0.417032391424
47678,meningococcal disease,risk of fainting,0.675350158232
47680,meningococcal disease,Hinduism,0.258317766807
47701,meningococcal disease,parents,0.258317766807
47712,meningococcal disease,minor symptoms,0.258317766807
47718,meningococcal disease,side effects,1.85972743231
47721,meningococcal disease,people,1.16855699343
47729,meningococcal disease,nervous system problems,0.62133493456
47730,meningococcal disease,magnitude of benefits,0.910239226627
47733,meningococcal disease,religion,0.51389834237
47739,meningococcal disease,serogroup C,0.417032391424
47740,meningococcal disease,serogroup B,0.417032391424
47741,meningococcal disease,preventable disease,0.258317766807
47745,meningococcal disease,serogroup Y,0.417032391424
47750,meningococcal disease,world,0.417032391424
47765,meningococcal disease,vaccination,1.84116996042
47775,meningococcal disease,link,0.258317766807
47780,meningococcal disease,complications,0.417032391424
47782,meningococcal disease,infants,0.417032391424
47788,meningococcal disease,vaccinated individuals,0.258317766807
47789,meningococcal disease,pig,0.258317766807
47791,meningococcal disease,health care,1.16855699343
47795,meningococcal disease,autism,0.258317766807
47799,meningococcal disease,SB 277,0.258317766807
47806,meningococcal disease,immunity,0.258317766807
47815,meningococcal disease,loss of limb,0.62133493456
48103,supporters,approval,0.910239226627
48292,supporters,SB 277,0.910239226627
48411,populations,infectious disease mortality,0.558110626551
48413,populations,schools,0.558110626551
48607,populations,community,0.558110626551
48624,populations,measles,0.558110626551
48718,populations,measles vaccine,0.558110626551
48720,populations,infectious disease,0.558110626551
48749,populations,vaccination,0.558110626551
48953,mothers with pregnancy-related diabetes,at-risk unvaccinated children,0.389871245251
48989,mothers with pregnancy-related diabetes,MMR vaccine,0.389871245251
49015,mothers with pregnancy-related diabetes,at-risk vaccinated children,0.389871245251
49061,mothers with pregnancy-related diabetes,vaccine refusal,0.389871245251
49069,mothers with pregnancy-related diabetes,vaccinated children and unvaccinated children,0.389871245251
49119,mothers with pregnancy-related diabetes,evidence,0.389871245251
49163,mothers with pregnancy-related diabetes,unvaccinated children,0.389871245251
49194,mothers with pregnancy-related diabetes,children at higher risk for autism,0.389871245251
49206,mothers with pregnancy-related diabetes,vaccinated children,0.389871245251
49241,mothers with pregnancy-related diabetes,vaccination,0.389871245251
49317,infection,religious groups,0.258317766807
49319,infection,antibiotics,0.721347520444
49322,infection,vaccination coverage,0.389871245251
49324,infection,women,0.910239226627
49327,infection,science,0.258317766807
49332,infection,measles outbreak,0.389871245251
49344,infection,population health,0.258317766807
49345,infection,polio,0.258317766807
49346,infection,risk of infection,0.258317766807
49350,infection,public health,0.648189012059
49351,infection,neurological problems,0.258317766807
49354,infection,gelatin,0.258317766807
49355,infection,medical advancement,0.258317766807
49389,infection,safe,0.258317766807
49395,infection,schools,0.648189012059
49397,infection,prophylaxis,0.721347520444
49429,infection,immune response,0.258317766807
49441,infection,genital warts,0.258317766807
49464,infection,risk of cervical dysplasia,0.258317766807
49467,infection,written down,0.258317766807
49484,infection,cervical dysplasia,0.879652701367
49486,infection,funds,0.258317766807
49508,infection,disease,0.258317766807
49514,infection,Jewish dietary laws,0.258317766807
49548,infection,medical law,0.258317766807
49555,infection,Jehovah's Witnesses,0.258317766807
49587,infection,saved lives,0.258317766807
49588,infection,community,0.648189012059
49590,infection,church,0.258317766807
49594,infection,interventions,0.389871245251
49605,infection,measles,0.389871245251
49634,infection,new strategies,0.389871245251
49642,infection,risk of fainting,0.258317766807
49644,infection,Hinduism,0.258317766807
49663,infection,parents,0.879652701367
49674,infection,minor symptoms,0.258317766807
49683,infection,people,0.258317766807
49704,infection,preventable disease,0.258317766807
49705,infection,children with cancer,0.389871245251
49729,infection,vaccination,0.389871245251
49730,infection,outbreaks,0.389871245251
49735,infection,HPV vaccine,1.53157416119
49740,infection,link,0.258317766807
49753,infection,vaccinated individuals,0.258317766807
49754,infection,pig,0.258317766807
49756,infection,health care,0.258317766807
49760,infection,autism,0.258317766807
49763,infection,SB 277,0.258317766807
49770,infection,immunity,0.258317766807
49784,infection,Robert F. Kennedy Jr.,0.258317766807
49795,infection,Tdap vaccine,0.721347520444
49797,antibiotics,other meningococcal disease cases,0.303413075542
49808,antibiotics,cases,0.303413075542
49822,antibiotics,household,0.303413075542
49850,antibiotics,early treatment,0.303413075542
49873,antibiotics,increased sensitivity to light,0.303413075542
49884,antibiotics,prophylaxis,0.721347520444
49913,antibiotics,United States,0.721347520444
49940,antibiotics,anyone,0.303413075542
49992,antibiotics,young adults,0.303413075542
49995,antibiotics,disease,0.303413075542
50010,antibiotics,rash,0.303413075542
50014,antibiotics,respiratory secretions,0.303413075542
50023,antibiotics,teens,0.303413075542
50024,antibiotics,random cases,0.303413075542
50027,antibiotics,meningococcal outbreak,0.303413075542
50051,antibiotics,vaccines,1.02476059599
50062,antibiotics,confusion,0.303413075542
50088,antibiotics,healthy people,0.303413075542
50096,antibiotics,early diagnosis,0.303413075542
50183,antibiotics,long-term disabilities,0.303413075542
50207,antibiotics,carrier,0.303413075542
50212,antibiotics,meningococcal vaccine,0.303413075542
50221,antibiotics,outbreaks,0.303413075542
50241,antibiotics,deaths,0.303413075542
50283,antibiotics,serogroups,0.303413075542
50285,antibiotics,Tdap vaccine,0.721347520444
50369,transient,infectious disease mortality,0.333808200695
50370,transient,Merck,0.333808200695
50372,transient,mystery,0.333808200695
50381,transient,developing countries,0.333808200695
50393,transient,research,0.333808200695
50407,transient,benefits,0.333808200695
50426,transient,pneumonia deaths,0.333808200695
50479,transient,reduction in child mortality,0.333808200695
50519,transient,opportunistic infections,0.333808200695
50536,transient,William Moss,0.333808200695
50538,transient,diarrhea deaths,0.333808200695
50643,transient,parents,0.333808200695
50702,transient,childhood mortality,0.333808200695
50706,transient,health benefits,0.333808200695
50731,transient,sales,0.333808200695
50776,cases,other meningococcal disease cases,0.303413075542
50799,cases,household,0.303413075542
50827,cases,early treatment,0.303413075542
50850,cases,increased sensitivity to light,0.303413075542
50917,cases,anyone,0.303413075542
50969,cases,young adults,0.303413075542
50972,cases,disease,0.303413075542
50987,cases,rash,0.303413075542
50991,cases,respiratory secretions,0.303413075542
51000,cases,teens,0.303413075542
51001,cases,random cases,0.303413075542
51004,cases,meningococcal outbreak,0.303413075542
51028,cases,vaccines,0.303413075542
51039,cases,confusion,0.303413075542
51065,cases,healthy people,0.303413075542
51073,cases,early diagnosis,0.303413075542
51160,cases,long-term disabilities,0.303413075542
51184,cases,carrier,0.303413075542
51189,cases,meningococcal vaccine,0.303413075542
51198,cases,outbreaks,0.303413075542
51218,cases,deaths,0.303413075542
51261,cases,serogroups,0.303413075542
51284,vaccination coverage,measles outbreak,0.824165727155
51346,vaccination coverage,schools,0.389871245251
51445,vaccination coverage,autism rate,0.434294481903
51477,vaccination coverage,public health,0.389871245251
51534,vaccination coverage,new version of Gardasil,0.434294481903
51538,vaccination coverage,community,0.389871245251
51539,vaccination coverage,measles vaccination,6.20507464546
51544,vaccination coverage,interventions,0.389871245251
51555,vaccination coverage,measles,0.824165727155
51584,vaccination coverage,new strategies,0.389871245251
51620,vaccination coverage,vaccine-preventable diseases,0.434294481903
51657,vaccination coverage,children with cancer,0.389871245251
51681,vaccination coverage,vaccination,0.389871245251
51682,vaccination coverage,outbreaks,0.389871245251
51687,vaccination coverage,HPV vaccine,0.434294481903
51708,vaccination coverage,health care,0.434294481903
51734,vaccination coverage,parents who refuse to vaccinate their children,0.434294481903
51770,other meningococcal disease cases,household,0.303413075542
51798,other meningococcal disease cases,early treatment,0.303413075542
51821,other meningococcal disease cases,increased sensitivity to light,0.303413075542
51888,other meningococcal disease cases,anyone,0.303413075542
51940,other meningococcal disease cases,young adults,0.303413075542
51943,other meningococcal disease cases,disease,0.303413075542
51958,other meningococcal disease cases,rash,0.303413075542
51962,other meningococcal disease cases,respiratory secretions,0.303413075542
51971,other meningococcal disease cases,teens,0.303413075542
51972,other meningococcal disease cases,random cases,0.303413075542
51975,other meningococcal disease cases,meningococcal outbreak,0.303413075542
51999,other meningococcal disease cases,vaccines,0.303413075542
52010,other meningococcal disease cases,confusion,0.303413075542
52036,other meningococcal disease cases,healthy people,0.303413075542
52044,other meningococcal disease cases,early diagnosis,0.303413075542
52131,other meningococcal disease cases,long-term disabilities,0.303413075542
52155,other meningococcal disease cases,carrier,0.303413075542
52160,other meningococcal disease cases,meningococcal vaccine,0.303413075542
52169,other meningococcal disease cases,outbreaks,0.303413075542
52189,other meningococcal disease cases,deaths,0.303413075542
52232,other meningococcal disease cases,serogroups,0.303413075542
52348,women,Gardasil,0.558110626551
52404,women,cervical dysplasia,0.558110626551
52450,women,medical conditions,0.558110626551
52657,women,HPV vaccine,1.46834985318
52725,states,religious groups,1.35888920093
52735,states,vaccination exemption,0.844990858565
52737,states,Nepal,0.51389834237
52744,states,philosophical exemption,0.389871245251
52754,states,measles resurgence,0.51389834237
52771,states,Mississippi,0.872152004738
52781,states,West Virginia,0.872152004738
52798,states,India,0.51389834237
52799,states,Disneyland measles outbreak,0.51389834237
52800,states,religious doctrine,0.455119613313
52814,states,health officials,0.389871245251
52825,states,United States,0.51389834237
52834,states,state legislatures,0.389871245251
52853,states,compromise,0.389871245251
52855,states,Jain study,0.417032391424
52860,states,uninformed,0.389871245251
52915,states,partners,0.910239226627
52918,states,autism risk,0.417032391424
52923,states,herd immunity,2.86683260989
52938,states,orthodox Hasidic Jews,0.51389834237
52985,states,reasons,0.389871245251
52987,states,community,0.51389834237
52989,states,church,1.44269504089
52993,states,California,0.51389834237
53002,states,measles,0.910239226627
53042,states,programs,0.910239226627
53061,states,parents,0.389871245251
53062,states,rubella elimination,0.417032391424
53082,states,Dutch reformed churches,0.51389834237
53095,states,developmental disability,0.417032391424
53126,states,vaccination,0.51389834237
53157,states,autism,0.417032391424
53160,states,SB 277,0.844990858565
53173,states,Governor Jerry Brown,0.455119613313
53189,states,environmental trigger,0.417032391424
53205,cluster,vaccinated students,0.480898346963
53278,cluster,vaccine message,0.480898346963
53293,cluster,private schools,0.480898346963
53309,cluster,threat,0.480898346963
53362,cluster,Waldorf School of Princeton,0.480898346963
53401,cluster,herd immunity,0.480898346963
53415,cluster,meningococcal outbreak,0.480898346963
53421,cluster,at risk,0.480898346963
53439,cluster,vaccines,0.480898346963
53482,cluster,measles,0.480898346963
53513,cluster,state-level policies,0.480898346963
53542,cluster,parents,0.480898346963
53608,cluster,vaccination,1.92359338785
53642,cluster,SB 277,0.480898346963
53683,science,religious groups,0.258317766807
53698,science,Wakefield study,0.328458738753
53702,science,population health,0.258317766807
53703,science,polio,0.258317766807
53704,science,risk of infection,0.258317766807
53708,science,public health,0.58677650556
53709,science,neurological problems,0.258317766807
53712,science,gelatin,0.258317766807
53713,science,medical advancement,0.258317766807
53722,science,hypotheses,0.328458738753
53747,science,safe,0.258317766807
53753,science,schools,0.258317766807
53765,science,children with family history of autism,0.328458738753
53775,science,research,0.328458738753
53787,science,immune response,0.258317766807
53791,science,anti-vaccination,0.328458738753
53799,science,genital warts,0.258317766807
53814,science,Jain study,0.328458738753
53822,science,risk of cervical dysplasia,0.258317766807
53825,science,written down,0.258317766807
53830,science,argument,0.328458738753
53842,science,cervical dysplasia,0.258317766807
53844,science,funds,0.258317766807
53866,science,disease,0.258317766807
53872,science,Jewish dietary laws,0.258317766807
53875,science,fear,0.328458738753
53907,science,medical law,0.258317766807
53914,science,Jehovah's Witnesses,0.258317766807
53938,science,scientific paper,0.328458738753
53945,science,saved lives,0.258317766807
53946,science,community,0.258317766807
53948,science,church,0.258317766807
53967,science,evidence,0.328458738753
53975,science,exist,0.328458738753
54000,science,risk of fainting,0.258317766807
54002,science,Hinduism,0.258317766807
54023,science,parents,0.58677650556
54034,science,minor symptoms,0.258317766807
54036,science,JAMA study,0.328458738753
54042,science,children at higher risk for autism,0.328458738753
54043,science,people,0.258317766807
54064,science,preventable disease,0.258317766807
54100,science,link,0.258317766807
54109,science,adults,0.328458738753
54113,science,vaccinated individuals,0.258317766807
54114,science,pig,0.258317766807
54116,science,health care,0.258317766807
54120,science,autism,0.258317766807
54123,science,SB 277,0.258317766807
54130,science,immunity,0.258317766807
54144,science,Robert F. Kennedy Jr.,0.258317766807
54196,challenge,severity,0.333808200695
54200,challenge,genetic component,0.333808200695
54271,challenge,anti-vaccination,0.333808200695
54315,challenge,protective effect of vaccines,0.333808200695
54318,challenge,MMR vaccine,0.333808200695
54339,challenge,environmental factors,0.333808200695
54372,challenge,genetic predisposition,0.333808200695
54399,challenge,vaccinated children and unvaccinated children,0.333808200695
54402,challenge,vaccines,0.333808200695
54443,challenge,families,0.333808200695
54488,challenge,harmful association,0.333808200695
54505,challenge,parents,0.333808200695
54524,challenge,children at higher risk for autism,0.333808200695
54536,challenge,vaccinated children,0.333808200695
54720,vaccinated students,vaccine message,0.480898346963
54843,vaccinated students,herd immunity,0.480898346963
54857,vaccinated students,meningococcal outbreak,0.480898346963
54881,vaccinated students,vaccines,0.480898346963
54984,vaccinated students,parents,0.480898346963
55084,vaccinated students,SB 277,0.480898346963
55131,California Senate,vaccination exemption,0.339623271895
55153,California Senate,law,0.339623271895
55170,California Senate,vaccinated,0.339623271895
55176,California Senate,kindergarten,0.339623271895
55181,California Senate,California Coalition for Health Choice,0.339623271895
55192,California Senate,schools,0.339623271895
55230,California Senate,anti-vaccination,0.339623271895
55290,California Senate,medical exemption,0.339623271895
55304,California Senate,personal belief exemption,0.339623271895
55361,California Senate,vaccines,0.339623271895
55397,California Senate,controversial bill,0.339623271895
55402,California Senate,families,0.339623271895
55405,California Senate,republicans,0.339623271895
55444,California Senate,party lines,0.339623271895
55464,California Senate,parents,0.339623271895
55566,California Senate,vaccine requirements,0.339623271895
55576,California Senate,Governor Jerry Brown,0.339623271895
55627,Arizona Department of Health Services,good news,0.62133493456
55733,Arizona Department of Health Services,vaccine hesitancy,0.62133493456
55880,Arizona Department of Health Services,families,0.62133493456
56077,measles outbreak,social network,0.267546386419
56080,measles outbreak,social norms,0.267546386419
56083,measles outbreak,religious groups,0.267546386419
56087,measles outbreak,vaccination exemption,1.17944556111
56098,measles outbreak,polio,0.267546386419
56101,measles outbreak,Muslims,0.267546386419
56103,measles outbreak,public health,0.389871245251
56106,measles outbreak,measles resurgence,0.62133493456
56113,measles outbreak,Hilary Clinton,0.267546386419
56119,measles outbreak,responsibility,0.267546386419
56126,measles outbreak,vaccinated,0.721347520444
56130,measles outbreak,Catholics,0.267546386419
56138,measles outbreak,childcare services,0.434294481903
56148,measles outbreak,schools,0.389871245251
56167,measles outbreak,state-level policy,0.267546386419
56173,measles outbreak,issue,0.434294481903
56231,measles outbreak,MMR vaccine,0.434294481903
56247,measles outbreak,autism rate,0.434294481903
56250,measles outbreak,childhood disease,0.267546386419
56257,measles outbreak,personal belief exemption,0.434294481903
56258,measles outbreak,disease,0.267546386419
56259,measles outbreak,mental disorders,0.267546386419
56271,measles outbreak,autism risk,0.267546386419
56304,measles outbreak,Jehovah's Witnesses,0.267546386419
56307,measles outbreak,voluntary,0.267546386419
56332,measles outbreak,vaccines cause autism,0.62133493456
56334,measles outbreak,new version of Gardasil,0.434294481903
56338,measles outbreak,community,0.65741763167
56339,measles outbreak,measles vaccination,0.434294481903
56341,measles outbreak,high vaccination rates,0.434294481903
56344,measles outbreak,interventions,0.824165727155
56349,measles outbreak,Islamic principles,0.267546386419
56354,measles outbreak,measles,2.27115767468
56363,measles outbreak,hospitalizations,0.267546386419
56382,measles outbreak,infant mortality,0.267546386419
56383,measles outbreak,new strategies,0.824165727155
56388,measles outbreak,protect the kid next to you,0.267546386419
56401,measles outbreak,mumps vaccine,0.721347520444
56402,measles outbreak,unvaccinated children,0.558110626551
56413,measles outbreak,whooping cough,0.267546386419
56419,measles outbreak,vaccine-preventable diseases,0.701840868322
56435,measles outbreak,Dutch reformed churches,0.267546386419
56438,measles outbreak,hepatitis A vaccine,0.721347520444
56439,measles outbreak,vaccination rate,0.434294481903
56448,measles outbreak,religion,0.267546386419
56451,measles outbreak,infectious disease,0.82565701297
56457,measles outbreak,children with cancer,0.65741763167
56475,measles outbreak,childhood mortality,0.267546386419
56481,measles outbreak,outbreaks,0.65741763167
56486,measles outbreak,HPV vaccine,0.434294481903
56501,measles outbreak,deaths,0.267546386419
56506,measles outbreak,sibling,0.267546386419
56507,measles outbreak,health care,0.434294481903
56533,measles outbreak,parents who refuse to vaccinate their children,0.434294481903
56558,immune system disorder,vaccination exemption,0.51389834237
56594,immune system disorder,Mississippi,0.51389834237
56604,immune system disorder,West Virginia,0.51389834237
56705,immune system disorder,allergies,0.51389834237
56890,immune system disorder,parents,0.51389834237
56990,immune system disorder,SB 277,0.51389834237
57030,vaccination exemption,religious groups,0.844990858565
57044,vaccination exemption,potential risks,0.254334778144
57050,vaccination exemption,measles resurgence,0.62133493456
57053,vaccination exemption,law,0.339623271895
57065,vaccination exemption,vaccine-free day care centres,0.254334778144
57067,vaccination exemption,Mississippi,0.969017955683
57070,vaccination exemption,vaccinated,0.339623271895
57077,vaccination exemption,West Virginia,0.969017955683
57081,vaccination exemption,California Coalition for Health Choice,0.339623271895
57092,vaccination exemption,schools,0.593958050039
57096,vaccination exemption,religious doctrine,0.455119613313
57102,vaccination exemption,distrust of medical establishment,0.254334778144
57108,vaccination exemption,worried,0.254334778144
57109,vaccination exemption,parental rights,0.254334778144
57110,vaccination exemption,health officials,0.389871245251
57124,vaccination exemption,Gardasil,0.254334778144
57128,vaccination exemption,anti-vaccination,0.339623271895
57130,vaccination exemption,state legislatures,0.389871245251
57132,vaccination exemption,Washington State public-private pilot program,0.254334778144
57135,vaccination exemption,Dr. Adams,0.812445404695
57141,vaccination exemption,legitimate reasons,0.254334778144
57149,vaccination exemption,compromise,0.644206023395
57153,vaccination exemption,vaccine hesitancy,0.254334778144
57156,vaccination exemption,uninformed,0.644206023395
57157,vaccination exemption,doctors,0.254334778144
57175,vaccination exemption,allergies,0.51389834237
57176,vaccination exemption,ideas,0.721347520444
57204,vaccination exemption,presidential candidates,0.910239226627
57208,vaccination exemption,delaying Gardasil,0.254334778144
57240,vaccination exemption,vaccine refusal,0.254334778144
57251,vaccination exemption,vaccines,1.31530557048
57253,vaccination exemption,behavioral research,0.254334778144
57268,vaccination exemption,vaccine-autism link,0.254334778144
57271,vaccination exemption,vaccines cause autism,0.62133493456
57272,vaccination exemption,recommended vaccine schedule,0.254334778144
57274,vaccination exemption,cancer,0.254334778144
57275,vaccination exemption,reasons,0.389871245251
57277,vaccination exemption,community,0.812445404695
57285,vaccination exemption,controversial bill,0.339623271895
57290,vaccination exemption,families,0.339623271895
57292,vaccination exemption,measles,1.43378033925
57315,vaccination exemption,Mina study,0.254334778144
57324,vaccination exemption,daughters,0.254334778144
57332,vaccination exemption,party lines,0.339623271895
57340,vaccination exemption,unvaccinated children,0.558110626551
57355,vaccination exemption,personal belief reasons,0.254334778144
57368,vaccination exemption,side effects,0.254334778144
57372,vaccination exemption,vaccine delay,0.812445404695
57382,vaccination exemption,vaccinated children,0.910239226627
57385,vaccination exemption,measles vaccine,0.254334778144
57386,vaccination exemption,developmental disability,0.254334778144
